,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,O dia em que me tornei pássaro,Ingrid Chabbert ; il. Raúl Nieto Guridi ; trad. Elisabete Rosa-Machado,"[S.l.] : The Poets and Dragons Society, 2022",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Ingrid Chabbert , il. Raúl Nieto Guridi ; trad. Elisabete Rosa-Machado
1,O Elmer,David McKee ; trad. Bernardo Marques,"Lisboa : Nuvem de Letras, 2020",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,David McKee , trad. Bernardo Marques
2,Contos de encantar,E. E. Cummings ; il. Rachel Caiano ; trad. Hélia Correia,"Lisboa : Ponto de Fuga, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,E. E. Cummings , il. Rachel Caiano ; trad. Hélia Correia
3,Rufus,Edite Costa Matos ; il. Sónia Matos,"Vila Nova de Gaia : Trinta Por Uma Linha, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Edite Costa Matos , il. Sónia Matos
4,A sopa de pedra ; Um ladrão debaixo da cama,Alice Vieira ; il. Vanda Romão,ISBN: 978-972-21-2934-3,1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Alice Vieira , il. Vanda Romão
5,Franklin e a livraria voadora,Jen Campbell ; il. Katie Harnett,"Amadora : Fábula, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Jen Campbell , il. Katie Harnett
6,Quando o regato secou,António Mota ; il. Sebastião Peixoto,"Alfragide : Asa II, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,António Mota , il. Sebastião Peixoto
7,O menino que gritou para dentro,texto de Ana Ventura ; il. de Alberto Faria,"Lisboa : Zero a Oito, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,texto de Ana Ventura , il. de Alberto Faria
8,História da carochinha e outros contos populares portugueses,Adolfo Coelho ; il. Soraia O.,"Amadora : Fábula, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Adolfo Coelho , il. Soraia O.
9,O Pintas e o mistério dos sapatos desaparecidos,João Cunha Silva ; il. Vanessa Ribeiro  ,ISBN: 978-989-8888-33-4,1,2018 - 2.º Sem.,6 - 8 anos,Literatura,João Cunha Silva , il. Vanessa Ribeiro  
10,"Rosa Meira, engenheira",Andrea Beaty ; il. David Roberts ; trad. e adapt. Vasco Sousa Mesquita,"Alfragide : Asa II, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Andrea Beaty , il. David Roberts ; trad. e adapt. Vasco Sousa Mesquita
11,A água e a águia,Mia Couto ; il. Danuta Wojciechowska,"Alfragide : Caminho, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Mia Couto , il. Danuta Wojciechowska
12,Supõe...,texto Alastair Reid ; il. JooHee Yoon ; trad. Miguel Gouveia,"Figueira da Foz : Bruaá, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,texto Alastair Reid , il. JooHee Yoon ; trad. Miguel Gouveia
13,O urso e o piano,David Litchfield ; trad. Luísa Costa Gomes,"Amadora : Booksmile, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,David Litchfield , trad. Luísa Costa Gomes
14,A construção do mundo,Fábio Monteiro ; il. Mariana Rio,"Lisboa : Livros Horizonte, 2018",1,2018 - 2.º Sem.,6 - 8 anos,Literatura,Fábio Monteiro , il. Mariana Rio
