,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
23,A promessa,Romain Gary ; trad. Augusto Abelaira,"Porto : Livros do Brasil, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Romain Gary , trad. Augusto Abelaira
24,As pálidas colinas de Nagasaqui,Kazuo Ishiguro ; trad. Maria do Carmo Figueira,"Lisboa : Gradiva, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Kazuo Ishiguro , trad. Maria do Carmo Figueira
25,O jornalista desportivo,Richard Ford ; trad. Ana Maria Chaves,"Porto : Porto Ed., 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Richard Ford , trad. Ana Maria Chaves
26,Essa gente,Chico Buarque,"Lisboa : Companhia das Letras, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Chico Buarque,
27,Mixórdia de temáticas : série Lobato,Ricardo Araújo Pereira,"Lisboa : Tinta-da-China, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Ricardo Araújo Pereira,
28,O pássaro da perfeição : contos escolhidos,Sérgio Sant'Anna ; org. e posf. Gustavo Pacheco,"Lisboa : Tinta-da-China, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Sérgio Sant'Anna , org. e posf. Gustavo Pacheco
29,A barata,Ian McEwan ; trad. Maria do Carmo Figueira ,"Lisboa : Gradiva, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Ian McEwan , trad. Maria do Carmo Figueira 
30,O adolescente,Fiodor Dostoievski ; trad. e notas António Pescada,ISBN: 978-989-641-961-5,2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Fiodor Dostoievski , trad. e notas António Pescada
31,Oleanna,David Mamet ; versão Pedro Mexia,"Lisboa : Tinta-da-China, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,David Mamet , versão Pedro Mexia
32,A barata,Ian McEwan ; trad. Maria do Carmo Figueira ,"Lisboa : Gradiva, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Ian McEwan , trad. Maria do Carmo Figueira 
33,A visão das plantas,Djaimilia Pereira de Almeida,ISBN: 978-989-641-975-2,2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Djaimilia Pereira de Almeida,
34,Terras do Demo,Aquilino Ribeiro ; il. Abel Manta ; pref. Ana Isabel Queiroz,"Lisboa : Bertrand, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Aquilino Ribeiro , il. Abel Manta ; pref. Ana Isabel Queiroz
35,A rede de Alice,Kate Quinn ; trad. Gabriela Pilkington,"Porto : Porto Ed., 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Kate Quinn , trad. Gabriela Pilkington
36,A história do rei Artur e dos seus cavaleiros,Howard Pyle ; trad. Carlos Sousa de Almeida,"Porto : Sextante, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Howard Pyle , trad. Carlos Sousa de Almeida
37,Ficção curta completa,Herman Melville ; trad. Virgílio Tenreiro Viseu,"Silveira : E-Primatur, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Herman Melville , trad. Virgílio Tenreiro Viseu
38,Uma questão de conveniência,Sayaka Murata ; trad. Rita Kohl,"Alfragide : Dom Quixote, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,Sayaka Murata , trad. Rita Kohl
39,Hotel melancólico,María Gainza ; trad. Artur Lopes Cardoso,"Alfragide : Dom Quixote, 2019",2,2020 - 1.º Sem.,15 - 18 anos,Literatura,María Gainza , trad. Artur Lopes Cardoso
40,Em todos os momentos estamos vivos,Tom Malmquist ; trad. João Reis,"Porto : Porto Ed., 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Tom Malmquist , trad. João Reis
41,A história das abelhas,Maja Lunde ; trad. Jorge Lima,ISBN: 978-989-88-6665-3,3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Maja Lunde , trad. Jorge Lima
42,O primo Basílio : episódio doméstico,Eça de Queiroz ; fixação de texto e notas Ana de Castro Salgado,"Lisboa : Guerra e Paz, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Eça de Queiroz , fixação de texto e notas Ana de Castro Salgado
43,Mister Brown,Emilio Van der Zuiden ; cor de Fabien Alquier ; trad. Jorge Colaço,"Estoril : Arte de Autor, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Emilio Van der Zuiden , cor de Fabien Alquier ; trad. Jorge Colaço
44,As mais belas coisas do mundo,Valter Hugo Mãe ; arte de Nino Cais,"Porto : Porto Ed., 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Valter Hugo Mãe , arte de Nino Cais
45,Mulherzinhas,Louisa May Alcott ; trad. Maria da Graça Moura Brás,"Porto : Porto Ed., 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Louisa May Alcott , trad. Maria da Graça Moura Brás
46,Lendas : (uma seleção),Gentil Marques ; il. Aurélie de Sousa,"Porto : Porto Ed., 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Gentil Marques , il. Aurélie de Sousa
47,Terra fraturada,N. K. Jemisin ; trad. Alda Rodrigues,ISBN: 978-989-641-955-4,3,2020 - 1.º Sem.,15 - 18 anos,Literatura,N. K. Jemisin , trad. Alda Rodrigues
48,Peregrinação de Fernão Mendes Pinto : aventuras extraordinárias dum português no Oriente,adapt. Aquilino Ribeiro ; il. Ângela Vieira,"Porto : Porto Ed., 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,adapt. Aquilino Ribeiro , il. Ângela Vieira
49,Pratas Conquistador : a história desconhecida de um Charlot português,Paulo M. Morais,"Alfragide : Casa das Letras, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Paulo M. Morais,
50,Carta a El-Rei D. Manuel sobre o achamento do Brasil,Pero Vaz de Caminha,"Porto : Porto Ed., 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Pero Vaz de Caminha,
51,As longas noites de Caxias,Ana Cristina Silva,"Lisboa : Planeta, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Ana Cristina Silva,
52,Filho da mãe,Hugo Gonçalves,"Lisboa : Companhia das Letras, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Hugo Gonçalves,
53,Um cadáver na biblioteca,argumento Dominique Ziegler ; des. Olivier Dauger ; trad. Jorge Colaço,"Estoril : Arte de Autor, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,argumento Dominique Ziegler , des. Olivier Dauger ; trad. Jorge Colaço
54,O livro branco,Han Kang ; trad. Maria do Carmo Figueira,"Alfragide : Dom Quixote, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Han Kang , trad. Maria do Carmo Figueira
55,Maré alta,Pedro Vieira,"Lisboa : Companhia das Letras, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Pedro Vieira,
56,Refugiado,Alan Gratz ; trad. Marta Pinho,"Alfragide : Asa II, 2019",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Alan Gratz , trad. Marta Pinho
57,A lã e a neve,Ferreira de Castro,"Lisboa : Cavalo de Ferro, 2018",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Ferreira de Castro,
58,Os fios,Sandra Catarino,"Alfragide : Casa das Letras, 2018",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,Sandra Catarino,
59,Crime no Expresso do Oriente,argumento Benjamin von Eckartsberg ; il. Chaiko ; trad. Jorge Colaço,"Estoril : Arte de Autor, 2018",3,2020 - 1.º Sem.,15 - 18 anos,Literatura,argumento Benjamin von Eckartsberg , il. Chaiko ; trad. Jorge Colaço
60,"Sua excelência, de corpo presente : romance",Pepetela,"Lisboa : Dom Quixote, 2018",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Pepetela,
61,A memória da árvore : romance,"Tina Vallès ; trad. Artur Guerra, Cristina Rodriguez","Lisboa : Dom Quixote, 2018",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Tina Vallès ," trad. Artur Guerra, Cristina Rodriguez"
62,Uma pequena sorte : romance,"Claudia Piñeiro ; trad. Cristina Rodriguez, Artur Guerra","Alfragide : Dom Quixote, 2018",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Claudia Piñeiro ," trad. Cristina Rodriguez, Artur Guerra"
63,Obras completas [de] Maria Judite de Carvalho,Anna Giurickovic Dato ; trad. José Colaço Barreiros,"Alfragide : Dom Quixote, 2018",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Anna Giurickovic Dato , trad. José Colaço Barreiros
64,A filha : romance,Dolores Redondo ; trad. Ana Maria Pinto da Silva,"Lisboa : Planeta, 2017",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Dolores Redondo , trad. Ana Maria Pinto da Silva
65,Tudo isto te darei,Patrick White ; trad. João Reis,"Silveira : E-Primatur, 2016",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Patrick White , trad. João Reis
66,Voss,Ivan Gontcharov ; trad. e notas António Pescada,"Lisboa : Tinta da China, 2019",4,2020 - 1.º Sem.,15 - 18 anos,Literatura,Ivan Gontcharov , trad. e notas António Pescada
