,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,As piores crianças do mundo 2,David Walliams ; il. Tony Ross ; trad. Rita Amaral,"Porto : Porto Ed., 2022",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,David Walliams , il. Tony Ross ; trad. Rita Amaral
1,As aventuras de Pinóquio,Carlo Collodi ; trad. rev. e actualiz. de José Colaço Barreiros ; il. Carlos J. Campos,"Porto : Porto Ed., 2020",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Carlo Collodi , trad. rev. e actualiz. de José Colaço Barreiros ; il. Carlos J. Campos
2,Contos gregos,António Sérgio ; il. Aurélie de Sousa,"Porto : Porto Ed., 2020",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,António Sérgio , il. Aurélie de Sousa
3,O último a ficar de pé,Álvaro Magalhães ; il. Carlos J. Campos,"Porto : Porto Ed., 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Álvaro Magalhães , il. Carlos J. Campos
4,Os pescadores de nuvens,Ana Lázaro ; il. Sebastião Peixoto,"Porto : Porto Ed., 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Ana Lázaro , il. Sebastião Peixoto
5,Banana!,texto e il. Bernardo P. Carvalho,"Carcavelos : Planeta Tangerina, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,texto e il. Bernardo P. Carvalho,
6,"Agora não, Tiago",David McKee ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,David McKee , trad. Carla Maia de Almeida
7,Degelo,André Letria,"Porto Salvo : Pato lógico, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,André Letria,
8,Impulso,André Letria,"Porto Salvo : Pato lógico, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,André Letria,
9,"Eu, Alfonsina",Joan Negrescolor ; trad. Carla Oliveira,"Lisboa : Orfeu Negro, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Joan Negrescolor , trad. Carla Oliveira
10,Saudade : um conto para sete dias,texto Claudio Hochman ; il. João Vaz de Carvalho,"Lisboa : Livros Horizonte, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,texto Claudio Hochman , il. João Vaz de Carvalho
11,"Metade, metade",texto Isabel Minhós Martins ; il. Madalena Matoso,"Carcavelos : Planeta Tangerina, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,texto Isabel Minhós Martins , il. Madalena Matoso
12,O novelo de emoções,Elizabete Neves ; il. Natalina Cóias,"Porto : Porto Ed., 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Elizabete Neves , il. Natalina Cóias
13,Uma aventura no fundo do mar,Ana Maria Magalhães e Isabel Alçada ; il. de Arlindo Fagundes,"Alfragide : Caminho, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Ana Maria Magalhães e Isabel Alçada , il. de Arlindo Fagundes
14,Quito,Roger Ycaza ; trad. Sónia Graça,"[S.l.] : Pato Lógico, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Roger Ycaza , trad. Sónia Graça
15,Orlando e o tambor mágico,texto e il. Alexandra Lucas Coelho,"Lisboa : Alfaguara, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,texto e il. Alexandra Lucas Coelho,
16,Eleição dos bichos,André Rodrigues... [et al.],"Lisboa : Nuvem de Letras, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,André Rodrigues... [et al.],
17,Coração,"Edmundo de Amicis ; trad.J. Teixeira de Aguilar ; il. A. Ferraguti, E. Nardi, A. G. Sartoriu","Porto : Sextante, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Edmundo de Amicis ," trad.J. Teixeira de Aguilar ; il. A. Ferraguti, E. Nardi, A. G. Sartoriu"
18,Anne Frank,M.a Isabel Sánchez Vegara ; il. Sveta Dorosheva ; trad. Vasco Gato,"Lisboa : Nuvem de Letras, 2019",1,2019 - 1.º Sem.,9 - 11 anos,Literatura,M.a Isabel Sánchez Vegara , il. Sveta Dorosheva ; trad. Vasco Gato
19,Quando a tristeza chama,Eva Eland ; trad. Raquel Dutra Lopes,ISBN: 978-972-24-1894-2,1,2019 - 1.º Sem.,9 - 11 anos,Literatura,Eva Eland , trad. Raquel Dutra Lopes
20,Coimbra,Catarina Sobral,"[S.l.] : Pato Lógico, 2019",2,2019 - 1.º Sem.,9 - 11 anos,Literatura,Catarina Sobral,
21,Os amigos,Gonçalo M. Tavares ; il. Rachel Caiano,ISBN: 978-989-641-691-1,2,2019 - 1.º Sem.,9 - 11 anos,Literatura,Gonçalo M. Tavares , il. Rachel Caiano
22,Entre estrelas e estrelinhas : este mundo anda às voltinhas,texto Carlos Fiolhais ; poemas José Fanha ; mús e interp. Daniel Completo ; il. Cristina Completo,"Sesimbra : Canto das Cores, 2018",2,2019 - 1.º Sem.,9 - 11 anos,Literatura,texto Carlos Fiolhais , poemas José Fanha ; mús e interp. Daniel Completo ; il. Cristina Completo
23,O olharapo,Benji Davies ; trad. João Berhan,"Lisboa : Orfeu Negro, 2018",2,2019 - 1.º Sem.,9 - 11 anos,Literatura,Benji Davies , trad. João Berhan
