,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
36,O senhor do seu nariz e outras histórias,Álvaro Magalhães ; il. João Fazenda,"Alfragide : Asa II, 2018",2,Antes 2017,9 - 11 anos,Literatura,Álvaro Magalhães , il. João Fazenda
37,Contos de Perrault,trad. Maria Alberta Menéres ; il. Raquel Costa,"Porto : Porto Ed., 2018",2,Antes 2017,9 - 11 anos,Literatura,trad. Maria Alberta Menéres , il. Raquel Costa
38,"Lobos, raposas. leões e outros figurões",Alexandre Parafita ; il. Alberto Faria,"Alfragide : Texto, 2018",2,Antes 2017,9 - 11 anos,Literatura,Alexandre Parafita , il. Alberto Faria
39,Os contos de Beedle o bardo,"J. K. Rowling ; trad. Marta Fernandes, Manuela Madureira","Barcarena : Presença, 2018",2,Antes 2017,9 - 11 anos,Literatura,J. K. Rowling ," trad. Marta Fernandes, Manuela Madureira"
40,Seleção de contos para a infância,Guerra Junqueiro ; il. Luciana Bicalho,"Porto : Porto Ed., 2018",3,Antes 2017,9 - 11 anos,Literatura,Guerra Junqueiro , il. Luciana Bicalho
41,A noite de Natal,Sophia de Mello Breyner Andresen ; ilustrações de Jorge Nesbitt,"Porto : Porto Ed., 2018",3,Antes 2017,9 - 11 anos,Literatura,Sophia de Mello Breyner Andresen , ilustrações de Jorge Nesbitt
42,O sexto ano no Colégio de Santa Clara,Pamela Cox ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2018",3,Antes 2017,9 - 11 anos,Literatura,Pamela Cox , trad. Susana Ferreira e Bárbara Soares
43,O rapaz de bronze,Sophia de Mello Breyner Andresen ; il. de Inês do Carmo,"Porto : Porto Ed., 2018",3,Antes 2017,9 - 11 anos,Literatura,Sophia de Mello Breyner Andresen , il. de Inês do Carmo
44,Dentro de uma caixa,José Jorge Letria ; il. Ana Afonso,"Alfragide : Caminho, 2018",3,Antes 2017,9 - 11 anos,Literatura,José Jorge Letria , il. Ana Afonso
45,Os piratas : teatro,Manuel António Pina ; il. Carla Manso,"Porto : Porto Ed., 2018",3,Antes 2017,9 - 11 anos,Literatura,Manuel António Pina , il. Carla Manso
46,A bruxa Cartuxa na floresta dos segredos,"Ana Maria Magalhães, Isabel Alçada ; il. Carlos Marques","Alfragide : Caminho, imp. 2014",3,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Carlos Marques
47,Uma aventura no Porto,"Ana Maria Magalhães, Isabel Alçada ; il. Arlindo Fagundes","Alfragide : Caminho, imp. 2017",3,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Arlindo Fagundes
48,O rapaz de bronze,Sophia de Mello Breyner Andresen ; il. de Inês do Carmo,"Porto : Porto Ed., 2017",3,Antes 2017,9 - 11 anos,Literatura,Sophia de Mello Breyner Andresen , il. de Inês do Carmo
49,O principezinho,texto e aguarelas Antoine de Saint-Exupéry ; pref. de Valter Hugo Mãe ; adapt. para a língua port. Alexandra Guimarães,"Porto : Porto Ed., 2017",3,Antes 2017,9 - 11 anos,Literatura,texto e aguarelas Antoine de Saint-Exupéry , pref. de Valter Hugo Mãe ; adapt. para a língua port. Alexandra Guimarães
50,Contos de Perrault,trad. Maria Alberta Menéres ; il. Raquel Costa,"Porto : Porto Ed., 2017",3,Antes 2017,9 - 11 anos,Literatura,trad. Maria Alberta Menéres , il. Raquel Costa
51,Portugal : história e lendas,"Ana Maria Magalhães, Isabel Alçada ; il. Carlos Marques... [et al.]","Lisboa : Caminho, imp. 2017",3,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Carlos Marques... [et al.]
52,Porto Porto,texto João Pedro Mésseder ; il. Helena Veloso,"Vila Nova de Gaia : Calendário de Letras, 2017",3,Antes 2017,9 - 11 anos,Literatura,texto João Pedro Mésseder , il. Helena Veloso
53,"Diabos, diabritos e outros mafarricos  : contos e lendas de tradição oral",Alexandre Parafita ; il. Fátima Buco,"Alfragide : Texto, imp. 2017",3,Antes 2017,9 - 11 anos,Literatura,Alexandre Parafita , il. Fátima Buco
54,Um grão de café : (uma simples homenagem ao menino chinês do pote vazio),Olinda Beja ; il. de Teresa Bondoso,"[Moimenta da Beira] : Ed. Esgotadas, 2017",3,Antes 2017,9 - 11 anos,Literatura,Olinda Beja , il. de Teresa Bondoso
55,Mistério no Pavilhão de Portugal,"Maria Inês Almeida, Joaquim Vieira ; il. Zé Nova e Ana Freitas","Porto : Porto Ed., 2017",3,Antes 2017,9 - 11 anos,Literatura,"Maria Inês Almeida, Joaquim Vieira ", il. Zé Nova e Ana Freitas
56,Livro com cheiro a morango,Alice Vieira ; il. Carla Nazareth,"Alfragide : Texto, 2017",3,Antes 2017,9 - 11 anos,Literatura,Alice Vieira , il. Carla Nazareth
57,O beijo da palavrinha,escreveu Mia Couto ; il. Danuta Wojciechowska,"Alfragide : Caminho, 2017",3,Antes 2017,9 - 11 anos,Literatura,escreveu Mia Couto , il. Danuta Wojciechowska
58,A bela e o monstro,Jeanne-Marie Leprince de Beaumont ; adapt. para a língua portuguesa Maria Teresa dos Santos Silva ; il. Aurélie de Sousa,"Porto : Porto Ed., 2017",3,Antes 2017,9 - 11 anos,Literatura,Jeanne-Marie Leprince de Beaumont , adapt. para a língua portuguesa Maria Teresa dos Santos Silva ; il. Aurélie de Sousa
59,O tio desafio,"Ana Maria Magalhães, Isabel Alçada, Carla Nazareth","[S.l. : s.n.], 2017",3,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada, Carla Nazareth",
60,Os ciganos,"Sophia de Mello Breyner Andresen, Pedro Sousa Tavares ; il. de Danuta Wojciechowska","Porto : Porto Ed., 2017",4,Antes 2017,9 - 11 anos,Literatura,"Sophia de Mello Breyner Andresen, Pedro Sousa Tavares ", il. de Danuta Wojciechowska
61,A terrível tia Alberta,David Walliams ; il. Tony Ross ; trad. Rita Amaral,"Porto : Porto Ed., 2017",4,Antes 2017,9 - 11 anos,Literatura,David Walliams , il. Tony Ross ; trad. Rita Amaral
62,O meu primeiro Fernando Pessoa,texto Manuela Júdice ; il. Pedro Proença,"Alfragide : Dom Quixote, 2017",4,Antes 2017,9 - 11 anos,Literatura,texto Manuela Júdice , il. Pedro Proença
63,Ali Babá e os quarenta ladrões,adapt. Luc Lefort ; il. Daniele Fabbri ; adapt. para a língua portuguesa António Pescada,"Porto : Porto Ed., 2017",4,Antes 2017,9 - 11 anos,Literatura,adapt. Luc Lefort , il. Daniele Fabbri ; adapt. para a língua portuguesa António Pescada
64,Uma viagem ao tempo dos castelos,"Ana Maria Magalhães, Isabel Alçada ; il. Arlindo Fagundes","Alfragide : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Arlindo Fagundes
65,O que é o amor?,José Jorge Letria ; il. Catarina França,"[Lisboa] : Clube do Autor, 2017",4,Antes 2017,9 - 11 anos,Literatura,José Jorge Letria , il. Catarina França
66,O segredo do rio,Miguel Sousa Tavares ; il. de Fernanda Fragateiro,"Lisboa : Clube do Autor, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,Miguel Sousa Tavares , il. de Fernanda Fragateiro
67,O alfabeto dos países,texto José Jorge Letria ; il. Afonso Cruz,"Alfragide : Oficina do Livro, 2017",4,Antes 2017,9 - 11 anos,Literatura,texto José Jorge Letria , il. Afonso Cruz
68,Pequeno livro das coisas,João Pedro Mésseder ; il. Rachel Caiano,"Alfragide : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,João Pedro Mésseder , il. Rachel Caiano
69,O morcego bibliotecário,Carmen Zita Ferreira ; il. Paulo Galindro,"Vila Nova de Gaia : Trinta Por Uma Linha, 2017",4,Antes 2017,9 - 11 anos,Literatura,Carmen Zita Ferreira , il. Paulo Galindro
70,Uma aventura nas ilhas de Cabo Verde,"Ana Maria Magalhães, Isabel Alçada ; il. Arlindo Fagundes","Alfragide : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Arlindo Fagundes
71,A árvore dos rebuçados,Rosário Alçada Araújo ; il. Sandra Serra,"Alfragide : Gailivro, 2017",4,Antes 2017,9 - 11 anos,Literatura,Rosário Alçada Araújo , il. Sandra Serra
72,Espreita a história de Portugal,José Jorge Letria ; il. Vítor Lopes,"Porto : Porto Ed., 2017",4,Antes 2017,9 - 11 anos,Literatura,José Jorge Letria , il. Vítor Lopes
73,"Rosa, minha irmã Rosa",Alice Vieira,"Alfragide : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,Alice Vieira,
74,O livro dos exageros,António Mota ; il. Elsa Fernandes,"Alfragide : Asa II, 2016",4,Antes 2017,9 - 11 anos,Literatura,António Mota , il. Elsa Fernandes
75,Contos para rir,Luísa Ducla Soares ; il. Rui Pedro Lourenço,"Porto : Porto Ed., 2017",4,Antes 2017,9 - 11 anos,Literatura,Luísa Ducla Soares , il. Rui Pedro Lourenço
76,Uma aventura na escola,"Ana Maria Magalhães, Isabel Alçada ; il. de Arlindo Fagundes","Alfragide : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. de Arlindo Fagundes
77,Há fogo na floresta,"Ana Maria Magalhães, Isabel Alçada ; il. Pedro Mendes","Lisboa : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Pedro Mendes
78,O mercador de coisa nenhuma,António Torrado ; il. Tiago Pimentel,"Alfragide : Asa II, 2017",4,Antes 2017,9 - 11 anos,Literatura,António Torrado , il. Tiago Pimentel
79,Uma aventura secreta,"Ana Maria Magalhães, Isabel Alçada ; il. de Arlindo Fagundes","Alfragide : Caminho, imp. 2017",4,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. de Arlindo Fagundes
80,"Esdrúxulas, graves e agudas, magrinhas e barrigudas",texto de José Fanha ; il. Afonso Cruz,"Alfragide : Texto, 2017",5,Antes 2017,9 - 11 anos,Literatura,texto de José Fanha , il. Afonso Cruz
81,O senhor do seu nariz e outras histórias,Álvaro Magalhães ; il. João Fazenda,"Alfragide : Asa II, 2017",5,Antes 2017,9 - 11 anos,Literatura,Álvaro Magalhães , il. João Fazenda
82,Harry Potter e o cálice de fogo,J. K. Rowling ; trad. Isabel Fraga. Isabel Nunes e Manuela Madureira  ; rev. Isabel Nunes,"Lisboa : Presença, 2017",5,Antes 2017,9 - 11 anos,Literatura,J. K. Rowling , trad. Isabel Fraga. Isabel Nunes e Manuela Madureira  ; rev. Isabel Nunes
83,Matilde Rosa Araújo : um olhar de menina,texto de Adélia Carvalho ; il. Marta Madureira ; pósf. Álvaro Magalhães,"Porto : Tcharan, 2017",5,Antes 2017,9 - 11 anos,Literatura,texto de Adélia Carvalho , il. Marta Madureira ; pósf. Álvaro Magalhães
84,As gémeas voltam ao colégio,Enid Blyton ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2017",5,Antes 2017,9 - 11 anos,Literatura,Enid Blyton , trad. Susana Ferreira e Bárbara Soares
85,O sexto ano no Colégio de Santa Clara,Pamela Cox ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2017",5,Antes 2017,9 - 11 anos,Literatura,Pamela Cox , trad. Susana Ferreira e Bárbara Soares
86,As gémeas no Colégio de Santa Clara,Enid Blyton ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2017",5,Antes 2017,9 - 11 anos,Literatura,Enid Blyton , trad. Susana Ferreira e Bárbara Soares
87,Os piratas : teatro,Manuel António Pina ; il. Carla Manso,"Porto : Porto Ed., 2017",5,Antes 2017,9 - 11 anos,Literatura,Manuel António Pina , il. Carla Manso
88,O segundo livro da selva,Rudyard Kipling ; trad. José Francisco do Santos ; il. J. Lockwood Kipling,"Lisboa : Livros do Brasil, 2017",5,Antes 2017,9 - 11 anos,Literatura,Rudyard Kipling , trad. José Francisco do Santos ; il. J. Lockwood Kipling
89,O príncipe nabo,Ilse Losa ; il. Manuela Bacelar,"Porto : Afrontamento, 2017",5,Antes 2017,9 - 11 anos,Literatura,Ilse Losa , il. Manuela Bacelar
90,900 : história de um rei : Afonso Henriques,texto e il. Pedro Seromenho,"Braga : Paleta de Letras, cop. 2017",5,Antes 2017,9 - 11 anos,Literatura,texto e il. Pedro Seromenho,
91,O grufalão,Julia Donaldson ; il. Axel Scheffler ; trad. Maria da Fé Peres,"Queluz de Baixo : Jacarandá, 2017",5,Antes 2017,9 - 11 anos,Literatura,Julia Donaldson , il. Axel Scheffler ; trad. Maria da Fé Peres
92,O gigante egoísta ; seguido de O príncipe feliz,Oscar Wilde ; il. de Fátima Afonso ; trad. Ersílio Cardoso,"Lisboa : Vega, 2017",5,Antes 2017,9 - 11 anos,Literatura,Oscar Wilde , il. de Fátima Afonso ; trad. Ersílio Cardoso
93,O labirinto de sombra,Ulysses Moore ; trad. de Filipe Guerra,"Barcarena : Presença, 2017",5,Antes 2017,9 - 11 anos,Literatura,Ulysses Moore , trad. de Filipe Guerra
94,Seleção de contos de Andersen,Hans Christian Andersen ; il. Ana Afonso ; trad. de Silva Duarte,"Porto : Porto Ed., 2016",5,Antes 2017,9 - 11 anos,Literatura,Hans Christian Andersen , il. Ana Afonso ; trad. de Silva Duarte
95,A cidade dos cães e outras histórias,Luísa Ducla Soares ; il. Romont Willy,"Porto : Porto Ed., 2016",5,Antes 2017,9 - 11 anos,Literatura,Luísa Ducla Soares , il. Romont Willy
96,Três contos de Guerra Junqueiro,il. Rui Castro,"Alfragide : Texto, 2016",5,Antes 2017,9 - 11 anos,Literatura,il. Rui Castro,
97,A fada Oriana,Sophia de Mello Breyner Andresen ; il. de Teresa Calem,"Porto : Porto Ed., 2016",5,Antes 2017,9 - 11 anos,Literatura,Sophia de Mello Breyner Andresen , il. de Teresa Calem
98,Uma aventura no sítio errado,"Ana Maria Magalhães, Isabel Alçada ; il. de Arlindo Fagundes","Alfragide : Caminho, imp. 2016",5,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. de Arlindo Fagundes
99,História de um gato e de um rato que se tornaram amigos,Luis Sepúlveda ; il. Paulo Galindro ; trad. Helena Pitta,"Lisboa : Porto Ed., 2016",5,Antes 2017,9 - 11 anos,Literatura,Luis Sepúlveda , il. Paulo Galindro ; trad. Helena Pitta
100,Uma aventura na Serra da Estrela,"Ana Maria Magalhães, Isabel Alçada ; il. Arlindo Fagundes","Lisboa : Caminho, imp. 2016",6,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Arlindo Fagundes
101,Uma aventura na quinta das lágrimas,"Ana Maria Magalhães, Isabel Alçada ; il. de Arlindo Fagundes","Alfragide : Caminho, imp. 2016",6,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. de Arlindo Fagundes
102,Uma aventura no castelo dos três tesouros,"Ana Maria Magalhães, Isabel Alçada ; il. Arlindo Fagundes","Alfragide : Caminho, imp. 2016",6,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Arlindo Fagundes
103,O código do dragão,Tea Stilton ; Red Whale ; trad. Carlos Grifo Babo,"Barcarena : Presença, 2016",6,Antes 2017,9 - 11 anos,Literatura,Tea Stilton , Red Whale ; trad. Carlos Grifo Babo
104,A malta do 2o C,Catarina da Fonseca ; il. de Cristina Sampaio,"Lisboa : Caminho, imp. 2016",6,Antes 2017,9 - 11 anos,Literatura,Catarina da Fonseca , il. de Cristina Sampaio
105,Três contos de Andersen,Hans Christian Andersen ; trad. de Silva Duarte,"Alfragide : Texto, 2016",6,Antes 2017,9 - 11 anos,Literatura,Hans Christian Andersen , trad. de Silva Duarte
106,Mais aventuras no Colégio de Santa Clara,Sara Rodi,"Alfragide : Oficina do Livro, 2016",6,Antes 2017,9 - 11 anos,Literatura,Sara Rodi,
107,Chocolate à chuva,Alice Vieira,"Alfragide : Caminho, imp. 2016",6,Antes 2017,9 - 11 anos,Literatura,Alice Vieira,
108,O aniversário da infanta,Oscar Wilde ; adapt. à língua portuguesa Alexandra Guimarães ; il. João Concha,"Porto : Porto Ed., 2016",6,Antes 2017,9 - 11 anos,Literatura,Oscar Wilde , adapt. à língua portuguesa Alexandra Guimarães ; il. João Concha
109,Harry Potter e a pedra filosofal,J. K. Rowling ; trad. de Isabel Fraga,"Barcarena : Presença, 2016",6,Antes 2017,9 - 11 anos,Literatura,J. K. Rowling , trad. de Isabel Fraga
110,O príncipe nabo,Ilse Losa ; il. Manuela Bacelar,"Porto : Afrontamento, 2016",6,Antes 2017,9 - 11 anos,Literatura,Ilse Losa , il. Manuela Bacelar
111,Seleção de contos para a infância,Guerra Junqueiro ; il. Luciana Bicalho,"Porto : Porto Ed., 2016",6,Antes 2017,9 - 11 anos,Literatura,Guerra Junqueiro , il. Luciana Bicalho
112,"História com reis, rainhas, bobos, bombeiros e galinhas ; A guerra do tabuleiro de xadrez",Manuel António Pina ; il. João Conha,"Porto : Porto Ed., 2016",6,Antes 2017,9 - 11 anos,Literatura,Manuel António Pina , il. João Conha
113,A caixa da Avó Maria,texto de Leonor Mexia ; il. Sónia Cântara ; [prol. Luísa Beltrão],"Porto : Porto Ed., 2016",6,Antes 2017,9 - 11 anos,Literatura,texto de Leonor Mexia , il. Sónia Cântara ; [prol. Luísa Beltrão]
114,A maior flor do mundo,José Saramago ; il. André Letria,"Porto : Porto Ed., 2016",6,Antes 2017,9 - 11 anos,Literatura,José Saramago , il. André Letria
115,An adventure in Madeira,"Ana Maria Magalhães, Isabel Alçada ; il. by Arlindo Fagundes",ISBN: 978-972-21-2800-1,6,Antes 2017,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. by Arlindo Fagundes
116,Cantiga do caçador e outras histórias,António Torrado ; il. Maria João Lopes,"Alfragide : Asa II, 2016",6,Antes 2017,9 - 11 anos,Literatura,António Torrado , il. Maria João Lopes
117,Contos da infância e do lar,"Irmãos Grimm ; trad., introd. e notas de Teresa Aica Bairos ; coord. cient. Francisco Vaz da Silva","Lisboa : Temas e Debates : Círculo de Leitores, 2016",6,Antes 2017,9 - 11 anos,Literatura,Irmãos Grimm ," trad., introd. e notas de Teresa Aica Bairos ; coord. cient. Francisco Vaz da Silva"
118,A bicicleta da princesa,escrito por Janey Louise Jones ; trad. por Isabel Fraga,"Portela : Booksmile, 2016",6,Antes 2017,9 - 11 anos,Literatura,escrito por Janey Louise Jones , trad. por Isabel Fraga
119,O planeta azul,Luísa Ducla Soares ; il. Aurélie de Sousa,"Porto : Porto Ed., 2016",6,Antes 2017,9 - 11 anos,Literatura,Luísa Ducla Soares , il. Aurélie de Sousa
120,Seis contos de Eça de Queirós,[adapt.] Luísa Ducla Soares ; il. Rafaello Bergonse,"Porto : Porto Ed., 2016",7,Antes 2017,9 - 11 anos,Literatura,[adapt.] Luísa Ducla Soares , il. Rafaello Bergonse
121,Pedro Alecrim,António Mota,"Alfragide : Asa II, 2016",7,Antes 2017,9 - 11 anos,Literatura,António Mota,
