,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
16,Ernesto o elefante,Anthony Browne ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2021",1,2021 - 1.o Sem.,6 - 8 anos,Literatura,Anthony Browne , trad. Carla Maia de Almeida
17,Tudo tão grande : canção cada vez maior,Isabel Minhós Martins ; il. Bernardo P. Carvalho,"Carcavelos : Planeta Tangerina, 2021",1,2021 - 1.o Sem.,6 - 8 anos,Literatura,Isabel Minhós Martins , il. Bernardo P. Carvalho
18,Isto é meu!,Blandina Franco e José Carlos Lollo  ,"Lisboa : Nuvem de Letras, 2021",1,2021 - 1.o Sem.,6 - 8 anos,Literatura,Blandina Franco e José Carlos Lollo  ,
19,Os meus amigos,Taro Gomi ; trad. Nuno Quintas,"Lisboa : Orfeu Negro, 2021",1,2021 - 1.o Sem.,6 - 8 anos,Literatura,Taro Gomi , trad. Nuno Quintas
20,"Coragem, pequeno caranguejo",Chris Haughton ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2021",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Chris Haughton , trad. Maria Afonso
21,Discórdia,Nani Brunini,"Lisboa : Pato Lógico, 2021",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Nani Brunini,
22,Bichos do meu quintal e algumas gotas de chuva,texto Manuela Castro Neves ; il. Maria Bouza,"[S.l.] : Máquina de Voar, 2021",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto Manuela Castro Neves , il. Maria Bouza
23,Esta história (também) é tua,il. Jaime Ferraz,"Lisboa : Zero a Oito, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,il. Jaime Ferraz,
24,A galinha que queria ver o mar,"Christian Jolibois, Christian Heinrich ; trad. Ana Oom","Lisboa : Zero a Oito, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,"Christian Jolibois, Christian Heinrich ", trad. Ana Oom
25,Gigantosaurus,Jonny Duddle ; trad. Afonso Reis Cabral,"Bracarena : Jacarandá, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Jonny Duddle , trad. Afonso Reis Cabral
26,A pequena semente,Eric Carle ; trad. Gabriela Rocha Alves,"Matosinhos : Kalandraka, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Eric Carle , trad. Gabriela Rocha Alves
27,Mortina e o namorado fantasma,texto e il. Barbara Cantini ; trad. Susana Ferreira  ,"Lisboa : Bertrand, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Barbara Cantini , trad. Susana Ferreira  
28,O maravilhoso feiticeiro de Oz,L. Frank Baum,"Porto : Porto Ed., 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,L. Frank Baum,
29,A ovelha estrelinha e o gato chiribi,António Mota ; il. Cátia Vidinhas,"Alfragide : Asa II, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,António Mota , il. Cátia Vidinhas
30,Um bolo para o lanche,Christian Voltz ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Christian Voltz , trad. Carla Maia de Almeida
31,Quarenta e dois mais vinte e um : e outras histórias,António Torrado ; il. Maria João Lopes,"Alfragide : Asa II, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,António Torrado , il. Maria João Lopes
32,Uma grande família,Elisenda Roca ; il. Rocio Bonilla ; trad. Martim Pizarro,"Barcarena : Jacarandá, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Elisenda Roca , il. Rocio Bonilla ; trad. Martim Pizarro
33,Mãe,texto e il. Anna LLenas ; adapt. port. Cristiana Neves,"Porto : Porto Ed., 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Anna LLenas , adapt. port. Cristiana Neves
34,O Bolero [de] Ravel,texto de José António Abad Varela ; il. Federico Delicado ; trad.Carla Maia de Almeida,"Matosinhos : Kalandraka, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto de José António Abad Varela , il. Federico Delicado ; trad.Carla Maia de Almeida
35,Havia outra raposa,Georgiana Deutsch ; il. Cally Johnson-Isaacs ; trad. Pedro Costa,"Estoril : Minutos de Leitura, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Georgiana Deutsch , il. Cally Johnson-Isaacs ; trad. Pedro Costa
36,Mesmo aqui ao lado,"texto, il. Bolota",ISBN: 978-989-8888-82-2,2,2021 - 1.o Sem.,6 - 8 anos,Literatura,"texto, il. Bolota",
37,Una pequeña semilla,texto Mar Benegas ; il. Neus Caamaño,"Barcelona : Akiara Books, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto Mar Benegas , il. Neus Caamaño
38,Contos de Grimm para todas as idades,Philip Pullman ; trad. Fernanda Oliveira,"Barcarena : Presença, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,Philip Pullman , trad. Fernanda Oliveira
39,O incrível livro sem fim,texto e il. Heath McKenzie ; trad. Afonso Reis Cabral,"Barcarena : Jacarandá, 2020",2,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Heath McKenzie , trad. Afonso Reis Cabral
40,Todos fazemos cocó,Taro Gomi ; trad. Nuno Quintas,"Lisboa : Orfeu Negro, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Taro Gomi , trad. Nuno Quintas
41,Os ursos não leem!,Emma Chichester Clark ; trad. Filipa Velosa,ISBN: 978-84-17222-80-2,3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Emma Chichester Clark , trad. Filipa Velosa
42,"Afinal o caracol, o Ibis, o gato [ Registo sonoro ] : audiolivro : Andante, Fernando Pessoa",poemas ditos Cristina Paiva,"Lisboa : Casa Fernando Pessoa ; [S.l.] : BOCA, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,poemas ditos Cristina Paiva,
43,Big Bang Boom! : da criação do universo à origem da vida,texto e Il. Margarida Botelho ; fot. Mário Rainha Campos,"[S.l.] : M. Botelho, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto e Il. Margarida Botelho , fot. Mário Rainha Campos
44,Enciclopédia dos verbos felizes,Marco Taylor,"[S.l. : s.n.], 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Marco Taylor,
45,Hotel flamingo,Alex Milway ; trad. Susana Cardoso Ferreira,"Alfragide : Oficina do Livro, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Alex Milway , trad. Susana Cardoso Ferreira
46,É só desta vez!,Tracey Corderoy ; il. Tony Neal ; trad. Pedro Costa,"Estoril : Minutos de Leitura, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Tracey Corderoy , il. Tony Neal ; trad. Pedro Costa
47,As viagens de Gulliver,Jonatham Swift ; adapt. John Lang ; il. Weberson Santiago ; apresent. Adriana Veleda ; trad. Sofia Borges,"Porto : Porto Ed., 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Jonatham Swift , adapt. John Lang ; il. Weberson Santiago ; apresent. Adriana Veleda ; trad. Sofia Borges
48,Fazer oó,texto e il. de Dorothée de Monfreid ; trad. Filipa Velosa,ISBN: 978-84-17222-56-7,3,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. de Dorothée de Monfreid , trad. Filipa Velosa
49,Não sei desenhar,Inês Almeida e Nicholas Carvalho,"Lisboa : Casa Nic e Inês, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Inês Almeida e Nicholas Carvalho,
50,Formiga duma figa,António Avelar de Pinho ; il. João Vaz de Carvalho,"Porto : Porto Ed., 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,António Avelar de Pinho , il. João Vaz de Carvalho
51,No ovo,Emma Lidia Squillari ; trad. Ana M. Noronha,"Matosinhos : Kalandraka, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Emma Lidia Squillari , trad. Ana M. Noronha
52,O alfabeto das cidades,José Jorge Letria ; il. Helder Teixeira Peleja,"Alfragide : Oficina do Livro, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,José Jorge Letria , il. Helder Teixeira Peleja
53,Um dia de cada vez,David Machado ; il. Paulo Galindro,"[S.l. : s.n.], 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,David Machado , il. Paulo Galindro
54,Feliz,"Mies Van Hout ; trad. Elisabete Rosa-Machado, Dinis Machado e Ana de Mesquita Guimarães","[S.l.] : The Poets and Dragons Society, cop. 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Mies Van Hout ," trad. Elisabete Rosa-Machado, Dinis Machado e Ana de Mesquita Guimarães"
55,Uma pequena semente,texto Mar Benegas ; il. Neus Caamaño ; trad. Inês Castel-Branco,"Barcelona : Akiara Books, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto Mar Benegas , il. Neus Caamaño ; trad. Inês Castel-Branco
56,Trincas : o guia dos dinossauros,Emma Yarlett ; adapt. para a língua port. e rev. cient. Maria dos Anjos Viana e Helena Santos,"Porto : Porto Ed., 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Emma Yarlett , adapt. para a língua port. e rev. cient. Maria dos Anjos Viana e Helena Santos
57,A oscuras,Halil Bárcena ; il. Laura Borràs Dalmau,"Barcelona : Akiara Books, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Halil Bárcena , il. Laura Borràs Dalmau
58,Greta e os gigantes,Zoë Tucker ; il. Zoe Persico ; trad. Maria Mota,"[S.l.] : Jacarandá, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Zoë Tucker , il. Zoe Persico ; trad. Maria Mota
59,A sinfonia dos animais,Dan Brown ; il. Susan Batori ; trad. Dina Antunes,"Amadora : Bertrand, 2020",3,2021 - 1.o Sem.,6 - 8 anos,Literatura,Dan Brown , il. Susan Batori ; trad. Dina Antunes
60,"O menino, a toupeira, a raposa e o cavalo",Charlie Mackesy ; trad. Lucília Filipe,"Lisboa : Suma de Letras, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Charlie Mackesy , trad. Lucília Filipe
61,Caça-olhares,"Marina Núñez, Avi Ofer ; trad. Elisabete Ramos","Matosinhos : Kalandraka, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,"Marina Núñez, Avi Ofer ", trad. Elisabete Ramos
62,Oliver Button é uma menina,Tomie de Paola ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Tomie de Paola , trad. Carla Maia de Almeida
63,Será o mar o meu lugar?,Sarah Roberts ; il. Hannah Peck ; trad. José Pires,"Amadora : Booksmile, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Sarah Roberts , il. Hannah Peck ; trad. José Pires
64,Às escuras,Halil Bárcena ; il. Laura Borràs Dalmau ; trad. Catarina Sacramento,"[S.l.] : Akiara Books, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Halil Bárcena , il. Laura Borràs Dalmau ; trad. Catarina Sacramento
65,Debaixo das pedras,Arianna Squilloni ; il. Laia Doménech ; trad. Maria João Moreno,"Barcelona : Akiara Books, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Arianna Squilloni , il. Laia Doménech ; trad. Maria João Moreno
66,Llueves ou haces sol?,texto Mireia Vidal ; il. Anna Font,"Barcelona : Akiara Books, 2019",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto Mireia Vidal , il. Anna Font
67,Choves ou fazes sol?,texto Mireia Vidal ; il. Anna Font ; trad. Maria João Moreno,"Barcelona : Akiara Books, 2019",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto Mireia Vidal , il. Anna Font ; trad. Maria João Moreno
68,Tenho um tanque de brincar,um poema de Pere Martí i Bertran ; il. de Núria Tomàs Mayolas ; trad. Maria João Moreno,"Barcelona : Akiara Books, 2019",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,um poema de Pere Martí i Bertran , il. de Núria Tomàs Mayolas ; trad. Maria João Moreno
69,O pequeno guerreiro,Ricardo Alcántara ; il. Gusti ; trad. Elisabete Ramos  ,"Matosinhos : Kalandraka, 2020",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Ricardo Alcántara , il. Gusti ; trad. Elisabete Ramos  
70,El camino,Mário Satz ; il. Yara Kono,"Barcelona : Akiara Books, 2019",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Mário Satz , il. Yara Kono
71,101 Histórias do tio Julião para fazer oó,Júlio Isidro ; il. de Inês do Carmo,"Barcarena : Marcador, 2019",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Júlio Isidro , il. de Inês do Carmo
72,"Irmã, ouves o azul profundo do mar?",texto de Gilda Nunes Barata ; il. de José Manuel Saraiva,"Porto : Livraria Lello, 2018",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto de Gilda Nunes Barata , il. de José Manuel Saraiva
73,De dónde vienen las ideas?,texto de Jordi Amenós ; il. de Albert Arrayás,"Barcelona : Akiara Books, 2018",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,texto de Jordi Amenós , il. de Albert Arrayás
74,Parco,Alex Nogués & Guridi,"Barcelona : Akiara books, 2018",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Alex Nogués & Guridi,
75,Ovo,Amir-Alexandros Afendras,"[S.l.] : Majericon, 2018",4,2021 - 1.o Sem.,6 - 8 anos,Literatura,Amir-Alexandros Afendras,
