,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
13,Ave rara!,texto e il. Rocio Bonilla ; trad. Carla Maia de Almeida,"Barcarena : Jacarandá, 2022",1,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Rocio Bonilla , trad. Carla Maia de Almeida
14,O menino que queria ver a baleia-azul a passar nos Açores,Isabel Mateus ; il.Filipe Gomes,ISBN: 978-989-53292-1-2,1,2022 - 1.o Sem.,6 - 8 anos,Literatura,Isabel Mateus , il.Filipe Gomes
15,Que planeta é este?,Eduarda Lima,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,6 - 8 anos,Literatura,Eduarda Lima,
16,Isto não é,Marco Taylor,"[S.l. : s.n.], 2022",1,2022 - 1.o Sem.,6 - 8 anos,Literatura,Marco Taylor,
17,GGG : o grande gigante gentil,Roald Dahl ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2022",1,2022 - 1.o Sem.,6 - 8 anos,Literatura,Roald Dahl , trad. Susana Ferreira e Bárbara Soares
18,Jugamos al escondite,Verónica Fabregat,"Barcelona : Akiara books, 2022",1,2022 - 1.o Sem.,6 - 8 anos,Literatura,Verónica Fabregat,
19,Quando eu for grande,texto e il. Ella Bailey ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Ella Bailey , trad. Rui Lopes
20,Toi toi toi,Catarina Sobral,"Lisboa : Orfeu Negro, 2022",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Catarina Sobral,
21,O rapaz e o gorila,Jackie Azuá Kramer ; il. Cindy Derby ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2022",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Jackie Azuá Kramer , il. Cindy Derby ; trad. Rui Lopes
22,O primeiro dia,Henrique Coser Moreira,"Carcavelos : Planeta Tangerina, 2022",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Henrique Coser Moreira,
23,A luva vermelha,texto e il. Francesca Pirrone ; trad. Edições Almedina,ISBN: 978-989-90-2782-4,2,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Francesca Pirrone , trad. Edições Almedina
24,Como se fazem amigos?,Tom Percival ; trad. Maria Mota,"Barcarena : Jacarandá, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Tom Percival , trad. Maria Mota
25,A minha árvore secreta,David Pintor ; trad. Madalena Escourido,"Alfragide : Caminho, 2022",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,David Pintor , trad. Madalena Escourido
26,Al otro lado,Cristina Falcón Maldonado ; il. Mariona Cabassa,"Barcelona : Akiara Books, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Cristina Falcón Maldonado , il. Mariona Cabassa
27,Os donos do recreio,Joseph Kuefler ; trad. Teresa Mouzinho,"Lisboa : Bizâncio, D.L.2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Joseph Kuefler , trad. Teresa Mouzinho
28,Uma pedra cai do céu,Jon Klassen ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Jon Klassen , trad. Rui Lopes
29,A verdade sobre os avós,texto e il. Elina Ellis ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Elina Ellis , trad. Susana Cardoso Ferreira
30,Mia e o balão,Komako Sakai ; trad. Miguel Silva,"Lisboa : Livros Horizonte, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Komako Sakai , trad. Miguel Silva
31,O grande salto,Núria Parera ; il. Carolina Luzón ; trad.Catarina Sacramento,"Barcelona : Akiara Books, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Núria Parera , il. Carolina Luzón ; trad.Catarina Sacramento
32,O anjo com barbas,Alice Vieira,"Alfragide : Caminho, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Alice Vieira,
33,Há um monstro debaixo da cama ; Há um monstro em cima da cama,Luís Leal Miranda ; il. Christina Casnellie,"Alfragide : Caminho, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Luís Leal Miranda , il. Christina Casnellie
34,Talvez um cão,texto Isabel Peixeiro ; il. Palo Galindro,"[S.l.] : The Poets and Dragons Society, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto Isabel Peixeiro , il. Palo Galindro
35,Espreita pela janela,Katerina Gorelik ; trad. Jorge Serafim,ISBN: 978-989-53146-4-5,2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Katerina Gorelik , trad. Jorge Serafim
36,"Tanto, tanto!",texto Trish Cooke ; il. Helen Oxenbury ; trad. Ana Sofia Paiva,"[S.l.] : The Poets and Dragons Society, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto Trish Cooke , il. Helen Oxenbury ; trad. Ana Sofia Paiva
37,O elefante da dona Bibi,texto e il. Reza Dalvand ; trad. Susana Cardoso Ferreira  ,"Amadora : Fábula, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto e il. Reza Dalvand , trad. Susana Cardoso Ferreira  
38,Jean Moulin : a sombra não apaga cor,texto João Paulo Cotrim ; il. Tiago Albuquerque,"Lisboa : APCC - Associação para a Promoção Cultural da Criança, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,texto João Paulo Cotrim , il. Tiago Albuquerque
39,Do outro lado,Cristina Falcón Maldonado ; il. Mariona Cabassa ; trad. Catarina Sacramento,"Barcelona : Akiara Books, 2021",2,2022 - 1.o Sem.,6 - 8 anos,Literatura,Cristina Falcón Maldonado , il. Mariona Cabassa ; trad. Catarina Sacramento
40,O porquinho de Natal,J. K. Rowling ; il. Jim Field ; trad. de P. Vieira,"Barcarena : Presença, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,J. K. Rowling , il. Jim Field ; trad. de P. Vieira
41,Magia e natureza : o meu livro de histórias,Matilde de Oliveira ; il. de Olga Neves,"Lisboa : Flamingo, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Matilde de Oliveira , il. de Olga Neves
42,Os cinco mais feiosos,Julia Donaldson ; il. Axel Scheffler ; trad. Editorial Presença,"Barcarena : Jacarandá, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Julia Donaldson , il. Axel Scheffler ; trad. Editorial Presença
43,"O meu urso grande, o meu urso pequeno e eu",Margarita Del Mazo ; il. Rocio Bonilla,"Barcarena : Jacarandá, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Margarita Del Mazo , il. Rocio Bonilla
44,Não quero ir à escola!,Stéphanie Blake ; trad. Catarina Florindo,"Lisboa : Jacarandá, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Stéphanie Blake , trad. Catarina Florindo
45,El grand salto,Núria Parera ; il. Carolina Luzón,"Barcelona : Akiara Books, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Núria Parera , il. Carolina Luzón
46,Tancho,Luciano Lozano ; trad. Catarina Sacramento,"Barcelona : Akiara Books, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Luciano Lozano , trad. Catarina Sacramento
47,Os Mumins e a grande cheia,Tove Jansson ; trad. Maria Eduarda Cardoso,ISBN: 978-989-783-146-1,3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Tove Jansson , trad. Maria Eduarda Cardoso
48,"Obrigado, Miyuki!","Roxane Marie Galliez, Seng Soun Ratanavanh ; trad. Joana Cabral","Lisboa : Orfeu Negro, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,"Roxane Marie Galliez, Seng Soun Ratanavanh ", trad. Joana Cabral
49,Frederico e a planta maravilhosa,Sara Albuquerque ; il. Ricardo Roque,"Évora : Caminho das Palavras, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Sara Albuquerque , il. Ricardo Roque
50,O que eu faço... com o pai! ; O que eu faço... com a mãe!,"Amélie Antoine, Isabelle Maroger ; trad. Carla Maia da Almeida","Lisboa : Jacarandá, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,"Amélie Antoine, Isabelle Maroger ", trad. Carla Maia da Almeida
51,Quando és um macaco,"Loredana Baldinucci, Fabio Sardo","Lisboa : Jacarandá, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,"Loredana Baldinucci, Fabio Sardo",
52,Bethany e a besta,Jack Meggitt-Phillips ; il. por Isabelle Follath ; trad. Maria de Fátima Carmo,"Lisboa : Nuvem de Letras, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Jack Meggitt-Phillips , il. por Isabelle Follath ; trad. Maria de Fátima Carmo
53,Nimbus e o enigma da música desaparecida,Ana Luísa Pleno Rajão ; il. Gabriela Sotto Mayor,"Porto : Trinta por uma Linha, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Ana Luísa Pleno Rajão , il. Gabriela Sotto Mayor
54,Lobo!,Stéphanie Blake ; trad. Catarina Florindo,"Lisboa : Jacarandá, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Stéphanie Blake , trad. Catarina Florindo
55,Tancho,Luciano Lozano ; trad. Catarina Sacramento,"Barcelona : Akiara Books, 2021",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Luciano Lozano , trad. Catarina Sacramento
56,Enciclopédia dos sentimentos,"Felicity Brooks, Frankie Allen ; il. Mar Ferrero","Barcarena : Jacarandá, 2020",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,"Felicity Brooks, Frankie Allen ", il. Mar Ferrero
57,Abraças-me?, João Borges de Oliveira ; il. Sérgio Condeço ; pref. Catarina Furtado,ISBN: 978-989-8888-91-4,3,2022 - 1.o Sem.,6 - 8 anos,Literatura, João Borges de Oliveira , il. Sérgio Condeço ; pref. Catarina Furtado
58,A galinha churra,Xan López Domínguez ; trad. João Manuel Ribeiro,"[S.l.] : Trinta por uma Linha, 2020",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Xan López Domínguez , trad. João Manuel Ribeiro
59,Os donos do recreio,Joseph Kuefler ; trad. Teresa Mouzinho,"Lisboa : Bizâncio, 2020",3,2022 - 1.o Sem.,6 - 8 anos,Literatura,Joseph Kuefler , trad. Teresa Mouzinho
60,Minimini,Adolfo Ricardo ; il. Yara Kono,"Lisboa : Associação para a Promoção Cultural da Criança, 2019",4,2022 - 1.o Sem.,6 - 8 anos,Literatura,Adolfo Ricardo , il. Yara Kono
61,O feiticeiro de Oz,L. Frank Baum ; il. W.W. Denslow ; trad. Ana Maria Chaves e Maria da Luz Rodrigues,"Porto : Livraria Lello, 2019",4,2022 - 1.o Sem.,6 - 8 anos,Literatura,L. Frank Baum , il. W.W. Denslow ; trad. Ana Maria Chaves e Maria da Luz Rodrigues
62,Histórias magnéticas [ Registo sonoro ],Sérgio Pelágio e Isabel Gaivão,"Santarém : Produções Real Pelágio ; Lisboa : BOCA, 2018",4,2022 - 1.o Sem.,6 - 8 anos,Literatura,Sérgio Pelágio e Isabel Gaivão,
63,"Tresmalhados mééé [ Registo sonoro ] : um conto de aventuras, outro de amor (partido em dois) e o último é de terror... auditivo : audiolivro",Maria Morais ; narração Carlos Marques e Maria Morais,ISBN: 978-989-8421-20-3,4,2022 - 1.o Sem.,6 - 8 anos,Literatura,Maria Morais , narração Carlos Marques e Maria Morais
64,A alegria de gostar [ Registo sonoro ] : [audiolivro],Jairo Aníbal Niño ; narração Changuito e Oriana Alves,ISBN: 989-95263-0-4,4,2022 - 1.o Sem.,6 - 8 anos,Literatura,Jairo Aníbal Niño , narração Changuito e Oriana Alves
