,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,Chiu! temos um plano,Chris Haughton ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2021",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Chris Haughton , trad. Maria Afonso
1,Não faz mal ser diferente,Todd Parr ; trad. Andrea Alves Silva,"Lisboa : Zero a Oito, 2020",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Todd Parr , trad. Andrea Alves Silva
2,O livro da bondade,Todd Parr ; trad. Catarina Ferreira,"Lisboa : Zero a Oito, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Todd Parr , trad. Catarina Ferreira
3,As mãos e os livros,Isabel Minhós Martins ; il. Madalena Matoso,"Carcavelos : Planeta Tangerina, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Isabel Minhós Martins , il. Madalena Matoso
4,"Gaspar, o dedo diferente",Ana Luísa Amaral ; il. Chico Bolila,"Porto : Zero a Oito, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Ana Luísa Amaral , il. Chico Bolila
5,Não faz mal ser diferente,Todd Parr ; trad. Andrea Alves Silva,"Lisboa : Zero a Oito, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Todd Parr , trad. Andrea Alves Silva
6,Para lá do oceano,Taro Gomi ; trad. Nuno Quintas,"Lisboa : Orfeu Negro, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Taro Gomi , trad. Nuno Quintas
7,Círculo,Mac Barnett & Jon Klassen ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Mac Barnett & Jon Klassen , trad. Rui Lopes
8,Jim curioso : viagem através da selva,Mathias Picard ; trad. Miguel Nunes,ISBN: 978-989-8513-99-1,1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Mathias Picard , trad. Miguel Nunes
9,Ilumina,texto e il. Rita Correia,"[S.l.] : R. C., 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,texto e il. Rita Correia,
10,"Hei, big bang! : (Ninguém disse que era fácil)","Isabel Minhós Martins, Bernardo P. Carvalho","Carcavelos : Planeta Tangerina, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,"Isabel Minhós Martins, Bernardo P. Carvalho",
11,Ao longo da longa estrada,Frank Viva ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Frank Viva , trad. Rui Lopes
12,As três finórias e outras histórias,António Torrado ; il. Maria João Lopes,"Alfragide : Asa, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,António Torrado , il. Maria João Lopes
13,Histórias da mamã ursa, texto e il. Kitty Crowther ; trad. Maria Afonso,Lisboa : Orfeu Negro 2019,1,2019 - 2.o Sem.,6 - 8 anos,Literatura, texto e il. Kitty Crowther , trad. Maria Afonso
14,Grande,André Ducci,ISBN: 978-989-8513-14-4,1,2019 - 2.o Sem.,6 - 8 anos,Literatura,André Ducci,
15,Avó de coração,Cristina Taquelim ; il. Mafalda Milhões,"Lisboa : Zero a Oito, 2019",1,2019 - 2.o Sem.,6 - 8 anos,Literatura,Cristina Taquelim , il. Mafalda Milhões
