,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
12,O que vêem as estrelas?,Nuno Camarneiro ; il. Helder Teixeira Peleja,ISBN: 978-989-9027-31-2,1,2021 - 2.o Sem.,9 - 11 anos,Literatura,Nuno Camarneiro , il. Helder Teixeira Peleja
13,O corcunda de Notre-Dame,Victor Hugo ; il. Gonçalo Mar ; trad. Joana Cabral,ISBN: 978-972-0-03314-7,1,2021 - 2.o Sem.,9 - 11 anos,Literatura,Victor Hugo , il. Gonçalo Mar ; trad. Joana Cabral
14,Podia ser pior,Einat Tsarfati ; trad. Liba Mucznik,"Amadora : Fábula, 2021",1,2021 - 2.o Sem.,9 - 11 anos,Literatura,Einat Tsarfati , trad. Liba Mucznik
15,A melhor forma,Naomi Jones e James Jones ; trad. Margarida Filipe  ,"Lisboa : Bertrand, 2021",1,2021 - 2.o Sem.,9 - 11 anos,Literatura,Naomi Jones e James Jones , trad. Margarida Filipe  
16,Juntos,texto de Marianne Laidlaw ; il. Luke Adam Hawker ; trad. Valter Hugo Mãe,"Porto : Porto Ed., 2021",1,2021 - 2.o Sem.,9 - 11 anos,Literatura,texto de Marianne Laidlaw , il. Luke Adam Hawker ; trad. Valter Hugo Mãe
17,Contar histórias com a avó ao colo,Maria Celestina Fernandes... [et al.] ; il. Tânia Clímaco,ISBN: 978-989-8468-03-1,1,2021 - 2.o Sem.,9 - 11 anos,Literatura,Maria Celestina Fernandes... [et al.] , il. Tânia Clímaco
18,A Eneida de Virgílio adaptada para jovens,por Carlos Ascenso André ; il. Daniel Silvestre da Silva,"Lisboa : Quetzal, 2021",1,2021 - 2.o Sem.,9 - 11 anos,Literatura,por Carlos Ascenso André , il. Daniel Silvestre da Silva
19,Issun Bôshi : o polegarzinho,texto e il. Icinori ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2021",1,2021 - 2.o Sem.,9 - 11 anos,Literatura,texto e il. Icinori , trad. Maria Afonso
20,Era uma vez (e muitas outras serão),Johanna Schaible  ; trad. Isabel Minhós Martins e Mariana Vale,"Carcavelos : Planeta Tangerina, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Johanna Schaible  , trad. Isabel Minhós Martins e Mariana Vale
21,O príncipe nabo,Ilse Losa ; il. Helder Teixeira Peleja,"Porto : Porto Ed., 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Ilse Losa , il. Helder Teixeira Peleja
22,"O urso, o piano e o concerto da pequena ursa",David Litchfield ; trad. Luísa Costa Gomes,"Amadora : Fábula, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,David Litchfield , trad. Luísa Costa Gomes
23,Os peixes que fugiram da história,Maria João Freitas ; il. Mariana Rio,"[S.l.] : Pato Lógico, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Maria João Freitas , il. Mariana Rio
24,A árvore em mim,Corina Luyken ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Corina Luyken , trad. Susana Cardoso Ferreira
25,Raízes negras : pessoas negras admiráveis que lutaram pelos seus sonhos e mudaram o mundo,Lúcia Vicente ; il. Gilda Barros,"Lisboa : Nuvem de Tinta, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Lúcia Vicente , il. Gilda Barros
26,Dois anos de férias,Júlio Verne ; trad. de Cristiana Neves,"Porto : Porto Ed., 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Júlio Verne , trad. de Cristiana Neves
27,Tudo é possível,Kobi Yamada ; il. Gabriella Barouch ; trad. Zero a Oito,"Lisboa : Zero a Oito, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Kobi Yamada , il. Gabriella Barouch ; trad. Zero a Oito
28,A mentira,"Catherine Grive, Frédérique Bertrand ; trad. Rita Guerra","Lisboa : Livros Horizonte, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,"Catherine Grive, Frédérique Bertrand ", trad. Rita Guerra
29,Lea e o elefante,Kim Sena ; trad. Joana Barata,"[S.l.] : Baduga, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Kim Sena , trad. Joana Barata
30,Os filhos do rei pequenino e da grande rainha,"texto, il. Taro Miura ; trad. Ana Mesquita Guimarães","[S.l.] : The Poets and Dragons Society, 2021",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,"texto, il. Taro Miura ", trad. Ana Mesquita Guimarães
31,Ema e a estrela carente,Sérgio Almeida ; il. Carla Monteiro,"Rio Tinto : Mosaico de Palavras, 2020",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Sérgio Almeida , il. Carla Monteiro
32,Matilde e a cidade das portas mágicas,Patrícia Furtado,"Lisboa : Nuvem de Letras, 2020",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Patrícia Furtado,
33,A lenda do livro dos segredos,Mafalda Moutinho ; il. Umberto Stagni,"Alfragide : Dom Quixote, 2020",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Mafalda Moutinho , il. Umberto Stagni
34,Teresa : a vaca que voa,Alfredo Behrens ; il. Diego Ingold ; trad. Luli Delgado,ISBN: 978-989-9015-31-9,2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Alfredo Behrens , il. Diego Ingold ; trad. Luli Delgado
35,O Salvador : perde o medo da água,Vanessa Martins ; il. Pedro Nunes,"[S.l.] : Federação Portuguesa de Natação, 2019",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Vanessa Martins , il. Pedro Nunes
36,Sandokan e os piratas da Malásia,Emilio Salgari ; trad. J. Teixeira Aguilar,"Alfragide : Oficina do Livo, 2018",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,Emilio Salgari , trad. J. Teixeira Aguilar
37,A história de João Gala-Gala,"Pedro Pereira Lopes, Chico António ; il. Luís Cardoso","Lisboa : Empresa Municipal de Mobilidade e Estacionamento de Lisboa, 2016",2,2021 - 2.o Sem.,9 - 11 anos,Literatura,"Pedro Pereira Lopes, Chico António ", il. Luís Cardoso
