,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,Alice no país das maravilhas,Lewis Carroll ; trad. Maria Filomena Duarte,"Porto : Porto Ed., 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Lewis Carroll , trad. Maria Filomena Duarte
1,Veloz como o vento,Gine Victor ; trad. Herberto Helder,"Lisboa : Ponto de Fuga, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Gine Victor , trad. Herberto Helder
2,O menino eterno,"José Jorge Letria, Danuta Wojciechowska","Alfragide : Dom Quixote,  2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,"José Jorge Letria, Danuta Wojciechowska",
3,As mãos e os livros,Isabel Minhós Martins ; il. Madalena Matoso,"Carcavelos : Planeta Tangerina, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Isabel Minhós Martins , il. Madalena Matoso
4,A teia de Carlota,E. B. White ; il. Garth Williams ; trad. Carla Maia de Almeida,"Amadora : Fábula, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,E. B. White , il. Garth Williams ; trad. Carla Maia de Almeida
5,Jim curioso : viagem através da selva,Mathias Picard ; trad. Miguel Nunes,ISBN: 978-989-8513-99-1,1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Mathias Picard , trad. Miguel Nunes
6,"Uma girafa reticulada, uma zebra bem riscada e uma grande caminhada","Manuela Castro Neves, Madalena Matoso",ISBN: 978-972-21-2979-4,1,2019 - 2.o Sem.,9 - 11 anos,Literatura,"Manuela Castro Neves, Madalena Matoso",
7,Um milhão de rebuçados,Inês Fonseca Santos ; il. Marta Monteiro,"[S.l.] : Pato Lógico, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Inês Fonseca Santos , il. Marta Monteiro
8,Estamos todos na sarjeta com João e Rui,Maurice Sendak ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Maurice Sendak , trad. Carla Maia de Almeida
9,As três finórias e outras histórias,António Torrado ; il. Maria João Lopes,"Alfragide : Asa, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,António Torrado , il. Maria João Lopes
10,Grande,André Ducci,ISBN: 978-989-8513-14-4,1,2019 - 2.o Sem.,9 - 11 anos,Literatura,André Ducci,
11,Depois,Morris Gleitzman ; trad. Dulce Afonso,"Amadora : Fábula, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Morris Gleitzman , trad. Dulce Afonso
12,Avó de coração,Cristina Taquelim ; il. Mafalda Milhões,"Lisboa : Zero a Oito, 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,Cristina Taquelim , il. Mafalda Milhões
13,Koiza,David Walliams ; il. Tony Ross ; trad. Rita Amaral,"Porto : Porto Ed., 2019",1,2019 - 2.o Sem.,9 - 11 anos,Literatura,David Walliams , il. Tony Ross ; trad. Rita Amaral
