,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
10,"O gato, o Ankou e o Maori",Michel Rio ; il. Marie Belorgey ; trad. Joana Cabral,"Amadora : Elsinore, 2018",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Michel Rio , il. Marie Belorgey ; trad. Joana Cabral
11,O livro do pó,Philip Pullman ; il. por Chris Wormell ; trad. de Rosário Monteiro,"Barcarena : Presença, 2018-",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Philip Pullman , il. por Chris Wormell ; trad. de Rosário Monteiro
12,A carruagem dos órfãos,Pam Jenoff ; trad. de Ana Saldanha,"Barcarena : Presença, 2018",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Pam Jenoff , trad. de Ana Saldanha
13,Civilização e outros contos,Eça de Queirós ; pref. de Maria do Rosário Pedreira,"Amadora : Fábula, 2018",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Eça de Queirós , pref. de Maria do Rosário Pedreira
14,Wonderstruck : o museu das maravilhas,Brian Selznick ; trad. Luís Rodrigues dos Santos,"Alfragide : Asa II, 2018",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Brian Selznick , trad. Luís Rodrigues dos Santos
15,Sensibilidade e bom senso,Jane Austen ; trad. de Mário Dias Correia,"Lisboa : Bertrand, 2017",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jane Austen , trad. de Mário Dias Correia
16,A contraluz,Rachel Cusk ; trad. Ana Matoso,"Lisboa : Quetzal, 2017",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Rachel Cusk , trad. Ana Matoso
17,Wonder : encantador,R. J. Palacio ; trad. Leonor Marques,"Alfragide : ASA II, 2017",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,R. J. Palacio , trad. Leonor Marques
18,A minha prima Rachel,Daphne du Maurier ; trad. de Manuela Madureira,"Lisboa : Presença, 2017",1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Daphne du Maurier , trad. de Manuela Madureira
19,Jack e Alice ; Amor e amizade,"Jane Austen ; trad. de Frederico Pedreira, Inês Dias",ISBN: 978-989-641-779-6,1,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jane Austen ," trad. de Frederico Pedreira, Inês Dias"
20,Lord Jim,Joseph Conrad ; trad. Alda Rodrigues,ISBN: 978-989-641-777-2,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Joseph Conrad , trad. Alda Rodrigues
21,Orgulho e preconceito,Jane Austen ; trad. Diogo Ourique,"Lisboa : Guerra e Paz, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jane Austen , trad. Diogo Ourique
22,Rebeldia,Cristina Carvalho,"Lisboa : Planeta, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Cristina Carvalho,
23,Passageiros em trânsito : novos contos para viajar,José Eduardo Agualusa,"Lisboa : Quetzal, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa,
24,Livrarias,Jorge Carrión ; trad. Margarida Amado Acosta,"Lisboa : Quetzal, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jorge Carrión , trad. Margarida Amado Acosta
25,A festa das bruxas,Agatha Christie ; trad. John Almeida,"Alfragide : Asa II, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Agatha Christie , trad. John Almeida
26,Vinte mil léguas submarinas,"Júlio Verne ; trad., notas e posf. Carlos Correia Monteiro de Oliveira ; il. Alphonse de Neuville",ISBN: 978-989-641-695-9,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Júlio Verne ," trad., notas e posf. Carlos Correia Monteiro de Oliveira ; il. Alphonse de Neuville"
27,O apelo selvagem,Jack London ; trad. Rui Guedes da Silva,"Lisboa : Bertrand, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jack London , trad. Rui Guedes da Silva
28,Esconder-se num canto do mundo,Jimmy Liao ; trad. Ana M. Noronha e Domenica Ignomeriello,"Matosinhos : Kalandraka, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jimmy Liao , trad. Ana M. Noronha e Domenica Ignomeriello
29,A princesa de Clèves,Madame de Lafayette ; trad. e notas de João Moita,ISBN: 978-989-641-800-7,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Madame de Lafayette , trad. e notas de João Moita
30,Um dia,Morris Gleitzman ; trad. Dulce Afonso,"Amadora : Fábula, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Morris Gleitzman , trad. Dulce Afonso
31,O livro de Emma Reyes : memória por correspondência,trad. de Margarida Amado Acosta,"Lisboa : Quetzal, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,trad. de Margarida Amado Acosta,
32,Dias úteis,Patrícia Portela,ISBN: 978-972-21-2865-0,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Patrícia Portela,
33,A terra de Ana,Jostein Gaarder ; trad. de João Cardoso,"Barcarena : Presença, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jostein Gaarder , trad. de João Cardoso
34,O Ateneu,versão de Marcello Quintanilha,ISBN: 978-989-8513-73-1,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,versão de Marcello Quintanilha,
35,Frida,texto Sébastien Perez ; il. Benjamin Lacombe ; trad. Ana M. Noronha,ISBN: 978-989-749-079-8,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,texto Sébastien Perez , il. Benjamin Lacombe ; trad. Ana M. Noronha
36,A noite,Manuel António Pina ; il. Abigail Ascenso,"Porto : Assírio & Alvim, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Manuel António Pina , il. Abigail Ascenso
37,A morgadinha dos Canaviais : crónica da aldeia,Júlio Dinis,"Lisboa : Guerra e Paz, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Júlio Dinis,
38,Sinais de fogo,Jorge de Sena,"Porto : Livros do Brasil, 2017",2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Jorge de Sena,
39,Drácula,Bram Stoker ; trad. e notas de Ana Falcão Bastos e Cláudia Brito,ISBN: 978-989-641-773-4,2,2018 - 1.º Sem.,15 - 18 anos,Literatura,Bram Stoker , trad. e notas de Ana Falcão Bastos e Cláudia Brito
40,Hoje estarás comigo no paraíso,Bruno Vieira Amaral,"Lisboa : Quetzal, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Bruno Vieira Amaral,
41,O prodígio,Emma Donoghue ; trad. Cláudia Ramos,"Porto : Porto Ed., 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Emma Donoghue , trad. Cláudia Ramos
42,O sol também é uma estrela,Nicola Yoon ; trad. Maria Fraústo,"Barcarena : Presença, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Nicola Yoon , trad. Maria Fraústo
43,O fim da história,Luis Sepúlveda ; trad. de Helena Pitta,"Porto : Porto Ed., imp. 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Luis Sepúlveda , trad. de Helena Pitta
44,Os loucos da rua Mazur,João Pinto Coelho,"Alfragide : Leya, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,João Pinto Coelho,
45,A Porta e outras ficções,Fernando Pessoa ; ed. e trad. Ana Maria Freitas,"Porto : Assírio & Alvim, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Fernando Pessoa , ed. e trad. Ana Maria Freitas
46,Novelas policiárias : uma antologia,"Fernando Pessoa ; ed. Ana Maria Freitas, Fernando Cabral Martins","Porto : Assírio & Alvim, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Fernando Pessoa ," ed. Ana Maria Freitas, Fernando Cabral Martins"
47,A volta ao mundo em 80 dias,Júlio verne ; trad. do francês e pref. Tiago Marques,"Amadora : Fábula, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Júlio verne , trad. do francês e pref. Tiago Marques
48,"Uma esperança mais forte do que o mar : a extraordinária história de amor, perda e sobrevivência de uma refugiada","Melissa Fleming ; pref. Rui Marques ; trad. Ana Maria Chaves, Márcia Montenegro, Maria da Luz Rodrigues","Porto : Porto Ed., 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Melissa Fleming ," pref. Rui Marques ; trad. Ana Maria Chaves, Márcia Montenegro, Maria da Luz Rodrigues"
49,Mil vezes adeus,John Green ; trad. Ana Saldanha,"Alfragide : Asa II, 2017",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,John Green , trad. Ana Saldanha
50,O dia em que o mar voltou : [um novo romance musical],Miguel Gizzas,"Lisboa : Gradiva, 2016",3,2018 - 1.º Sem.,15 - 18 anos,Literatura,Miguel Gizzas,
