,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,O menino que queria ver a baleia-azul a passar nos Açores,Isabel Mateus ; il.Filipe Gomes,ISBN: 978-989-53292-1-2,1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Isabel Mateus , il.Filipe Gomes
1,A minha família,António Mota ; il. David Penela,"Alfragide : ASA, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,António Mota , il. David Penela
2,O príncipe com orelhas de burro : e outras histórias,António Torrado ; il. de Maria João Lopes,"Alfragide : ASA II, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,António Torrado , il. de Maria João Lopes
3,Toi toi toi,Catarina Sobral,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Catarina Sobral,
4,Isto não é,Marco Taylor,"[S.l. : s.n.], 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Marco Taylor,
5,O rapaz e o gorila,Jackie Azuá Kramer ; il. Cindy Derby ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Jackie Azuá Kramer , il. Cindy Derby ; trad. Rui Lopes
6,Que planeta é este?,Eduarda Lima,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Eduarda Lima,
7,Peanut Jones e a cidade ilustrada,escrito e il. Rob Biddulph ; trad. Susana Ferreira Cardoso,"Alfragide : Oficina do Livro, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,escrito e il. Rob Biddulph , trad. Susana Ferreira Cardoso
8,Nem te digo só te conto,João Manuel Ribeiro ; il. Bolota,"Porto : Trinta Por Uma Linha, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,João Manuel Ribeiro , il. Bolota
9,Os reis do mar,David Machado ; il. Alex Gozblau,"Alfragide : Caminho, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,David Machado , il. Alex Gozblau
10,Colas de sueños,"Rita Sineiro, Laia Doménech","Barcelona : Kiara Books, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,"Rita Sineiro, Laia Doménech",
11,A amizade bate à porta,Sidónio Muralha ; il. Gabriela Sotto Mayor,"Porto : Tinta Por Uma Linha, D.L. 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Sidónio Muralha , il. Gabriela Sotto Mayor
12,O quiosque,Anete Melece ; trad. do espanhol João Berhan,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Anete Melece , trad. do espanhol João Berhan
13,O filho da feiticeira,Kelly Barnhill ; trad. Dinis Pires,ISBN: 978-989-9027-84-8,1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Kelly Barnhill , trad. Dinis Pires
14,GGG : o grande gigante gentil,Roald Dahl ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,Roald Dahl , trad. Susana Ferreira e Bárbara Soares
15,Filas de sonhos,"Rita Sineiro, Laia Doménech","Barcelona : Kiara Books, 2022",1,2022 - 1.o Sem.,9 - 11 anos,Literatura,"Rita Sineiro, Laia Doménech",
