,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
31,Oliver Twist,Charles Dickens ; pref. de G.K. Chesterton ; trad. Mário Domingues ; il. Gorge Cruikshank,"Silveira : E-Primatur, 2017",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,Charles Dickens , pref. de G.K. Chesterton ; trad. Mário Domingues ; il. Gorge Cruikshank
32,Obras completas de Luiz Vaz de Camões,"org., introd., notas Maria Vitalina Leal de Matos","Silveira : E-Primatur, 2017-2020",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,"org., introd., notas Maria Vitalina Leal de Matos",
33,Um dia diferente,John Steinbeck ; trad. João Belchior Viegas,"Porto : Livros do Brasil, 2017",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,John Steinbeck , trad. João Belchior Viegas
34,O som e a fúria,William Faulkner ; trad. de Ana Maria Chaves ; pref. de Rui Vieira Nery,"Lisboa : Leya, 2017",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,William Faulkner , trad. de Ana Maria Chaves ; pref. de Rui Vieira Nery
35,A feira dos assombrados e outras estórias verdadeiras e inverosímeis,José Eduardo Agualusa,"Lisboa : Quetzal, 2017",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa,
36,O fator humano,Graham Greene ; pref. de Salvato Teles de Menezes ; trad. Maria João Freire de Andrade,ISBN: 978-989-66-0417-2,2,2018 - 2.º Sem.,15 - 18 anos,Literatura,Graham Greene , pref. de Salvato Teles de Menezes ; trad. Maria João Freire de Andrade
37,O Deus das moscas : romance,William Golding ; pref. Pedro Mexia ; trad. Manuel Marques,ISBN: 978-972-20-5997-8,2,2018 - 2.º Sem.,15 - 18 anos,Literatura,William Golding , pref. Pedro Mexia ; trad. Manuel Marques
38,Cronovelemas : a arte de morrer longe quando o diabo reza,Mário de Carvalho,"Lisboa : Porto Ed., 2017",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mário de Carvalho,
39,Coração mais que perfeito,Sérgio Godinho,"Lisboa : Quetzal, 2017",2,2018 - 2.º Sem.,15 - 18 anos,Literatura,Sérgio Godinho,
40,"Crónica do Rei Pasmado : scherzo em re(i) maior alegre, mas não demasiado : romance",Gonzalo Torrente Ballester ; pref. Daniel Sampaio ; trad. revista e corrigida António Gonçalves,ISBN: 978-989-66-0407-3,3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Gonzalo Torrente Ballester , pref. Daniel Sampaio ; trad. revista e corrigida António Gonçalves
41,"Um, ninguém e cem mil",Luigi Pirandello ; trad. Margarida Periquito,"Lisboa : Cavalo de Ferro, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Luigi Pirandello , trad. Margarida Periquito
42,Os meninos que enganavam os nazis,Joseph Joffo ; versão portuguesa Ana Cardoso e João Cardoso,"Barcarena : Presença, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Joseph Joffo , versão portuguesa Ana Cardoso e João Cardoso
43,O espírito da ficção científica,Roberto Bolaño ; trad. Cristina Rodriguez e Artur Guerra,"Lisboa : Quetzal, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Roberto Bolaño , trad. Cristina Rodriguez e Artur Guerra
44,Ficção curta completa,H.G. Wells ; trad. Sofia Castro Rodrigues,"Silveira : E-Primatur, 2017-",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,H.G. Wells , trad. Sofia Castro Rodrigues
45,O caminho imperfeito,José Luís Peixoto ; il. Hugo Makarov,"Lisboa : Quetzal, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,José Luís Peixoto , il. Hugo Makarov
46,Moby-Dick,Herman Melville ; trad. Maria João Madeira,"Lisboa : Guerra e Paz, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Herman Melville , trad. Maria João Madeira
47,Com o mar por meio : uma amizade em cartas,"Jorge Amado e José Saramago ; sel., org. e notas Paloma Jorge Amado, Bete Capinan e Ricardo Viel","Lisboa : Companhia das Letras, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Jorge Amado e José Saramago ," sel., org. e notas Paloma Jorge Amado, Bete Capinan e Ricardo Viel"
48,As memórias de Sherlock Holmes,Arthur Conan Doyle ; trad. de Joaquim Machado,"Lisboa : 11x17, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Arthur Conan Doyle , trad. de Joaquim Machado
49,Falcó,Arturo Pérez-Reverte ; trad. por Cristina Rodriguez e Artur Guerra,"Porto : ASA, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Arturo Pérez-Reverte , trad. por Cristina Rodriguez e Artur Guerra
50,Erro extremo,Miguel Tamen,"Lisboa : Tinta-da-China, 2017-",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Miguel Tamen,
51,Como ela morre ; Sopro,Tiago Rodrigues,ISBN: 978-989-8349-53-8,3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Tiago Rodrigues,
52,Bilac vê estrelas,Ruy Castro,"Lisboa : Tinta-da-China, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Ruy Castro,
53,Teatro escolhido,José de Almada Negreiros ; ed. Fernando Cabral Martins e Luis Miguel Gaspar,"Porto : Assírio & Alvim, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,José de Almada Negreiros , ed. Fernando Cabral Martins e Luis Miguel Gaspar
54,Histórias do bom Deus e outros contos,Rainer Maria Rilke ; trad. Maria Gabriela Cardote,"Porto : Livros do Brasil, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Rainer Maria Rilke , trad. Maria Gabriela Cardote
55,Os Maias,Eça de Queirós,"Amadora : Fábula, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Eça de Queirós,
56,Cem anos de solidão : romance,"Gabriel García Márquez ; pref. de Alberto Manguel ; trad. de Margarida Santiago, António Pescada","Alfragide : Leya, D.L. 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Gabriel García Márquez ," pref. de Alberto Manguel ; trad. de Margarida Santiago, António Pescada"
57,Dois irmãos : romance,Milton Hatoum,"Lisboa : Companhia das Letras, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Milton Hatoum,
58,A vida verdadeira de Domingos Xavier : romance,José Luandino Vieira ; pref. Aline Frazão,ISBN: 978-972-21-2802-5,3,2018 - 2.º Sem.,15 - 18 anos,Literatura,José Luandino Vieira , pref. Aline Frazão
59,Também os brancos sabem dançar : um romance musical,Kapaf Epalanga,"Alfragide : Caminho, 2017",3,2018 - 2.º Sem.,15 - 18 anos,Literatura,Kapaf Epalanga,
60,Emília das Neves,Ana Isabel Vasconcelos,ISBN: 978-972-27-2587-3,4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Ana Isabel Vasconcelos,
61,Crónica de Dom João I,"Fernão Lopes ; ed. crítica e notas Teresa Amado ; colab. Ariadne Nunes, Carlota Pimenta e Mário Costa ; introd. Cristina Sobral","Lisboa : Imprensa Nacional-Casa da Moeda, 2017-",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Fernão Lopes ," ed. crítica e notas Teresa Amado ; colab. Ariadne Nunes, Carlota Pimenta e Mário Costa ; introd. Cristina Sobral"
62,Anne das empenas verdes,Lucy M. Montgomery ; trad. Maria Eduarda Cardoso,ISBN: 978-989-641-716-1,4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Lucy M. Montgomery , trad. Maria Eduarda Cardoso
63,Jake Atlas e o túmulo da serpente esmeralda,texto Rob lloyd Jones ; trad. Jorge Lima,"Porto : Gradiva, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,texto Rob lloyd Jones , trad. Jorge Lima
64,E a noite roda,Alexandra Lucas Coelho,"Lisboa : Companhia das Letras, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Alexandra Lucas Coelho,
65,Tenho cinco minutos para contar uma história,Fernando Assis Pacheco ; pref. João Pacheco,"Lisboa : Tinta-da-China, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Fernando Assis Pacheco , pref. João Pacheco
66,O anel dos Löwenskölds,Selma Lagerlöf ; trad. João Reis,"Silveira : E-Primatur, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Selma Lagerlöf , trad. João Reis
67,Gramática da fantasia : introdução à arte de inventar histórias,Gianni Rodari ; trad. Pia Mastrangelo e Elisabete Ramos,"Matosinhos : Factoria K de Livros, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Gianni Rodari , trad. Pia Mastrangelo e Elisabete Ramos
68,As aventuras de Tom Sawyer,Mark Twain ; trad. Miguel Nogueira,"Lisboa : Guerra e Paz, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mark Twain , trad. Miguel Nogueira
69,O cisne e o seu trompete,E. B. White ; il. Fred Marcelino ; trad. Carla Maia de Almeida,"Amadora : Booksmile, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,E. B. White , il. Fred Marcelino ; trad. Carla Maia de Almeida
70,O velho e o gato : uma história de amor,Nils Uddenberg ; trad. Eugénio Santos,"Lisboa : Bertrand, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Nils Uddenberg , trad. Eugénio Santos
71,As coisas que perdemos no fogo,Mariana Enriquez ; trad. Margarida Amado Acosta,"Lisboa : Quetzal, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mariana Enriquez , trad. Margarida Amado Acosta
72,As pupilas do senhor reitor,Júlio Dinis ; coord. Carlos Reis ; introd. e nota bibliogr. Maria do Rosário Cunha,ISBN: 978-972-27-1984-1,4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Júlio Dinis , coord. Carlos Reis ; introd. e nota bibliogr. Maria do Rosário Cunha
73,O regresso de Sherlock Holmes,Arthur Conan Doyle ; trad. de Lígia Junqueira,"Lisboa : 11x17, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Arthur Conan Doyle , trad. de Lígia Junqueira
74,Sermão da sexagésima e sermões da Quaresma,"Padre António Vieira ; dir. José Eduardo Franco, Pedro Calafate ; coord. e introd. Aida Lemos, Micaela Ramon ; anot. Aida Lemos, Micaela Ramon, João Pedro Cambado ; versão e anot. dos textos latinos José Carlos Lopes de Miranda, Madalena Brito","Lisboa : Temas e Debates, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Padre António Vieira ," dir. José Eduardo Franco, Pedro Calafate ; coord. e introd. Aida Lemos, Micaela Ramon ; anot. Aida Lemos, Micaela Ramon, João Pedro Cambado ; versão e anot. dos textos latinos José Carlos Lopes de Miranda, Madalena Brito"
75,Ficção,"Mário-Henrique Leiria ; introd., org. e notas Tania Martuscelli","Silveira : E-Primatur, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mário-Henrique Leiria ," introd., org. e notas Tania Martuscelli"
76,Prometo ouvir a lua,Michael Morpurgo ; trad. Machado dos Santos,"Castro Verde : Simon's Books, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Michael Morpurgo , trad. Machado dos Santos
77,Mulheres viajantes,Sónia Serrano,"Lisboa : Tinta-da-China, 2017",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Sónia Serrano,
78,António Pedro,Rui Pina Coelho,ISBN: 978-972-27-2573-6,4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Rui Pina Coelho,
79,Sevenwaters,Juliet Marillier ; trad. Alice Miranda,"Lisboa : Planeta, 2017-",4,2018 - 2.º Sem.,15 - 18 anos,Literatura,Juliet Marillier , trad. Alice Miranda
80,Literatura-mundo comparada : perspectivas em português,coord. geral Helena Carvalhão Buescu,"Lisboa : Tinta-da-China, 2017-",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,coord. geral Helena Carvalhão Buescu,
81,Reaccionário com dois cês : rabugices sobre os novos puritanos e outros agelastas,Ricardo Arújo Pereira,"Lisboa : Tinta-da-China, 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Ricardo Arújo Pereira,
82,Três histórias desenhadas,José de Almada Negreiros ; introd. Sara Afonso Ferreira,Porto : Assírio & Alvim 2017,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,José de Almada Negreiros , introd. Sara Afonso Ferreira
83,George e o código secreto do universo,Lucy & Stephen Hawking ; il. de Garry Parsons ; trad. de Alberto Gomes,"Barcarena : Presença, 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Lucy & Stephen Hawking , il. de Garry Parsons ; trad. de Alberto Gomes
84,Ivanhoe, Walter Scott ; il. Adolphe Lalauze ; trad. António Vilalva e Hélder Guégués,"Silveira : E-Primatur, 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura, Walter Scott , il. Adolphe Lalauze ; trad. António Vilalva e Hélder Guégués
85,Teatro estático,"Fernando Pessoa ; ed. de Filipa de Freitas, Patrício Ferrari ; colab. de Claudia J. Fischer","Lisboa : Tinta-da-China, 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Fernando Pessoa ," ed. de Filipa de Freitas, Patrício Ferrari ; colab. de Claudia J. Fischer"
86,Jalan jalan : uma leitura do mundo,Afonso Cruz,"Lisboa : Companhia das Letras, 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Afonso Cruz,
87,William Wenton e o puzzle impossível,Bobbie Peers ; trad. Dinis Pires,"Porto : Porto Ed., 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Bobbie Peers , trad. Dinis Pires
88,O poeta faz-se aos 10 anos,Maria Alberta Menéres ; il. Gonçalo Viana,"Porto : Porto Ed., 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Maria Alberta Menéres , il. Gonçalo Viana
89,As viagens de Gulliver : viagens a diversas nações remotas do mundo...,Jonathan Swift ; il. Arthur Rackham ; trad. Frederico Pedreira,"Lisboa : Guerra e Paz, 2017",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Jonathan Swift , il. Arthur Rackham ; trad. Frederico Pedreira
90,Agosto : romance,Rubem Fonseca ; pref. Anabela Mota Ribeiro,ISBN: 978-989-66-0419-6,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Rubem Fonseca , pref. Anabela Mota Ribeiro
91,Nem todas as baleias voam,Afonso Cruz,"Lisboa : Companhia das Letras, 2016",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Afonso Cruz,
92,Poesia de Antero de Quental,ed. crít. Luiz Fagundes Duarte,ISBN: 978-989-8688-40-8,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,ed. crít. Luiz Fagundes Duarte,
93,Capitães da areia : romance,Jorge Amado ; texto integral e definitivo fixado por Paloma Amado e Pedro Costa sob a orientação do autor ; pref. de José Carlos de Vasconcelos,ISBN: 978-972-20-6035-6,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Jorge Amado , texto integral e definitivo fixado por Paloma Amado e Pedro Costa sob a orientação do autor ; pref. de José Carlos de Vasconcelos
94,As naus : romance,António Lobo Antunes ; pref. de Ricardo Araújo Pereira,ISBN: 978-972-20-5995-4,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,António Lobo Antunes , pref. de Ricardo Araújo Pereira
95,Lassie,Eric Knight ; il. Marguerite Kirmse ; trad. Miguel Martins,"Silveira : E-Primatur, 2016",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Eric Knight , il. Marguerite Kirmse ; trad. Miguel Martins
96,Os naufrágios de Camões : romance,Mário Cláudio,"Alfragide : Dom Quixote, 2016",5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mário Cláudio,
97,A praia de noite,Elena Ferrante ; il. Mara Cerri ; trad. de Margarida Periquito,ISBN: 978-989-641-618-8,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Elena Ferrante , il. Mara Cerri ; trad. de Margarida Periquito
98,Jesusalém,Mia Couto ; pref. de Miguel Real,ISBN: 978-972-21-2797-4,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mia Couto , pref. de Miguel Real
99,Fantasia para dois coronéis e uma piscina : cronovelema,Mário de Carvalho ; pref. de Rui Zink,ISBN: 978-989-66-0408-0,5,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mário de Carvalho , pref. de Rui Zink
100,O grande Gatsby : romance,F. Scott Fitzgerald ; pref. António-Pedro Vasconcelos ; org. e trad. Francisco Agarez,ISBN: 978-989-66-0405-9,6,2018 - 2.º Sem.,15 - 18 anos,Literatura,F. Scott Fitzgerald , pref. António-Pedro Vasconcelos ; org. e trad. Francisco Agarez
101,A sombra do vento,Carlos Ruiz Zafón ; trad. Pedro Oliveira,"Lisboa : Planeta, 2016",6,2018 - 2.º Sem.,15 - 18 anos,Literatura,Carlos Ruiz Zafón , trad. Pedro Oliveira
102,Ensaio sobre a cegueira,José Saramago,"Porto : Leya, cop. 2016",6,2018 - 2.º Sem.,15 - 18 anos,Literatura,José Saramago,
103,Mário de Sá Carneiro : obra essencial,planeada por Fernando Passoa ; ed. e org. Vasco Silva,"Silveira : E-Primatur, 2016",6,2018 - 2.º Sem.,15 - 18 anos,Literatura,planeada por Fernando Passoa , ed. e org. Vasco Silva
104,Os Buddenbrook : declínio de uma família,Thomas Mann ; pref. e trad. Gilda Lopes Encarnação,ISBN: 978-972-20-6039-4,6,2018 - 2.º Sem.,15 - 18 anos,Literatura,Thomas Mann , pref. e trad. Gilda Lopes Encarnação
105,A geração da utopia : romance,Pepetela ; pref. Ondjaki,ISBN: 978-972-20-6038-7,6,2018 - 2.º Sem.,15 - 18 anos,Literatura,Pepetela , pref. Ondjaki
106,Tempos difíceis,Charles Dickens ; pref. G. K. Chesterton ; il. Harry French ; trad. Sofia Castro Rodrigues e Virgílio Viseu,"Silveira : E-Primatur, 2016",6,2018 - 2.º Sem.,15 - 18 anos,Literatura,Charles Dickens , pref. G. K. Chesterton ; il. Harry French ; trad. Sofia Castro Rodrigues e Virgílio Viseu
107,A guerra do fim do mundo : romance,Mario Vargas Llosa ; trad. Salvato Telles de Menezes ; pref. António Mega Ferreira,ISBN: 978-972-20-5994-7,6,2018 - 2.º Sem.,15 - 18 anos,Literatura,Mario Vargas Llosa , trad. Salvato Telles de Menezes ; pref. António Mega Ferreira
108,Dinossauro excelentíssimo : fábula,José Cardoso Pires ; il. João Abel Manta ; pref. Carlos Reis,ISBN: 978-989-66-0406-6,6,2018 - 2.º Sem.,15 - 18 anos,Literatura,José Cardoso Pires , il. João Abel Manta ; pref. Carlos Reis
109,Uma biblioteca da Literatura universal,Hermann Hesse ; trad. Virgílio Tenreiro Viseu,"Lisboa : Cavalo de Ferro, 2010",6,2018 - 2.º Sem.,15 - 18 anos,Literatura,Hermann Hesse , trad. Virgílio Tenreiro Viseu
110,Entrevistas da Paris Review,[E. M. Forster... et al.],"Lisboa : Tinta-da-China, 2009-",6,2018 - 2.º Sem.,15 - 18 anos,Literatura,[E. M. Forster... et al.],
