,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
23,Um bailarino na batalha,Hélia Correia,ISBN: 978-989-641-876-2,2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Hélia Correia,
24,Nove histórias mal contadas [ Registo sonoro ] = Nueve cuentos mal contados : o pior contador de histórias do mundo,"texto, il. e narração Rodolfo Castro... [et al.] ","[S.l.] : BOCA, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,"texto, il. e narração Rodolfo Castro... [et al.] ",
25,Deste mundo e do outro,José Saramago,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,José Saramago,
26,Estar vivo aleija,Ricardo Araújo Pereira,"Lisboa : Tinta-da-China, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Ricardo Araújo Pereira,
27,O conto da ilha desconhecida,José Saramago,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,José Saramago,
28,O senhor Walser e a floresta,Gonçalo M. Tavares ; posf. Alberto Manguel ; desemhos de Rachel Caiano,ISBN: 978-989-641-857-1,2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Gonçalo M. Tavares , posf. Alberto Manguel ; desemhos de Rachel Caiano
29,Burgueses somos nós todos ou ainda menos,Mário de Carvalho,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Mário de Carvalho,
30,As coisas da alma e outras histórias em conto,João de Melo,"Alfragide : Dom Quixote, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,João de Melo,
31,Calvin Esparguete : diário de um gato citadino,Filomena Lança,"Alfragide : Dom Quixote, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Filomena Lança,
32,O senhor Brecht e o sucesso,Gonçalo M. Tavares ; posf. Alberto Manguel ; des. Rachel Caiano,ISBN: 978-989-641-854-0,2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Gonçalo M. Tavares , posf. Alberto Manguel ; des. Rachel Caiano
33,Campo de sangue,Dulce Maria Cardoso,"Lisboa : Tinta-da-China, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Dulce Maria Cardoso,
34,A tragédia da Rua das Flores,"Eça de Queiroz ; pref., fixação do texto e notas João Medina e A. Campos Matos","Porto : Livros do Brasil, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Eça de Queiroz ," pref., fixação do texto e notas João Medina e A. Campos Matos"
35,Bom crioulo,"Adolfo Caminha ; nota introdutória, fixação do texto do anexo e do glossário Ana Salgado","Lisboa : Guerra e Paz, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Adolfo Caminha ," nota introdutória, fixação do texto do anexo e do glossário Ana Salgado"
36,O pai da menina morta,Tiago Ferro,"Lisboa : Tinta-da-China, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Tiago Ferro,
37,As estações da vida,Agustina Bessa-Luís ; pref. de António Barreto,"Lisboa : Relógio D'Água, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Agustina Bessa-Luís , pref. de António Barreto
38,A trilogia de Nova Iorque : romance,Paul Auster ; pref. de Rogério Ferreira Alves ; trad. do inglês por Alberto Gomes,"Alfragide : Leya, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Paul Auster , pref. de Rogério Ferreira Alves ; trad. do inglês por Alberto Gomes
39,Odeio a internet,Jarett Kobek ; trad. Vasco Teles de Menezes,"Lisboa : Quetzal, 2018",2,2019 - 1.º Sem.,15 - 18 anos,Literatura,Jarett Kobek , trad. Vasco Teles de Menezes
40,Babbitt,Sinclair Lewis ; trad. Bernardo Ramos,"Silveira : E-Primatur, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Sinclair Lewis , trad. Bernardo Ramos
41,O fio da navalha : romance,W. Somerset Maugham ; trad. Ana Maria Chaves ; pref. de Luísa esteves,"Alfragide : Leya, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,W. Somerset Maugham , trad. Ana Maria Chaves ; pref. de Luísa esteves
42,Mau tempo no canal,Vitorino Nemésio ; pref. José Manuel Mendes,"Alfragide : Leya, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Vitorino Nemésio , pref. José Manuel Mendes
43,O primeiro homem,Albert Camus ; trad. de Eduardo Saló,ISBN: 978-972-38-3071-2,3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Albert Camus , trad. de Eduardo Saló
44,Contos completos,Beatrix Potter ; trad. Eugénia Antunes e Paulo Rêgo,"Lisboa : Pim!, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Beatrix Potter , trad. Eugénia Antunes e Paulo Rêgo
45,A náusea,Jean-Paul Sartre ; trad. António Coimbra Martins,"Porto : Livros do Brasil, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Jean-Paul Sartre , trad. António Coimbra Martins
46,A morte feliz,Albert Camus ; trad. José Carlos González,"Porto : Livros do Brasil, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Albert Camus , trad. José Carlos González
47,Os amigos,Gonçalo M. Tavares ; il. Rachel Caiano,ISBN: 978-989-641-691-1,3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Gonçalo M. Tavares , il. Rachel Caiano
48,A colmeia : romance,Camilo José Cela ; trad. de Carlos Ramos,"Alfragide : Leya, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Camilo José Cela , trad. de Carlos Ramos
49,Berta Isla,Javier Marías ; trad. Paulo Ramos,"Lisboa : Alfaguara, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Javier Marías , trad. Paulo Ramos
50,Contos completos e outros textos,Marcel Proust ; trad. do francês Francisco Silva Pereira,"Silveira : E-Primatur, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Marcel Proust , trad. do francês Francisco Silva Pereira
51,Se numa noite de inverno um viajante : romance,Italo Calvino ; trad. José Colaço Barreiros,"Alfragide : Dom Quixote, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Italo Calvino , trad. José Colaço Barreiros
52,As aventuras de Robin dos Bosques,texto e il. Howard Pyle ; trad. Carlos Sousa de Almeida,"Porto : Sextante, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,texto e il. Howard Pyle , trad. Carlos Sousa de Almeida
53,Viver,Yu Hua ; trad. e notas Tiago Nabais,ISBN: 978-989-641-881-6,3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Yu Hua , trad. e notas Tiago Nabais
54,"Uma odisseia : um pai, um filho e uma epopeia",Daniel Mendelsohn ; trad. Paulo Osório de Castro,"Amadora : Elsinore, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Daniel Mendelsohn , trad. Paulo Osório de Castro
55,Páginas de livros infantis rejeitadas,texto Nuno Markl ; il. Marisa Silva,"Lisboa : Objectiva, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,texto Nuno Markl , il. Marisa Silva
56,A educação do estóico : o único manuscrito do barão de Teive,Fernando Pessoa ; ed. Richard Zenith,"Porto : Assírio & Alvim, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Fernando Pessoa , ed. Richard Zenith
57,Scaramouche : um romance da revolução francesa,Rafael Sabatini,Porto : Sextante 2018,3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Rafael Sabatini,
58,Os três mosqueteiros,Alexandre Dumas ; trad. Artur Lopes Cardoso ; il. Maurice Leloir,"Porto : Sextante, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Alexandre Dumas , trad. Artur Lopes Cardoso ; il. Maurice Leloir
59,Viva México,Alexandra Lucas Coelho,"Lisboa : Companhia das Letras, 2018",3,2019 - 1.º Sem.,15 - 18 anos,Literatura,Alexandra Lucas Coelho,
60,Fahrenheit 451,Ray Bradbury ; trad. Casimiro da Piedade ; pref. Jaime Nogueira Pinto,"Porto Salvo : Saída de Emergência, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Ray Bradbury , trad. Casimiro da Piedade ; pref. Jaime Nogueira Pinto
61,Memórias de Adriano ; seguido de Apontamentos sobre as Memórias de Adriano,Marguerite Yourcenar ; trad. Maria Lamas ; pref. Isabel Alçada,"Alfragide : Leya, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Marguerite Yourcenar , trad. Maria Lamas ; pref. Isabel Alçada
62,Grandes esperanças,Charles Dickens ; trad. e notas Frederico Pedreira,ISBN: 978-989-641-837-3,4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Charles Dickens , trad. e notas Frederico Pedreira
63,A ilha do tesouro,Robert Louis Stevenson ; il. da capa N. C. Wyeth ; trad. António Mega Ferreira,"Porto : Sextante, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Robert Louis Stevenson , il. da capa N. C. Wyeth ; trad. António Mega Ferreira
64,A saga de Selma Lagerlöf : romance biográfico,Cristina Carvalho,ISBN: 978-989-641-885-4,4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Cristina Carvalho,
65,As viagens de Gulliver,Jonathan Swift ; trad. Paulo Tavares ; pref. de Maria do Rosário Pedreira,"Amadora : Fábula, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Jonathan Swift , trad. Paulo Tavares ; pref. de Maria do Rosário Pedreira
66,A rapariga de Auschwitz,Eva Schloss com Karen Bartlett ; trad. Maria Ponce de Leão,"Barcarena : Marcador, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Eva Schloss com Karen Bartlett , trad. Maria Ponce de Leão
67,Oliver Twist ou a jornada de um rapaz desvalido,"Charles Dickens ; trad., introd. e notas de Paulo Faria ; posf. de G. K. Chesterton ; il. de George Cruikshank",ISBN: 978-989-641-821-2,4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Charles Dickens ," trad., introd. e notas de Paulo Faria ; posf. de G. K. Chesterton ; il. de George Cruikshank"
68,António Lobo Antunes : o amor das coisas belas (ou pelo menos das que eu considero belas),Jorge Reis-Sá ; il. Nicolau,"[Lisboa] : Imprensa Nacional-Casa da Moeda : Pato Lógico, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Jorge Reis-Sá , il. Nicolau
69,Krabat : o moinho do feiticeiro,Otried Preussler ; trad. Gabriela Fragoso ; il. Herbert Holzing,"Porto : Sextante, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Otried Preussler , trad. Gabriela Fragoso ; il. Herbert Holzing
70,A guerra que salvou a minha vida,Kimberly Brubaker Bradley ; trad. Dina Antunes,"Amadora : Topseller Bliss, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Kimberly Brubaker Bradley , trad. Dina Antunes
71,A loja de antiguidades,Charles Dickens ; trad. Ersílio Cardoso ; il. George Cattermole... [et al.],"Silveira : E-Primatur, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Charles Dickens , trad. Ersílio Cardoso ; il. George Cattermole... [et al.]
72,Todas as fábulas,Luis Sepúlveda ; il. Simona Mulazzani,"Porto : Porto Ed., 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Luis Sepúlveda , il. Simona Mulazzani
73,O lobo das estepes,Hermann Hesse ; trad. Paulo Rêgo,"Alfragide : Leya, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Hermann Hesse , trad. Paulo Rêgo
74,Diário de Samuel Z,"Ana Maria Magalhães, Isabel Alçada ; il. Pedro Burgos","Lisboa : EMEL, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Pedro Burgos
75,O testamento do Sr. Napumoceno da Silva Araújo : romance,Germano Almeida ; pref. de Ana Paula Tavares,"Alfragide : Leya, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Germano Almeida , pref. de Ana Paula Tavares
76,Nome de código Verity,Elizabeth Wein ; trad. Ana Mendes Lopes,"Amadora : Topseller, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Elizabeth Wein , trad. Ana Mendes Lopes
77,Os que sucumbem e os que se salvam,Primo Levi ; trad. José Colaço Barreiros,ISBN: 978-972-20-6301-2,4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Primo Levi , trad. José Colaço Barreiros
78,O samurai,Shusaku Endo ; trad. do inglês José-Pedro Gonçalves,"Alfragide : Dom Quixote, 2018",4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Shusaku Endo , trad. do inglês José-Pedro Gonçalves
79,China em dez palavras,Yu Hua ; trad. Tiago Nabais,ISBN: 978-989-641-834-2,4,2019 - 1.º Sem.,15 - 18 anos,Literatura,Yu Hua , trad. Tiago Nabais
80,"Cada um é da cor do seu coração : negros, ameríndios e a questão da escravatura em Vieira","Padre António Vieira ; org. e introd. José Eduardo Franco, Pedro Calafate e Ricardo Ventura ; pref. Viriato Soromenho-Marques","Lisboa : Temas e Debates : Círculo de Leitores, 2018",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Padre António Vieira ," org. e introd. José Eduardo Franco, Pedro Calafate e Ricardo Ventura ; pref. Viriato Soromenho-Marques"
81,Miguel Strogoff,Júlio Verne ; trad. Pedro Vidoeira ; il. Jules Férat,"Silveira : E-Primatur, 2018",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Júlio Verne , trad. Pedro Vidoeira ; il. Jules Férat
82,Os Romanov,Simon Sebag Montefiore ; trad. Miguel Mata,"Lisboa : Presença, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Simon Sebag Montefiore , trad. Miguel Mata
83,A conjura,José Eduardo Agualusa,"Lisboa : Quetzal, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa,
84,Silêncio : romance,Shusaku Endo ; trad. José David Antunes ; introd. Martin Scorsese,"Lisboa : Dom Quixote, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Shusaku Endo , trad. José David Antunes ; introd. Martin Scorsese
85,O Conde de Monte Cristo,Alexandre Dumas,ISBN: 978-989-641-748-2,5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Alexandre Dumas,
86,A guerra de Samuel : e outros contos,Paulo Varela Gomes,"Lisboa : Tinta-da-China, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Paulo Varela Gomes,
87,Crónica de um vendedor de sangue,Yu Hua ; trad. e notas Tiago Nabais,ISBN: 978-989-642-702-4,5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Yu Hua , trad. e notas Tiago Nabais
88,Memórias : três volumes reunidos,Raul Brandão,"Lisboa : Quetzal, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Raul Brandão,
89,A ilha do dia antes : romance,Umberto Eco ; trad. José Colaço Barreiros,"Lisboa : Gradiva, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Umberto Eco , trad. José Colaço Barreiros
90,Tarass Bulba : o cossaco,Nikolai Gógol,"Silveira : E-Primatur, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Nikolai Gógol,
91,"O homem da nave : serranos, caçadores e fauna vária",Aquilino Ribeiro ; pref. Álvaro Domingues,"Lisboa : Bertrand, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Aquilino Ribeiro , pref. Álvaro Domingues
92,A substância do amor e outras crónicas,José Eduardo Agualusa,"Lisboa : Quetzal, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa,
93,O que fazer?,Nikolai Tchernichévski ; trad. do russo Angelo Segrillo ; adapt. Ana Salgado,"Lisboa : Guerra e Paz, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Nikolai Tchernichévski , trad. do russo Angelo Segrillo ; adapt. Ana Salgado
94,Fronteiras perdidas : contos para viajar,José Eduardo Agualusa,"Lisboa : Quetzal, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa,
95,O Outono do patriarca,Gabriel García Márquez ; trad. José Teixeira de Aguilar,"Lisboa : Dom Quixote, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Gabriel García Márquez , trad. José Teixeira de Aguilar
96,Do amor e outros demónios,Gabriel García Márquez ; trad. Maria do Carmo Abreu,"Lisboa : Dom Quixote, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Gabriel García Márquez , trad. Maria do Carmo Abreu
97,Vale Abraão,Agustina Bessa-Luís ; pref. António Lobo Antunes,"Lisboa : Relógio d'Água, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Agustina Bessa-Luís , pref. António Lobo Antunes
98,Papillon,Henri Charrière ; trad. Mário Varela Soares,"Lisboa : 11x17, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Henri Charrière , trad. Mário Varela Soares
99,Olhos de cão azul,Gabriel García Márquez ; trad. Maria da Piedade Ferreira,"Lisboa : Dom Quixote, 2017",5,2019 - 1.º Sem.,15 - 18 anos,Literatura,Gabriel García Márquez , trad. Maria da Piedade Ferreira
100,Os miseráveis,Victor Hugo ; trad. e notas de Júlia Ferreira e José Cláudio,ISBN: 978-989-641-732-1,6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Victor Hugo , trad. e notas de Júlia Ferreira e José Cláudio
101,Malparado : diários : novembro de 2012-março de 2015,Pedro Mexia,"Lisboa : Tinta-da-China, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Pedro Mexia,
102,Guerra e paz,Lev Tolstói ; trad. Estúdio C,"Porto Salvo : Saída de Emergência, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Lev Tolstói , trad. Estúdio C
103,Fanny Owen : romance,Agustina Bessa-Luís ; pref. Hélia Correia,"Lisboa : Relógio D'Água, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Agustina Bessa-Luís , pref. Hélia Correia
104,Viagens na minha terra,Almeida Garrett,"Lisboa : Guerra e Paz, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Almeida Garrett,
105,Forte como a morte ; Pierre e Jean,Guy de Maupassant ; trad. José Manuel Ferreira,"Silveira : E-Primatur, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Guy de Maupassant , trad. José Manuel Ferreira
106,Carrie,Stephen King ; trad. de Maria Filomena Duarte,"Lisboa : 11x17, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Stephen King , trad. de Maria Filomena Duarte
107,Constantinopla,Edmondo De Amicis ; pref. Umberto Eco ; trad. Margarida Periquito,"Lisboa : Tinta-da-China, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Edmondo De Amicis , pref. Umberto Eco ; trad. Margarida Periquito
108,Diário de um zé-ninguém,George e Weedon Grossmith ; trad. Margarida Vale de Gato,"Lisboa : Tinta-da-China, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,George e Weedon Grossmith , trad. Margarida Vale de Gato
109,Literatura de cordel : uma antologia,[compil.] José Viale Moutinho,"Lisboa : Temas e Debates, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,[compil.] José Viale Moutinho,
110,Domingo à tarde : romance,Fernando Namora ; dir. José Manuel Mendes ; pref. André Bay,"Alfragide : Caminho, cop. 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Fernando Namora , dir. José Manuel Mendes ; pref. André Bay
111,Morreria por ti e outras histórias esquecidas,"F. Scott Fitzgerald ; ed., introd. e notas Anne Margaret Daniel ; trad. Vasco Gato","Lisboa : Alfaguara, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,F. Scott Fitzgerald ," ed., introd. e notas Anne Margaret Daniel ; trad. Vasco Gato"
112,"A vida e o sonho : inéditos, antologia e guia de leitura",Raul Brandão ; org. de Vasco Rosa,"Silveira : E-Primatur, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Raul Brandão , org. de Vasco Rosa
113,Vertigo : a mulher que viveu duas vezes,Boileau-Narcejac ; trad. Miguel Freitas da Costa,"Alfragide : Asa II, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Boileau-Narcejac , trad. Miguel Freitas da Costa
114,Viagem ao sonho americano,Isabel Lucas,"Lisboa : Companhia das Letras, 2017",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Isabel Lucas,
115,Dom Casmurro : romance,Machado de Assis ; nota introdutória Helder Guégués,"Lisboa : Guerra e Paz, 2016",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Machado de Assis , nota introdutória Helder Guégués
116,A história da milésima segunda noite,Joseph Roth ; trad. Vanda Gomes,"Silveira : E-Primatur, 2016",6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Joseph Roth , trad. Vanda Gomes
117,O rio triste : romance,Fernando Namora ; pref. David-Mourão Ferreira,ISBN: 978-972-21-2821-6,6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Fernando Namora , pref. David-Mourão Ferreira
118,As areias do imperador : uma trilogia moçambicana,Mia Couto,ISBN: 978-972-21-2767-7,6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Mia Couto,
119,A aia e outros contos,Eça de Queirós ; il. Fátima Ramos,ISBN: 978-972-0-72667-4,6,2019 - 1.º Sem.,15 - 18 anos,Literatura,Eça de Queirós , il. Fátima Ramos
120,O salão vermelho,August Strindberg ; trad. João Reis,"Santa Cruz : E-Primatur, 2015",7,2019 - 1.º Sem.,15 - 18 anos,Literatura,August Strindberg , trad. João Reis
121,[Trilogia dos lugares comuns],João Tordo,"Lisboa : Companhia das Letras, 2015-2017",7,2019 - 1.º Sem.,15 - 18 anos,Literatura,João Tordo,
122,George e seta despedida,Maria Judite de Carvalho ; il. Agustín Comotto,ISBN: 978-972-0-72840-1,7,2019 - 1.º Sem.,15 - 18 anos,Literatura,Maria Judite de Carvalho , il. Agustín Comotto
123,História trágico-marítima : narrativas de naufrágios da época das conquistas,adapt. António Sérgio ; il. Jorge Mateus,ISBN: 978-972-0-72720-6,7,2019 - 1.º Sem.,15 - 18 anos,Literatura,adapt. António Sérgio , il. Jorge Mateus
124,Luís Fróis : um português no Japão no século XVI,Ana Paula Miranda ; il. Ana Dulce Albuquerque,"Lisboa : Sílabo, 2007",7,2019 - 1.º Sem.,15 - 18 anos,Literatura,Ana Paula Miranda , il. Ana Dulce Albuquerque
