,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,As mais belas coisas do mundo,Valter Hugo Mãe ; arte de Nino Cais,"Porto : Porto Ed., 2021",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Valter Hugo Mãe , arte de Nino Cais
1,Peregrinação de Fernão Mendes Pinto : aventuras extraordinárias dum português no Oriente,adapt. Aquilino Ribeiro ; il. Pedro Rosa,"Lisboa : Bertrand, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,adapt. Aquilino Ribeiro , il. Pedro Rosa
2,Dois pequenos heróis,Sarah Lean ; il. Gary Blythe ; trad. Ana Pereira Ribeiro,"Amadora : Booksmile, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Sarah Lean , il. Gary Blythe ; trad. Ana Pereira Ribeiro
3,As meninas exemplares,Condessa de Ségur ; trad. Raquel Mouta ; pref. Maria do Rosário Pedreira,"Amadora : Fábula, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Condessa de Ségur , trad. Raquel Mouta ; pref. Maria do Rosário Pedreira
4,Os filhos do deserto,Francisco Sousa Faria da Silva,"Porto : Coolbooks, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Francisco Sousa Faria da Silva,
5,A maravilhosa viagem de Nils Holgersson através da Suécia,Selma Lagerlöf ; trad. João Reis ; il. Bertil Lybeck,"Porto : Sextante, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Selma Lagerlöf , trad. João Reis ; il. Bertil Lybeck
6,O velho expresso da Patagónia,Paul Theroux ; trad. Nuno Guerreiro Josué,ISBN: 978-989-722-653-3,1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Paul Theroux , trad. Nuno Guerreiro Josué
7,Em breve,Morris Gleitzman ; trad. Dulce Afonso,"Amadora : Fábula, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Morris Gleitzman , trad. Dulce Afonso
8,Razões para ler : voltando a falar de metáforas,"Isabel Peixeiro, Margarida Fonseca Santos, Rosário Padinha Ribeiro","Alcabideche : Nósnalinha, 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,"Isabel Peixeiro, Margarida Fonseca Santos, Rosário Padinha Ribeiro",
9,Histórias de Dom Quixote,Miguel de Cervantes ; adapt. John Lang ; il. Weberson Santiago ; trad. Filomena Aguiar de Vasconcelos,"Porto : Porto Ed., 2020",1,2020 - 1.º Sem.,12 - 14 anos,Literatura,Miguel de Cervantes , adapt. John Lang ; il. Weberson Santiago ; trad. Filomena Aguiar de Vasconcelos
