,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
10,O avô tem uma borracha na cabeça,texto Rui Zink ; il. Paula Delecave,"Lisboa : Porto Ed., 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,texto Rui Zink , il. Paula Delecave
11,Dilema,André Letria,"Porto Salvo : Pato lógico, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,André Letria,
12,A orquestra,Avalon Nuovo ; il. David Doran ; trad. Pronto a Editar Atelier,"Amadora : Fábula, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,Avalon Nuovo , il. David Doran ; trad. Pronto a Editar Atelier
13,A menina com os olhos ocupados,André Carrilho,"Lisboa : Bertrand, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,André Carrilho,
14,A migração das alforrecas,Rui Cerqueira Coelho ; il. Catarina Gomes,ISBN: 978-972-24-1969-7,1,2020 - 2.o Sem.,9 - 11 anos,Literatura,Rui Cerqueira Coelho , il. Catarina Gomes
15,O mundo é redondo,"Inês Pupo, Gonçalo Pratas ; il. Cristina Sampaio","Lisboa : Livros Horizonte, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,"Inês Pupo, Gonçalo Pratas ", il. Cristina Sampaio
16,Este dia vale a pena,"Inês Pupo, Gonçalo Pratas ; il. Cristina Sampaio","Lisboa : Livros Horizonte, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,"Inês Pupo, Gonçalo Pratas ", il. Cristina Sampaio
17,As aventuras do Capitão Cuecas agora a cores,Dav Pilkey ; trad. Maria Inês Barroso,"Lisboa : Gradiva, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,Dav Pilkey , trad. Maria Inês Barroso
18,"Menino, menina",texto e il. Joana Estrela,"Carcavelos : Planeta Tangerina, 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,texto e il. Joana Estrela,
19,Histórias do arco da velha,org. António Botto ; il. Nuno Alexandre Vieira,"Porto : Porto Ed., 2020",1,2020 - 2.o Sem.,9 - 11 anos,Literatura,org. António Botto , il. Nuno Alexandre Vieira
20,As raparigas também podem...! Os rapazes também podem...!,texto Sophie Gourion ; il. Isabelle Maroger ; trad. Maria Caiado,"Barcarena : Jacarandá, 2020",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,texto Sophie Gourion , il. Isabelle Maroger ; trad. Maria Caiado
21,"Espera, Miyuki","Roxane Marie Galliez, Seng Soun Ratanavanh ; trad. Maria Afonso","Lisboa : Orfeu Negro, 2020",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,"Roxane Marie Galliez, Seng Soun Ratanavanh ", trad. Maria Afonso
22,"Splash, uma história de misturas coloridas",Arree Chung,"Lisboa : Nuvem de Letras, 2020",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Arree Chung,
23,Luísa : as histórias da minha vida,Luísa Ducla Soares ; il. Ângela Vieira,"Porto : Porto Ed., 2020",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Luísa Ducla Soares , il. Ângela Vieira
24,Eu e o meu gato,Satoshi Kitamura ; trad. Dália Rodrigues,"Lisboa : Zero a Oito, 2020",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Satoshi Kitamura , trad. Dália Rodrigues
25,O pequeno livro da vida,Maria Inês Almeida ; il. Sérgio Condeço,"Lisboa : Livros Horizonte, 2020",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Maria Inês Almeida , il. Sérgio Condeço
26,O livro com fome,André Madaleno ; il. Patrícia Furtado,"Barcarena : Jacarandá, 2019",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,André Madaleno , il. Patrícia Furtado
27,O convidador de pirilampos [ Registo sonoro ] : audiolivro do espectáculo,Ondjaki ; voz Cláudia Semedo ; clarinete José Conde,"[S.l.] : BOCA, 2019",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Ondjaki , voz Cláudia Semedo ; clarinete José Conde
28,O mata-sete,José António Franco ; des. Bruno Inácio,"Vila Nova da Barquinha : Livros do Corvo, 2019",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,José António Franco , des. Bruno Inácio
29,A rapariga que falava com os ursos,Sophie Anderson ; il. Kathrin Honesta ; trad. Rita Guerra,ISBN: 978-989-8866-72-1,2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Sophie Anderson , il. Kathrin Honesta ; trad. Rita Guerra
30,A estrela do Lapedo,Ana Luísa Pleno Rajão ; il. Bolota,"Porto : Trinta por uma linha, 2019",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Ana Luísa Pleno Rajão , il. Bolota
31,Uma casa,texto Joana Barrelas ; il. Cristina Arvana,"[S.l.] : Fazedoras de Histórias, 2019",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,texto Joana Barrelas , il. Cristina Arvana
32,Mustafa,Marie-Louise Gay ; trad. Elisabete Nunes,ISBN: 978-989-54640-3-6,2,2020 - 2.o Sem.,9 - 11 anos,Literatura,Marie-Louise Gay , trad. Elisabete Nunes
33,As  mais belas fábulas africanas : as histórias infantis preferidas de Nelson Mandela,compil. e pref. Nelson Mandela ; trad. Manuel Eugénio Fernandes,"Lisboa : Nuvem de Letras, 2018",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,compil. e pref. Nelson Mandela , trad. Manuel Eugénio Fernandes
34,O que está atrás da porta?,escrito e il. por Nicola O'Byrne ; trad. Deolinda Machado,"Barcarena : Jacarandá, 2018",2,2020 - 2.o Sem.,9 - 11 anos,Literatura,escrito e il. por Nicola O'Byrne , trad. Deolinda Machado
