,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,Histórias do arco da velha,org. de António Botto ; il. Nuno Alexandre Vieira,"Porto : Porto Ed., 2022",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,org. de António Botto , il. Nuno Alexandre Vieira
1,Eu vou ser,José Jorge Letria ; André Letria,"[S.l.] : Pato Lógico, 2021",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,José Jorge Letria , André Letria
2,Mensagens do avô : crónicas do bicho mau,António Mota,"Alfragide : ASA II, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,António Mota,
3,Tempo,André Letria,"Porto Salvo : Pato lógico, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,André Letria,
4,Serei sempre o teu abrigo,Valter Hugo Mãe,"Porto : Porto Ed., 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Valter Hugo Mãe,
5,O macaco do rabo cortado,Dora Batalim ; il. Gonçalo Viana,ISBN: 978-972-24-1963-5,1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Dora Batalim , il. Gonçalo Viana
6,Eu vou ser,José Jorge Letria ; André Letria,"[S.l.] : Pato Lógico, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,José Jorge Letria , André Letria
7,A minha mãe : e eu,Roger Hargreaves,"Barcarena : Presença, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Roger Hargreaves,
8,"O leão sem juba, o elefante sem tromba e a casa sem telhado","Rita Taborda Duarte, Rachel Caiano","Alfragide : Caminho, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,"Rita Taborda Duarte, Rachel Caiano",
9,O que vamos construir : planos para um futuro comum,Oliver Jeffers ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Oliver Jeffers , trad. Rui Lopes
10,O mundo é redondo,"Inês Pupo, Gonçalo Pratas ; il. Cristina Sampaio","Lisboa : Livros Horizonte, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,"Inês Pupo, Gonçalo Pratas ", il. Cristina Sampaio
11,Grandes amigos,Linda Sarah ; il. Benji Davies ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Linda Sarah , il. Benji Davies ; trad. Rui Lopes
12,Dilema,André Letria,"Porto Salvo : Pato lógico, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,André Letria,
13,Álvaro Saltarico,Aurora Ruá ; il. Guridi ; trad. e adapt. Maria João Viegas,"[S.l.] : The Poets and Dragons Society, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Aurora Ruá , il. Guridi ; trad. e adapt. Maria João Viegas
14,O avô tem uma borracha na cabeça,texto Rui Zink ; il. Paula Delecave,"Lisboa : Porto Ed., 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,texto Rui Zink , il. Paula Delecave
15,O gnu e o texugo : cuidado com o vento,texto Ana Pessoa ; il. Madalena Matoso,"Carcavelos : Planeta Tangerina, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,texto Ana Pessoa , il. Madalena Matoso
16,As raparigas também podem...! Os rapazes também podem...!,texto Sophie Gourion ; il. Isabelle Maroger ; trad. Maria Caiado,"Barcarena : Jacarandá, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,texto Sophie Gourion , il. Isabelle Maroger ; trad. Maria Caiado
17,"Splash, uma história de misturas coloridas",Arree Chung,"Lisboa : Nuvem de Letras, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,Arree Chung,
18,Este dia vale a pena,"Inês Pupo, Gonçalo Pratas ; il. Cristina Sampaio","Lisboa : Livros Horizonte, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,"Inês Pupo, Gonçalo Pratas ", il. Cristina Sampaio
19,A ovelhinha que veio para o jantar,"Steve Smallman, Joëlle Dreidemy ; trad. Pedro Costa","Estoril : Minutos de Leitura, 2020",1,2020 - 2.o Sem.,6 - 8 anos,Literatura,"Steve Smallman, Joëlle Dreidemy ", trad. Pedro Costa
20,Os esquilos que não sabiam partilhar,Rachel Bright ; il. Jim Field ; trad. Vasco Gato,"Lisboa : Presença, 2020",2,2020 - 2.o Sem.,6 - 8 anos,Literatura,Rachel Bright , il. Jim Field ; trad. Vasco Gato
21,A lagarta,Giovanna Mantegazza ; il. Carlo Alberto Michelini ; trad. e adapt. Vasco Sousa Mesquita,"Alfargide : Edicare, 2020",2,2020 - 2.o Sem.,6 - 8 anos,Literatura,Giovanna Mantegazza , il. Carlo Alberto Michelini ; trad. e adapt. Vasco Sousa Mesquita
22,Pokko e o tambor,texto e il. Matthew Forsythe ; trad. João Berhan,"Lisboa : Orfeu Negro, 2020",2,2020 - 2.o Sem.,6 - 8 anos,Literatura,texto e il. Matthew Forsythe , trad. João Berhan
23,O meu pai : e eu,Roger Hargreaves,"Barcarena : Presença, 2020",2,2020 - 2.o Sem.,6 - 8 anos,Literatura,Roger Hargreaves,
24,As aventuras do Capitão Cuecas agora a cores,Dav Pilkey ; trad. Maria Inês Barroso,"Lisboa : Gradiva, 2020",2,2020 - 2.o Sem.,6 - 8 anos,Literatura,Dav Pilkey , trad. Maria Inês Barroso
25,Nham,Nuppita Pittman ; rev. Carlos Grifo Babo,"Carcavelos : Planeta Tangerina, 2020",2,2020 - 2.o Sem.,6 - 8 anos,Literatura,Nuppita Pittman , rev. Carlos Grifo Babo
