,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,O rei Artur e os cavaleiros da Távola Redonda,Howard Pyle ; apresent. Adriana Veleda ; il. Weberson Santiago ; trad. Carlos Sousa de Almeida,"Porto : Porto Ed., 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Howard Pyle , apresent. Adriana Veleda ; il. Weberson Santiago ; trad. Carlos Sousa de Almeida
1,A história interminável,Michael Ende ; trad. de Maria do Carmo Cary,"Barcarena : Presença, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Michael Ende , trad. de Maria do Carmo Cary
2,Peanut Jones e a cidade ilustrada,escrito e il. Rob Biddulph ; trad. Susana Ferreira Cardoso,"Alfragide : Oficina do Livro, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,escrito e il. Rob Biddulph , trad. Susana Ferreira Cardoso
3,Ana de Avonlea,Lucy Maud Montgomery ; trad. João Pedro Tapada,ISBN: 978-989-9027-76-3,1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Lucy Maud Montgomery , trad. João Pedro Tapada
4,Os reis do mar,David Machado ; il. Alex Gozblau,"Alfragide : Caminho, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,David Machado , il. Alex Gozblau
5,O quiosque,Anete Melece ; trad. do espanhol João Berhan,"Lisboa : Orfeu Negro, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Anete Melece , trad. do espanhol João Berhan
6,Os três mosqueteiros,Alexandre Dumas ; apresent. Adriana Veleda ; trad. Artur Lopes Cardoso,"Porto : Porto Ed., 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Alexandre Dumas , apresent. Adriana Veleda ; trad. Artur Lopes Cardoso
7,O Principezinho,Antoine de Saint-Exupéry ; trad. do francês Tiago Marques,"Lisboa : Fábula, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Antoine de Saint-Exupéry , trad. do francês Tiago Marques
8,O príncipe com orelhas de burro : e outras histórias,António Torrado ; il. de Maria João Lopes,"Alfragide : ASA II, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,António Torrado , il. de Maria João Lopes
9,O gato que salvava livros,Sosuke Natsukawa ; trad. do inglês Teresa Mendonça,"Barcarena : Presença, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Sosuke Natsukawa , trad. do inglês Teresa Mendonça
10,O filho da feiticeira,Kelly Barnhill ; trad. Dinis Pires,ISBN: 978-989-9027-84-8,1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Kelly Barnhill , trad. Dinis Pires
11,As brumas de Avalon,Marion Zimmer Bradley ; trad. Maria Dulce Teles de Menezes,"S. Pedro do Estoril : Saída de Emergência, 2022-",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Marion Zimmer Bradley , trad. Maria Dulce Teles de Menezes
12,GGG : o grande gigante gentil,Roald Dahl ; trad. Susana Ferreira e Bárbara Soares,"Alfragide : Oficina do Livro, 2022",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Roald Dahl , trad. Susana Ferreira e Bárbara Soares
13,A rapariga que adorava finais felizes,João de Mancelos,"Famões : Colibri, 2021",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,João de Mancelos,
14,Noite no caminho de ferro da via láctea,"Kenji Miyazawa ; introd., posf., trad. do japonês e notas por António Barrento ; rev. lit. Virgílio Tenreiro Viseu","Silveira : E-primatur, 2021",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Kenji Miyazawa ," introd., posf., trad. do japonês e notas por António Barrento ; rev. lit. Virgílio Tenreiro Viseu"
15,Nesta casa não há pulgas! : (e também não entram ratos),Ana Ferreira da Silva,"Lisboa : Ed. Vieira da Silva, 2021",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Ana Ferreira da Silva,
16,Inventor de vendavais,Hélia Correia,ISBN: 978-989-783-181-2,1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Hélia Correia,
17,Uma pedra cai do céu,Jon Klassen ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2021",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Jon Klassen , trad. Rui Lopes
18,A música dos ossos,David Almond ; trad. Manuela Madureira,"Lisboa : Presença, 2021",1,2022 - 1.o Sem.,12 - 14 anos,Literatura,David Almond , trad. Manuela Madureira
19,Boas esposas,Louisa May Alcott ; trad. Marta Mendonça,ISBN: 978-989-783-169-0,1,2022 - 1.o Sem.,12 - 14 anos,Literatura,Louisa May Alcott , trad. Marta Mendonça
20,Frederico e a planta maravilhosa,Sara Albuquerque ; il. Ricardo Roque,"Évora : Caminho das Palavras, 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,Sara Albuquerque , il. Ricardo Roque
21,2001 : odisseia no espaço,Arthur C. Clarke ; trad. Renato Carreira,"Porto Salvo : Saída de Emergência, 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,Arthur C. Clarke , trad. Renato Carreira
22,"Ivan, o tolo",Lev Tolstoi ; adapt. por Adriana Veleda ; il. Weberson Santiago,"Porto : Porto Ed., 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,Lev Tolstoi , adapt. por Adriana Veleda ; il. Weberson Santiago
23,A filha das profundezas,Rick Riordan ; trad. Inês Fraga,"Lisboa : Nuvem de Tinta, 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,Rick Riordan , trad. Inês Fraga
24,Não confies nos teus olhos,"Scott Cawthon, Kira Breed-Wrisley ; trad. Rafael Miranda ; adapt. à versão port. Sónia Lopes","Barcarena : Presença, 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,"Scott Cawthon, Kira Breed-Wrisley ", trad. Rafael Miranda ; adapt. à versão port. Sónia Lopes
25,A lenda do cavaleiro sem cabeça e outros contos,Washington Irving ; apresent. Padre Brown ; adapt. por Adriana Veleda ; il. Weberson Santiago,"Porto : Porto Ed., 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,Washington Irving , apresent. Padre Brown ; adapt. por Adriana Veleda ; il. Weberson Santiago
26,Jean Moulin : a sombra não apaga cor,texto João Paulo Cotrim ; il. Tiago Albuquerque,"Lisboa : APCC - Associação para a Promoção Cultural da Criança, 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,texto João Paulo Cotrim , il. Tiago Albuquerque
27,Memórias de um craque,Fernando Assis Pacheco ; posfácio de Manuel António Pina ; org. de Abel Barros Baptista,"Lisboa : Tinta-da-China, 2021",2,2022 - 1.o Sem.,12 - 14 anos,Literatura,Fernando Assis Pacheco , posfácio de Manuel António Pina ; org. de Abel Barros Baptista
