,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,A verdade sobre os bebés,Elina Ellis ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Elina Ellis , trad. Susana Cardoso Ferreira
1,Demasiado!,Emily Gravett ; trad. Raquel Dutra Lopes,"Lisboa : Livros Horizonte, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Emily Gravett , trad. Raquel Dutra Lopes
2,Um montão de monstros,Nicolás Buenaventura ; il. Luisa María Arango ; trad. José Teixeira,ISBN: 978-989-53146-0-7,1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Nicolás Buenaventura , il. Luisa María Arango ; trad. José Teixeira
3,Estamos num livro!,texto e ilustração de Mo Willems ; trad. Zero a Oito,"Lisboa : Zero a Oito, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,texto e ilustração de Mo Willems , trad. Zero a Oito
4,Para lá da toca,Jessica Meserve ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Jessica Meserve , trad. Susana Cardoso Ferreira
5,Era uma vez (e muitas outras serão),Johanna Schaible  ; trad. Isabel Minhós Martins e Mariana Vale,"Carcavelos : Planeta Tangerina, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Johanna Schaible  , trad. Isabel Minhós Martins e Mariana Vale
6,Nunca cresças,il. de Quentin Blake ; trad. Susana Cardoso Ferreira,"Alfragide : Oficina do Livro, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,il. de Quentin Blake , trad. Susana Cardoso Ferreira
7,O cão dos olhos dourados,João de Melo ; il. Célia Fernandes,"Alfragide : Dom Quixote, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,João de Melo , il. Célia Fernandes
8,Teodora e o mistério dos cachapins,texto Cristina Taquelim ; il. Mafalda Milhões,"Lisboa : Zero a Oito, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,texto Cristina Taquelim , il. Mafalda Milhões
9,Mudar,Ana Ventura,"Lisboa : Pato Lógico, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Ana Ventura,
10,Os filhos do rei pequenino e da grande rainha,"texto, il. Taro Miura ; trad. Ana Mesquita Guimarães","[S.l.] : The Poets and Dragons Society, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,"texto, il. Taro Miura ", trad. Ana Mesquita Guimarães
11,A linda Susana e outras histórias,António Torrado ; il. de Maria João Lopes  ,"Alfragide : ASA, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,António Torrado , il. de Maria João Lopes  
12,A nossa menina,Anthony Browne ; trad. Rita Costa Simões,"Alfragide : Caminho, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Anthony Browne , trad. Rita Costa Simões
13,Viagem ao centro do escuro,David Machado ; il. Madalena Moniz,"Alfragide : Caminho, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,David Machado , il. Madalena Moniz
14,A bola vermelha,texto e il. Vanina Starkoff ; adapt. João Berhan,"Lisboa : Orfeu Negro, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,texto e il. Vanina Starkoff , adapt. João Berhan
15,"Aida Batista, cientista",Andrea Beaty ; il. David Roberts ; trad. e adapt. Vasco Sousa Mesquita,"Alfragide : Asa II, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Andrea Beaty , il. David Roberts ; trad. e adapt. Vasco Sousa Mesquita
16,O nevoeiro,Marco Taylor,"[S.l. : s.n.], 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Marco Taylor,
17,O que vêem as estrelas?,Nuno Camarneiro ; il. Helder Teixeira Peleja,ISBN: 978-989-9027-31-2,1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Nuno Camarneiro , il. Helder Teixeira Peleja
18,Como ser um leão,Ed Vere ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, cop. 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Ed Vere , trad. Susana Cardoso Ferreira
19,Floco de neve,Benji Davies ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2021",1,2021 - 2.o Sem.,6 - 8 anos,Literatura,Benji Davies , trad. Rui Lopes
20,O pato que não gostava de água,Steve Small ; trad. Ana Mendes Lopes,"Amadora : Booksmile, 2021",2,2021 - 2.o Sem.,6 - 8 anos,Literatura,Steve Small , trad. Ana Mendes Lopes
21,"Quanto mais longa é a espera, maior é o abraço",Eoin McLaughlin ; il. Polly Dunbar,"Amadora : Booksmile, 2020",2,2021 - 2.o Sem.,6 - 8 anos,Literatura,Eoin McLaughlin , il. Polly Dunbar
