,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,"Tomás, o traquinas","Jorge Rico Ródenas, Anna Laura Cantone ; trad. Elisabete Ramos","Matosinhos : Kalandraka, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,"Jorge Rico Ródenas, Anna Laura Cantone ", trad. Elisabete Ramos
1,"Duarte, uma história moral : em cinco capítulos e um prólogo",texto e il. de Maurice Sendak ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. de Maurice Sendak , trad. Carla Maia de Almeida
2,O museu do pensamento,Joana Bértholo ; il. Pedro Semeano & Susana Diniz,"Alfragide : Caminho, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,Joana Bértholo , il. Pedro Semeano & Susana Diniz
3,Fim? : isto não acaba assim,texto e il. Noemi Vola ; trad. Isabel Minhós Martins,"Carcavelos : Planeta Tangerina, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Noemi Vola , trad. Isabel Minhós Martins
4,Não há dragões nesta história,"Lou Carter, Deborah Allwright ; trad. Pedro Costa","Galiza-Estoril : Minutos de Leitura, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,"Lou Carter, Deborah Allwright ", trad. Pedro Costa
5,Vida de crocodilo : um alfabeto,texto e il. de Maurice Sendak ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. de Maurice Sendak , trad. Carla Maia de Almeida
6,Uma rosa na tromba de um elefante,António José Forte ; il. Mariana Malhão,"Lisboa : Orfeu Negro, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,António José Forte , il. Mariana Malhão
7,O pior aniversário da minha vida,texto e il. Benjamin Chaud ; adapt. Madalena Moniz ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Benjamin Chaud , adapt. Madalena Moniz ; trad. Maria Afonso
8,A orquestra : uma volta ao mundo à procura dos músicos,Chloé Perarnau ; trad. Isabel Minhós Martins,"Carcavelos : Planeta Tangerina, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,Chloé Perarnau , trad. Isabel Minhós Martins
9,A Mimi e os piratas,"Valerie Thomas, Korky Paul ; trad. Helena Rafael","Lisboa : Gradiva, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,"Valerie Thomas, Korky Paul ", trad. Helena Rafael
10,Horizonte,Carolina Celas,"Lisboa : Orfeu Negro, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,Carolina Celas,
11,Estás tão crescida,texto e il. António Jorge Gonçalves,"Lisboa : Pato Lógico, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. António Jorge Gonçalves,
12,O rapaz que tinha zero em matemática,Luísa Ducla Soares ; il. Ana Fonseca,"Queluz de Baixo : Soregra, D.L. 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Ana Fonseca
13,Canja de galinha com arroz : o livro dos meses,texto e il. de Maurice Sendak ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. de Maurice Sendak , trad. Carla Maia de Almeida
14,Vinte fábulas de La Fontaine,José Jorge Letria ; il. Cátia Vidinhas,"Amadora : Fábula, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,José Jorge Letria , il. Cátia Vidinhas
15,A nuvem,texto Rita Canas Mendes ; il. João Fazenda,"Lisboa : Pato Lógico, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto Rita Canas Mendes , il. João Fazenda
16,João e mais oito : um livro para contar,texto e il. de Maurice Sendak ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. de Maurice Sendak , trad. Carla Maia de Almeida
17,Um capuchinho vermelho,texto e il. Marjolaine Leray ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Marjolaine Leray , trad. Maria Afonso
18,A fábrica de chocolate do senhor Coelho,Elys Dolan ; trad. Pedro Costa,"Galiza-Estoril : Minutos de Leitura, 2018",1,2018 - 1.º Sem.,6 - 8 anos,Literatura,Elys Dolan , trad. Pedro Costa
19,Clarice Lispector para meninas e meninos,Nadia Fink ; il. Pitu Saá ; trad. Rita Almeida Simões,ISBN: 978-989-671-363-8,1,2018 - 1.º Sem.,6 - 8 anos,Literatura,Nadia Fink , il. Pitu Saá ; trad. Rita Almeida Simões
20,Allumette,Tomi Ungerer ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Tomi Ungerer , trad. Carla Maia de Almeida
21,O coelhinho Afonso e outras histórias,Luísa Ducla Soares ; il. Ana Moreira,"Porto : Porto Ed., 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Ana Moreira
22,Não abras este livro,Andy Lee ; il. Heath McKenzie ; trad. Brilho das Letras,"Barcarena : Jacarandá, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Andy Lee , il. Heath McKenzie ; trad. Brilho das Letras
23,Há dias assim,Margarida Fonseca Santos ; il. Carla Nazareth,"Amadora : Fábula, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Margarida Fonseca Santos , il. Carla Nazareth
24,Mimi e Rogério e o cavaleiro malvado,Valerie Thomas ; il. Korky Paul ; trad. Helena Rafael,"Lisboa : Gradiva, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Valerie Thomas , il. Korky Paul ; trad. Helena Rafael
25,Não é nada difícil : o livro dos labirintos,texto e il. Madalena Matoso,"Carcavelos : Planeta Tangerina, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Madalena Matoso,
26,A minha mãe,Stéphane Servant ; il. Emmanuelle Houdart ; trad. João van Zeller  ,"Lisboa : Orfeu Negro, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Stéphane Servant , il. Emmanuelle Houdart ; trad. João van Zeller  
27,Um drama de coelhos e galinhas : (para desdramatrizar os casos especiais da língua portuguesa),texto Ana Isabel Marques ; il. Ana Bossa,"Porto : Afrontamento, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto Ana Isabel Marques , il. Ana Bossa
28,A janela de Kenny,texto e il. Maurice Sendak ; trad. Carla Maia de Almeida,"Lisboa : Kalandraka, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Maurice Sendak , trad. Carla Maia de Almeida
29,Cuscas no Castelo de Guimarães,escrito por Paulo Santos ; il. Susana Lima,ISBN: 978-989-20-7371-2,2,2018 - 1.º Sem.,6 - 8 anos,Literatura,escrito por Paulo Santos , il. Susana Lima
30,Amigos dos meus amigos...,Luísa Azevedo ; il. Raquel Leitão,"Porto : Afrontamento, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Luísa Azevedo , il. Raquel Leitão
31,Joanica-Puff,A. A. Milne ; il. E. H. Shepard ; trad. Helena Briga Nogueira,ISBN: 978-989-641-700-0,2,2018 - 1.º Sem.,6 - 8 anos,Literatura,A. A. Milne , il. E. H. Shepard ; trad. Helena Briga Nogueira
32,Os pequenos seres da floresta,Maria da Conceição Vicente ; il. Sara Coutinho,"Porto : Trinta por uma Linha, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Maria da Conceição Vicente , il. Sara Coutinho
33,Perdi-me no museu porque...,Davide Cali : il. Benjamin Chaud ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Davide Cali : il. Benjamin Chaud , trad. Rui Lopes
34,Seis histórias tradicionais portuguesas,José Viale Moutinho ; il. Helder Teixeira Peleja,"Amadora : Fábula, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,José Viale Moutinho , il. Helder Teixeira Peleja
35,João Pestana,Luísa Ducla Soares ; il. Ana Camila Silva,"Porto : Porto Ed., 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Ana Camila Silva
36,Alex e o ratinho de corda,Leo Lionni ; trad. Gabriela Rocha Alves,"Matosinhos : Kalandraka, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Leo Lionni , trad. Gabriela Rocha Alves
37,Num tempo que já lá vai,Rosário Alçada Araújo ; il. Patrícia Furtado,"Alfragide : Gailivro, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Rosário Alçada Araújo , il. Patrícia Furtado
38,Maria Trigueira,Ivone Gonçalves,"Matosinhos : Kalandraka, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,Ivone Gonçalves,
39,O que vamos contar?,"Ana Maria Magalhães, Isabel Alçada ; il. Raquel Pinheiro","[Cascais] : Cercica, 2017",2,2018 - 1.º Sem.,6 - 8 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Raquel Pinheiro
40,Violeta Parra para meninas e meninos,Nadia Fink ; il. Pitu Saá ; trad. Inês Hugon,ISBN: 978-989-671-361-4,3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Nadia Fink , il. Pitu Saá ; trad. Inês Hugon
41,A rainha do norte,texto e il. de Joana Estrela,"Carcavelos : Planeta Tangerina, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. de Joana Estrela,
42,Animais e animenos : e outros bichos mais pequenos,Rita Taborda Duarte ; il. Pedro Proença,"Alfragide : Caminho, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Rita Taborda Duarte , il. Pedro Proença
43,O João e os monstros,texto António Gouveia ; il. Beatrice Cerocchi,"Figueira da Foz : Bruaá, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto António Gouveia , il. Beatrice Cerocchi
44,Aqui há gato,Lídia Borges ; il. Sílvia Mota Lopes,ISBN: 978-989-99830-5-2,3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Lídia Borges , il. Sílvia Mota Lopes
45,Malaquias não gosta de perder,Mário Cordeiro ; il. Raquel Santos,"Porto : Porto Ed., 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Mário Cordeiro , il. Raquel Santos
46,O último livro antes de dormir,Nicola O'Byrne ; trad. Sónia Santos,"Barcarena : Jacarandá, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Nicola O'Byrne , trad. Sónia Santos
47,Faísca & Luzinhas : as tartarugas dançarinas,Alexandre Bar ; il. Emma Proctor ; trad. Pedro Costa,"Estoril : Minutos de Leitura, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Alexandre Bar , il. Emma Proctor ; trad. Pedro Costa
48,Não há dragões nesta história,"Lou Carter, Deborah Allwright ; trad. Pedro Costa","Galiza-Estoril : Minutos de Leitura, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,"Lou Carter, Deborah Allwright ", trad. Pedro Costa
49,Quero crescer!,Luísa Ducla Soares ; il. Rodrigo Folgueira,"Porto : Porto Ed., 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Rodrigo Folgueira
50,Malaquias não resiste a um chocolate,Mário Cordeiro ; il. Raquel Santos,"Porto : Porto Ed., 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Mário Cordeiro , il. Raquel Santos
51,Os três porquinhos,adapt. Xosé Ballesteros ; il. Marco Somà ; trad. Elisabete Ramos,"Matosinhos : Kalandraka, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,adapt. Xosé Ballesteros , il. Marco Somà ; trad. Elisabete Ramos
52,Boa noite!,Pierre Pratt ; trad. Maria Afonso,"[S.l.] : Orfeu Negro, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Pierre Pratt , trad. Maria Afonso
53,Grisela,Anke de Vries ; il. Willemien Min ; trad. Ana M. Noronha,"Matosinhos : Kalandraka, cop. 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Anke de Vries , il. Willemien Min ; trad. Ana M. Noronha
54,Juana Azurduy para meninas e meninos,Nadia Fink ; il. Pitu Saá ; trad. Rita Almeida Simões,ISBN: 978-989-671-362-1,3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Nadia Fink , il. Pitu Saá ; trad. Rita Almeida Simões
55,"Adeus, Peúgas",texto e il. Benjamin Chaud ; adapt. Madalena Moniz ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Benjamin Chaud , adapt. Madalena Moniz ; trad. Maria Afonso
56,A cidade dos animais,texto e il. Joan Negrescolor ; trad. Carla Oliveira,"Lisboa : Orfeu Negro, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. Joan Negrescolor , trad. Carla Oliveira
57,A horta do Simão,Rocío Alejandro ; trad. Elisabete Ramos,"Matosinhos : Kalandraka, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Rocío Alejandro , trad. Elisabete Ramos
58,Mais um,Olalla González ; il. de Marc Taeger ; trad. Elisabete Ramos,"Matosinhos : Kalandraka, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Olalla González , il. de Marc Taeger ; trad. Elisabete Ramos
59,A história da Gata das Botas,Beatrix Potter ; il. Quentin Blake ; trad. Paula Neves,"Alfragide : Asa II, 2017",3,2018 - 1.º Sem.,6 - 8 anos,Literatura,Beatrix Potter , il. Quentin Blake ; trad. Paula Neves
60,Acho que me esqueci de qualquer coisa...,Kathy Wolff ; il. por Richard Byrne ; trad. Pedro Costa,"Estoril : Minutos de Leitura, 2017",4,2018 - 1.º Sem.,6 - 8 anos,Literatura,Kathy Wolff , il. por Richard Byrne ; trad. Pedro Costa
61,O museu do pensamento,Joana Bértholo ; il. Pedro Semeano & Susana Diniz,ISBN: 978-972-21-2847-6,4,2018 - 1.º Sem.,6 - 8 anos,Literatura,Joana Bértholo , il. Pedro Semeano & Susana Diniz
62,Nunca se passa nada no meu bairro,texto e il. de Ellen Raskin,"Figueira da Foz : Bruaá, 2017",4,2018 - 1.º Sem.,6 - 8 anos,Literatura,texto e il. de Ellen Raskin,
63,O livrinho dos versos para rir 2,escolheu José Viale Moutinho ; il. Fedra Santos,"Porto : Afrontamento, 2017",4,2018 - 1.º Sem.,6 - 8 anos,Literatura,escolheu José Viale Moutinho , il. Fedra Santos
