,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
35,Quando eu nasci,"Isabel Minhós Martins, Madalena Matoso","Oeiras : Planeta Tangerina, 2017",2,Antes 2017,6 - 8 anos,Literatura,"Isabel Minhós Martins, Madalena Matoso",
36,Ombela : a origem das chuvas,Ondjaki ; il. Rachel Caiano,"Alfragide : Caminho, cop. 2017",2,Antes 2017,6 - 8 anos,Literatura,Ondjaki , il. Rachel Caiano
37,A ovelhinha preta,Elizabeth Shaw ; trad. António Pescada,"Alfragide : Caminho, imp. 2017",2,Antes 2017,6 - 8 anos,Literatura,Elizabeth Shaw , trad. António Pescada
38,Vamos contar um segredo... e outra história,António Torrado ; il. de Cristina Malaquias,"Alfragide : Asa II, 2017",2,Antes 2017,6 - 8 anos,Literatura,António Torrado , il. de Cristina Malaquias
39,O dia em que o mar desapareceu,texto de José Fanha ; il. de Maria João Gromicho ; coord. Maria da Luz Santos,"Alfragide : Gailivro, 2017",2,Antes 2017,6 - 8 anos,Literatura,texto de José Fanha , il. de Maria João Gromicho ; coord. Maria da Luz Santos
40,A estranha história do príncipe que inventou o abecedário,texto João Ferreira Oliveira ; il. Margarida Teixeira,"[Lisboa] : Máquina de Voar, 2017",3,Antes 2017,6 - 8 anos,Literatura,texto João Ferreira Oliveira , il. Margarida Teixeira
41,Tudo ao contrário!,Luísa Ducla Soares ; il. Raffaello Bergonse,"Lisboa : Livros Horizonte, imp. 2017",3,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Raffaello Bergonse
42,Uma flor chamada Maria,Alves Redol ; il. de José Miguel Ribeiro,"Alfragide : Caminho, imp. 2017",3,Antes 2017,6 - 8 anos,Literatura,Alves Redol , il. de José Miguel Ribeiro
43,A vila das cores,Bruno Magina ; il. Carolina Figueira ; pref. Paulo Côrte-Real,"[S.l.] : Escritório, 2016",3,Antes 2017,6 - 8 anos,Literatura,Bruno Magina , il. Carolina Figueira ; pref. Paulo Côrte-Real
44,Tantos animais e outras lengalengas de contar,Manuela Castro Neves ; il. Yara Kono,"Carcavelos : Planeta Tangerina, 2016",3,Antes 2017,6 - 8 anos,Literatura,Manuela Castro Neves , il. Yara Kono
45,A que sabe a lua?,Michael Grejniec ; trad. Alexandre Honrado,"Matosinhos : Kalandraka, 2016",3,Antes 2017,6 - 8 anos,Literatura,Michael Grejniec , trad. Alexandre Honrado
46,Dez dedos dez segredos,Maria Alberta Menéres ; il. Connie Fischer ; mús. João Henrique,"Lisboa : Lisboa Ed., imp. 2016",3,Antes 2017,6 - 8 anos,Literatura,Maria Alberta Menéres , il. Connie Fischer ; mús. João Henrique
47,Se tu visses o que eu vi,António Mota ; il. Elsa Navarro,"Alfragide : Asa II, 2016",3,Antes 2017,6 - 8 anos,Literatura,António Mota , il. Elsa Navarro
48,As meninas exemplares,Condessa de Ségur ; trad. Raquel Moura ; il. Patrícia Furtado,"Alfragide : Oficina do Livro, 2016",3,Antes 2017,6 - 8 anos,Literatura,Condessa de Ségur , trad. Raquel Moura ; il. Patrícia Furtado
49,A viagem de peludim : quem sou? de onde vim? como nasci?,Sara Rodi e Vânia Beliz ; il. de Célia Fernandes,"Barcarena : Marcador, 2016",3,Antes 2017,6 - 8 anos,Literatura,Sara Rodi e Vânia Beliz , il. de Célia Fernandes
50,O canteiro dos livros,texto José Jorge Letria ; il. de Carla Nazareth,"Lisboa : Texto, 2016",3,Antes 2017,6 - 8 anos,Literatura,texto José Jorge Letria , il. de Carla Nazareth
51,A casa da mosca Fosca,adapt. Eva Mejuto ; il. de Sergio Mora ; trad. Dora Isabel Batalim,"Matosinhos : Kalandraka, imp. 2016",3,Antes 2017,6 - 8 anos,Literatura,adapt. Eva Mejuto , il. de Sergio Mora ; trad. Dora Isabel Batalim
52,Porque é que os animais não conduzem?,Pedro Seromenho,"Braga : Paleta de Letras, 2016",3,Antes 2017,6 - 8 anos,Literatura,Pedro Seromenho,
53,A girafa que comia estrelas,José Eduardo Agualusa ; il. Henrique Cayatte,"Alfragide : Dom Quixote, 2016",3,Antes 2017,6 - 8 anos,Literatura,José Eduardo Agualusa , il. Henrique Cayatte
54,A menina gotinha de água,Papiniano Carlos ; des. Henrique Cayatte,"[S.l.] : Assírio & Alvim, imp. 2016",3,Antes 2017,6 - 8 anos,Literatura,Papiniano Carlos , des. Henrique Cayatte
55,Nicomedes : o careca,Pinto & Chinto ; trad. Elisabete Ramos,"Matosinhos : Kalandraka, 2016",3,Antes 2017,6 - 8 anos,Literatura,Pinto & Chinto , trad. Elisabete Ramos
56,A história do Pedrito Coelho,Beatrix Potter ; trad. Mafalda Acebey,"Porto : Porto Ed., 2016",3,Antes 2017,6 - 8 anos,Literatura,Beatrix Potter , trad. Mafalda Acebey
57,O menino escritor,Rosário Alçada Araújo ; il. Catarina França,"Alfragide : Gailivro, 2016",3,Antes 2017,6 - 8 anos,Literatura,Rosário Alçada Araújo , il. Catarina França
58,A galinha ruiva,história contada por António Torrado ; il. Tânia Clímaco,"Queluz de Baixo : Soregra, 2016",3,Antes 2017,6 - 8 anos,Literatura,história contada por António Torrado , il. Tânia Clímaco
59,"Sílvio, guardador de ventos","Francisco Duarte Mangas, Madalena Moniz",ISBN: 978-972-21-2812-4,3,Antes 2017,6 - 8 anos,Literatura,"Francisco Duarte Mangas, Madalena Moniz",
60,Quando a mãe era pequena,texto Joana Cabral ; il. Margarida Teixeira,"[Lisboa] : Máquina de Voar, 2016",4,Antes 2017,6 - 8 anos,Literatura,texto Joana Cabral , il. Margarida Teixeira
61,O primeiro dia de escola,António Mota ; il. Paulo Galindro,"Alfragide : Asa II, 2016",4,Antes 2017,6 - 8 anos,Literatura,António Mota , il. Paulo Galindro
62,O espelho mágico,história de António Torrado ; il. Tânia Clímaco,"Queluz de Baixo : Soregra, 2016",4,Antes 2017,6 - 8 anos,Literatura,história de António Torrado , il. Tânia Clímaco
63,A ovelhinha preta,Elizabeth Shaw ; trad. António Pescada,"Alfragide : Caminho, imp. 2016",4,Antes 2017,6 - 8 anos,Literatura,Elizabeth Shaw , trad. António Pescada
64,Uma flor chamada Maria,Alves Redol ; il. de José Miguel Ribeiro,"Alfragide : Caminho, imp. 2016",4,Antes 2017,6 - 8 anos,Literatura,Alves Redol , il. de José Miguel Ribeiro
65,O coelhinho branco,história contada por António Torrado ; il. de Tânia Clímaco,"Queluz de Baixo : Soregra, 2016",4,Antes 2017,6 - 8 anos,Literatura,história contada por António Torrado , il. de Tânia Clímaco
66,Os sapatos do Pai Natal,José Fanha ; il. Sandra Serra,"Alfragide : Gailivro, 2016",4,Antes 2017,6 - 8 anos,Literatura,José Fanha , il. Sandra Serra
67,O rouxinol e a sua namorada,Sidónio Muralha ; il. Marta Jacinto,"Porto : Porto Ed., 2016",4,Antes 2017,6 - 8 anos,Literatura,Sidónio Muralha , il. Marta Jacinto
68,O rabo do rato,história contada por António Torrado ; il. Tânia Clímaco,"Queluz de Baixo : Soregra, 2016",4,Antes 2017,6 - 8 anos,Literatura,história contada por António Torrado , il. Tânia Clímaco
69,Depois da chuva,texto e il. Miguel Cerro ; trad. Elisabete Ramos,"Matosinhos : Kalandraka, 2016",4,Antes 2017,6 - 8 anos,Literatura,texto e il. Miguel Cerro , trad. Elisabete Ramos
70,O sonho de Mateus,Leo Lionni ; trad. Ana M. Noronha,"Matosinhos : Kalandraka, 2016",4,Antes 2017,6 - 8 anos,Literatura,Leo Lionni , trad. Ana M. Noronha
71,Dicionário das palavras sonhadoras,António Mota ; il. Sebastião Peixoto,"Alfragide : Asa II, 2016",4,Antes 2017,6 - 8 anos,Literatura,António Mota , il. Sebastião Peixoto
72,Eu espero...,Davide Cali e Serge Bloch ; trad. Miguel Gouveia,"[S.l.] : Bruaá, 2016",4,Antes 2017,6 - 8 anos,Literatura,Davide Cali e Serge Bloch , trad. Miguel Gouveia
73,Outono,André Letria,"Porto Salvo : Pato lógico, 2015",4,Antes 2017,6 - 8 anos,Literatura,André Letria,
74,Há coisas assim... e outra história,António Torrado ; il. Raquel Pinheiro,"Alfragide : Asa II, 2015",4,Antes 2017,6 - 8 anos,Literatura,António Torrado , il. Raquel Pinheiro
75,O jantar dos animais,Luísa Ducla Soares ; mús. Daniel Completo ; il. Ana Cristina Completo,"Sesimbra : Canto das Cores, imp. 2015",4,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , mús. Daniel Completo ; il. Ana Cristina Completo
76,História de uma nuvem,António Torrado ; il. Tânia Clímaco,"Queluz de Baixo : Soregra, 2015",4,Antes 2017,6 - 8 anos,Literatura,António Torrado , il. Tânia Clímaco
77,A manta : uma história aos quadradinhos ( de tecido),"Isabel Minhós Martins, Yara Kono","Carcavelos : Planeta Tangerina, 2015",4,Antes 2017,6 - 8 anos,Literatura,"Isabel Minhós Martins, Yara Kono",
78,As nuvens,Maria Inês Almeida ; il. Sebastião Peixoto,"Lisboa : Livros Horizonte, 2015",4,Antes 2017,6 - 8 anos,Literatura,Maria Inês Almeida , il. Sebastião Peixoto
79,A Carochinha e o João Ratão,Luísa Ducla Soares ; il. de Katarina Ilkovicova,ISBN: 978-972-0-72857-9,4,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , il. de Katarina Ilkovicova
80,História das cinco vogais,"Luísa Ducla Soares, Manuela Bacelar","Porto : Afrontamento, 2015",5,Antes 2017,6 - 8 anos,Literatura,"Luísa Ducla Soares, Manuela Bacelar",
81,"Eu ponho-te bom, disse o urso : a história de como uma vez o tigrezinho ficou doente",texto e il. Janosch ; trad. Ermelinda Mutenha e Kai Immig ,"Matosinhos : Kalandraka, 2015",5,Antes 2017,6 - 8 anos,Literatura,texto e il. Janosch , trad. Ermelinda Mutenha e Kai Immig 
82,O Rato Renato faz anos,texto de Anna Casalis ; il. de Marco Campanella ; trad. e adapt. de Helena Ruão  ,"Alfragide : Asa II, 2015",5,Antes 2017,6 - 8 anos,Literatura,texto de Anna Casalis , il. de Marco Campanella ; trad. e adapt. de Helena Ruão  
83,Partida,André Letria,"Porto Salvo : Pato lógico, 2015",5,Antes 2017,6 - 8 anos,Literatura,André Letria,
84,"Kiko, o dentinho de leite",Manuela Mota Ribeiro ; il. de Mafalda Sá,"[S.l.] : EBITDA, 2015",5,Antes 2017,6 - 8 anos,Literatura,Manuela Mota Ribeiro , il. de Mafalda Sá
85,A joaninha vaidosa,Ana Maria Magalhães e Isabel Alçada ; il. de Nuno Feijão,"Alfragide : Caminho, imp. 2015",5,Antes 2017,6 - 8 anos,Literatura,Ana Maria Magalhães e Isabel Alçada , il. de Nuno Feijão
86,Estranhões & bizarrocos : estórias para adormecer anjos,José Eduardo Agualusa ; il. Henrique Cayatte,"Alfragide : Dom Quixote, 2015",5,Antes 2017,6 - 8 anos,Literatura,José Eduardo Agualusa , il. Henrique Cayatte
87,Não há dois iguais,texto Javier Sobrino ; il. Catarina Sobral,"Matosinhos : Kalandraka, 2015",5,Antes 2017,6 - 8 anos,Literatura,texto Javier Sobrino , il. Catarina Sobral
88,José vai ao médico,Maria Inês de Almeida ; il. Manel Cruz,ISBN: 978-972-24-1790-7,5,Antes 2017,6 - 8 anos,Literatura,Maria Inês de Almeida , il. Manel Cruz
89,A escada vermelha,texto e il. Fernando Pérez Hernando ; trad. Ana M. Noronha,"Matosinhos : Kalandraka, 2015",5,Antes 2017,6 - 8 anos,Literatura,texto e il. Fernando Pérez Hernando , trad. Ana M. Noronha
90,Trava-línguas,"Luísa Costa Gomes, ; il. Jorge Nesbitt","Alfragide : Dom Quixote, 2015",5,Antes 2017,6 - 8 anos,Literatura,"Luísa Costa Gomes, ", il. Jorge Nesbitt
91,O ratinho poeta,Luísa Dacosta ; il. Cristina Valadas,"Alfragide : Asa, 2015",5,Antes 2017,6 - 8 anos,Literatura,Luísa Dacosta , il. Cristina Valadas
92,A vila das cores,Bruno Magina ; il. Carolina Figueira ; pref. Paulo Côrte-Real,"[S.l.] : Escritório, 2015",5,Antes 2017,6 - 8 anos,Literatura,Bruno Magina , il. Carolina Figueira ; pref. Paulo Côrte-Real
93,Os três bandidos,texto e il. Tomi Ungerer ; trad. Marya Georgieva,"Matosinhos : Kalandraka, 2015",5,Antes 2017,6 - 8 anos,Literatura,texto e il. Tomi Ungerer , trad. Marya Georgieva
94,O veado florido,António Torrado ; il. Cristina Valadas,"Alfragide : Asa II, 2015",5,Antes 2017,6 - 8 anos,Literatura,António Torrado , il. Cristina Valadas
95,Os ovos misteriosos,"Luísa Ducla Soares, Manuela Bacelar","Porto : Afrontamento, 2015",5,Antes 2017,6 - 8 anos,Literatura,"Luísa Ducla Soares, Manuela Bacelar",
96,"Edmar, o passarinho albino",Manuela Mota Ribeiro ; il. Célia Mota,[S.l.] : Jardins das Histórias 2015,5,Antes 2017,6 - 8 anos,Literatura,Manuela Mota Ribeiro , il. Célia Mota
97,"José, come a sopa",Maria Inês de Almeida ; il. Manel Cruz,ISBN: 978-972-24-1789-1,5,Antes 2017,6 - 8 anos,Literatura,Maria Inês de Almeida , il. Manel Cruz
98,Pê de Pai,Isabel Minhós Martins ; il. Bernardo P. Carvalho,"Carcavelos : Planeta Tangerina, 2015",5,Antes 2017,6 - 8 anos,Literatura,Isabel Minhós Martins , il. Bernardo P. Carvalho
99,O capuchinho vermelho no século XXI,Luísa Ducla Soares ; il. Maria João Lopes,ISBN: 978-972-0-72854-8,5,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Maria João Lopes
100,Uma andorinha no alpendre,Alexandre Parafita ; il. Marta Santos,"Maia : Livro Directo, 2015",6,Antes 2017,6 - 8 anos,Literatura,Alexandre Parafita , il. Marta Santos
101,Uns óculos para a Rita,Luísa Ducla Soares ; il. de Rita Duque,ISBN: 978-972-0-72855-5,6,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , il. de Rita Duque
102,O soldado João,Luísa Ducla Soares ; il. Morena Forza,ISBN: 978-972-0-72856-2,6,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , il. Morena Forza
103,O patinho feio,adapt. de Manuela Rodríguez ; il. Ana Sande ; trad. Elisabete Ramos,"Matosinhos : Kalandraka, 2015",6,Antes 2017,6 - 8 anos,Literatura,adapt. de Manuela Rodríguez , il. Ana Sande ; trad. Elisabete Ramos
104,O dia em que a mata ardeu,texto José Fanha ; il. Maria João Gromicho ; coord. Maria da Luz Santos,"Alfragide : Gailivro, 2015",6,Antes 2017,6 - 8 anos,Literatura,texto José Fanha , il. Maria João Gromicho ; coord. Maria da Luz Santos
105,A tia e eu,Maria Teresa Maia Gonzalez ; il. Inês  do Carmo,"Prior Velho : Paulinas, 2015",6,Antes 2017,6 - 8 anos,Literatura,Maria Teresa Maia Gonzalez , il. Inês  do Carmo
106,A noite dos animais inventados,David Machado ; il. Teresa Lima,"Barcarena : Presença, 2015",6,Antes 2017,6 - 8 anos,Literatura,David Machado , il. Teresa Lima
107,O mundo é redondo,"Inês Pupo, Gonçalo Pratas ; il. Cristina Sampaio","Porto : Porto Ed., 2015",6,Antes 2017,6 - 8 anos,Literatura,"Inês Pupo, Gonçalo Pratas ", il. Cristina Sampaio
108,O semáforo chorão,João Manuel Ribeiro ; il. Hélder Barbosa,"[S.l.] : Trinta Por Uma Linha, 2015",6,Antes 2017,6 - 8 anos,Literatura,João Manuel Ribeiro , il. Hélder Barbosa
109,José vai à praia,Maria Inês de Almeida ; il. Manel Cruz,ISBN: 978-972-24-1791-4,6,Antes 2017,6 - 8 anos,Literatura,Maria Inês de Almeida , il. Manel Cruz
110,O meu irmão invisível,texto e il. Ana Pez ; trad. Carla Oliveira,"Lisboa : Orfeu Negro, 2015",6,Antes 2017,6 - 8 anos,Literatura,texto e il. Ana Pez , trad. Carla Oliveira
111,O meu primeiro Dom Quixote,trad. por Alice Vieira ; il. António Mingote Barrachina,"Lisboa : Dom Quixote, 2015",6,Antes 2017,6 - 8 anos,Literatura,trad. por Alice Vieira , il. António Mingote Barrachina
112,A princesa da chuva,Luísa Ducla Soares ; il. de Ana Afonso,ISBN: 978-972-0-72847-0,6,Antes 2017,6 - 8 anos,Literatura,Luísa Ducla Soares , il. de Ana Afonso
113,O pónei brilhante,escrito por Janey Louise Jones ; trad. Isabel Fraga,"Amadora : Booksmile, 2015",6,Antes 2017,6 - 8 anos,Literatura,escrito por Janey Louise Jones , trad. Isabel Fraga
114,ABZZZZ...,Isabel Minhós Martins ; il. Yara kono,"Carcavelos : Planeta Tangerina, 2015",6,Antes 2017,6 - 8 anos,Literatura,Isabel Minhós Martins , il. Yara kono
115,Gato procura-se,"Ana Saldanha, Yara Kono",ISBN: 978-972-212730-1,6,Antes 2017,6 - 8 anos,Literatura,"Ana Saldanha, Yara Kono",
116,Frederico,Leo Lionni ; trad. Dora Isabel Batalim,"Matosinhos : Kalandraka, 2015",6,Antes 2017,6 - 8 anos,Literatura,Leo Lionni , trad. Dora Isabel Batalim
117,Estrambólicos,André Letria e José Jorge Letria,"Porto Salvo : Pato Lógico, 2015",6,Antes 2017,6 - 8 anos,Literatura,André Letria e José Jorge Letria,
118,Uma aventura debaixo da terra,Mac Barnett ; il. Jon Klassen ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2015",6,Antes 2017,6 - 8 anos,Literatura,Mac Barnett , il. Jon Klassen ; trad. Rui Lopes
119,Que amigo levo comigo?,Dr. Seuss ; trad. José Dias Pires,"Amadora : Booksmile, 2015",6,Antes 2017,6 - 8 anos,Literatura,Dr. Seuss , trad. José Dias Pires
120,O livro sem bonecos,B. J. Novak ; trad. António Carlos Andrade,"Barcarena : Presença, 2015",7,Antes 2017,6 - 8 anos,Literatura,B. J. Novak , trad. António Carlos Andrade
121,O sapo apaixonado,Max Velthuijs ; trad. José Oliveira,"Lisboa : Caminho, imp. 2015",7,Antes 2017,6 - 8 anos,Literatura,Max Velthuijs , trad. José Oliveira
122,Com o tempo,Isabel Minhós Martins ; il. Madalena Matoso,"Carcavelos : Planeta Tangerina, 2015",7,Antes 2017,6 - 8 anos,Literatura,Isabel Minhós Martins , il. Madalena Matoso
123,Ler doce ler,textos José Jorge Letria ; il. Rui Castro,"Amadora : Booksmile, 2015",7,Antes 2017,6 - 8 anos,Literatura,textos José Jorge Letria , il. Rui Castro
124,O voo do golfinho,Ondjaki ; il. Danuta Wojciechowska,"Alfragide : Caminho, 2015",7,Antes 2017,6 - 8 anos,Literatura,Ondjaki , il. Danuta Wojciechowska
125,Vamos adivinhar?,Soledade Martinho Costa,ISBN: 978-972-0-70348-4,7,Antes 2017,6 - 8 anos,Literatura,Soledade Martinho Costa,
126,Um mistério até ao fim,Manuela Ribeiro ; il. Carmo Van Damme,"Leiria : Textiverso, 2015",7,Antes 2017,6 - 8 anos,Literatura,Manuela Ribeiro , il. Carmo Van Damme
127,O incrível rapaz que comia livros,de Oliver Jeffers ; trad. por Rui Lopes,"Lisboa : Orfeu Negro, 2015",7,Antes 2017,6 - 8 anos,Literatura,de Oliver Jeffers , trad. por Rui Lopes
128,O eco da ecologia,"Luísa Ducla Soares, Daniel Completo, Ana Cristina Completo","Sesimbra : Canto das Cores, 2015",7,Antes 2017,6 - 8 anos,Literatura,"Luísa Ducla Soares, Daniel Completo, Ana Cristina Completo",
129,Estava a pensar...,Sandol Stoddard ; concebido e il. Ivan Chermayeff ; trad. Miguel Gouveia,"Figueira da Foz : Bruaá, 2014",7,Antes 2017,6 - 8 anos,Literatura,Sandol Stoddard , concebido e il. Ivan Chermayeff ; trad. Miguel Gouveia
130,O Têpluquê e outras histórias,textos de Manuel António Pina ; com il. de Bárbara Assis Pacheco,"Porto : Assírio & Alvim, 2014",7,Antes 2017,6 - 8 anos,Literatura,textos de Manuel António Pina , com il. de Bárbara Assis Pacheco
131,O escuro,Lemony Snicket ; il. Jon Klassen ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2014",7,Antes 2017,6 - 8 anos,Literatura,Lemony Snicket , il. Jon Klassen ; trad. Rui Lopes
132,O cão e o gato,texto António Torrado ; il. André Letria,"Lisboa : Associação para a Promoção Cultural da Criança, 2014",7,Antes 2017,6 - 8 anos,Literatura,texto António Torrado , il. André Letria
