,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
10,O corcunda de Notre-Dame,Victor Hugo ; il. Gonçalo Mar ; trad. Joana Cabral,ISBN: 978-972-0-03314-7,1,2021 - 2.o Sem.,12 - 14 anos,Literatura,Victor Hugo , il. Gonçalo Mar ; trad. Joana Cabral
11,Flush : biografia de um cão,Virginia Woolf ; trad. Isabel Castro Silva ; il. Iratxe López de Munáin,"Lisboa : Livros do Brasil, 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,Virginia Woolf , trad. Isabel Castro Silva ; il. Iratxe López de Munáin
12,Três contos,"Eugenio Carmi, Umberto Eco ; trad. Bárbara Villalobos","Lisboa : Gradiva, 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,"Eugenio Carmi, Umberto Eco ", trad. Bárbara Villalobos
13,Era uma vez (e muitas outras serão),Johanna Schaible  ; trad. Isabel Minhós Martins e Mariana Vale,"Carcavelos : Planeta Tangerina, 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,Johanna Schaible  , trad. Isabel Minhós Martins e Mariana Vale
14,Dom Quixote,adapt. e argum. Philippe Chanoinat e Djian ; des. e cores David Pellet ; trad. Pedro Cleto,ISBN: 978-989-682-884-4,1,2021 - 2.o Sem.,12 - 14 anos,Literatura,adapt. e argum. Philippe Chanoinat e Djian , des. e cores David Pellet ; trad. Pedro Cleto
15,O grande panda e o pequeno dragão,James Norbury ; trad. Lucília Filipe,"Lisboa : Suma de Letras, 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,James Norbury , trad. Lucília Filipe
16,Heartstopper,Alice Oseman ; trad. Inês Montenegro,"[Porto] : Cultura, 2021-",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,Alice Oseman , trad. Inês Montenegro
17,Juntos,texto de Marianne Laidlaw ; il. Luke Adam Hawker ; trad. Valter Hugo Mãe,"Porto : Porto Ed., 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,texto de Marianne Laidlaw , il. Luke Adam Hawker ; trad. Valter Hugo Mãe
18,A Eneida de Virgílio adaptada para jovens,por Carlos Ascenso André ; il. Daniel Silvestre da Silva,"Lisboa : Quetzal, 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,por Carlos Ascenso André , il. Daniel Silvestre da Silva
19,Crónicas de um bufão na corte de Dom João,Lurdes Breda il. Tânia Clímaco,"Leiria : Hora de Ler, 2021",1,2021 - 2.o Sem.,12 - 14 anos,Literatura,Lurdes Breda il. Tânia Clímaco,
20,O gato que chora como pessoa,Geremias Mendoso ; il. Samuel Djive,"Alfragide : Caminho, 2020",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Geremias Mendoso , il. Samuel Djive
21,A lenda do livro dos segredos,Mafalda Moutinho ; il. Umberto Stagni,"Alfragide : Dom Quixote, 2020",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Mafalda Moutinho , il. Umberto Stagni
22,Ema e a estrela carente,Sérgio Almeida ; il. Carla Monteiro,"Rio Tinto : Mosaico de Palavras, 2020",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Sérgio Almeida , il. Carla Monteiro
23,Teresa : a vaca que voa,Alfredo Behrens ; il. Diego Ingold ; trad. Luli Delgado,ISBN: 978-989-9015-31-9,2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Alfredo Behrens , il. Diego Ingold ; trad. Luli Delgado
24,Olhos de prata,"Scott Cawthon, Kira Breed-Wrisley ; trad. Glenda d'Oliveira","Lisboa : Presença, 2020",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,"Scott Cawthon, Kira Breed-Wrisley ", trad. Glenda d'Oliveira
25,A volta ao mundo em 80 dias,adapt. e argum. des. e cores Chrys Millien ; trad. Pedro Cleto,ISBN: 978-989-682-876-9,2,2021 - 2.o Sem.,12 - 14 anos,Literatura,adapt. e argum. des. e cores Chrys Millien , trad. Pedro Cleto
26,Sandokan e os piratas da Malásia,Emilio Salgari ; trad. J. Teixeira Aguilar,"Alfragide : Oficina do Livo, 2018",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Emilio Salgari , trad. J. Teixeira Aguilar
27,A história de João Gala-Gala,"Pedro Pereira Lopes, Chico António ; il. Luís Cardoso","Lisboa : Imprensa Nacional-Casa da Moeda, 2017",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,"Pedro Pereira Lopes, Chico António ", il. Luís Cardoso
28,Quem é esta gente nos Painéis de São Vicente?,Ana Maria Magalhães e Isabel Alçada ; il. Ana Seixas,"Maputo : Escola Portuguesa de Moçambique - Centro de Ensino e Língua Portuguesa,  2016",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Ana Maria Magalhães e Isabel Alçada , il. Ana Seixas
29,O coração apaixonado do embondeiro,Rafo Díaz ; il. Ruth Bañón,"Lisboa : Empresa Municipal de Mobilidade e Estacionamento de Lisboa, 2016",2,2021 - 2.o Sem.,12 - 14 anos,Literatura,Rafo Díaz , il. Ruth Bañón
30,Roque & Rola e Bibi Manuela,José Fanha ; il. Susana Carvalhinhos,ISBN: 978-989-8421-22-7,2,2021 - 2.o Sem.,12 - 14 anos,Literatura,José Fanha , il. Susana Carvalhinhos
