,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,"Luanda, Lisboa, Paraíso",Djaimilia Pereira de Almeida,"Lisboa : Companhia das Letras, 2021",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Djaimilia Pereira de Almeida,
1,Pessoas normais,Sally Rooney ; trad. Ana Falcão Bastos,"Lisboa : Relógio D'Água, cop. 2020",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Sally Rooney , trad. Ana Falcão Bastos
2,"Luanda, Lisboa, Paraíso",Djaimilia Pereira de Almeida,"Lisboa : Companhia das Letras, 2020",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Djaimilia Pereira de Almeida,
3,Veloz como o vento,Gine Victor ; trad. Herberto Helder,"Lisboa : Ponto de Fuga, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Gine Victor , trad. Herberto Helder
4,Doidão,José Mauro de Vasconcelos,"Amadora : Fábula, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,José Mauro de Vasconcelos,
5,O que eu ouvi na barrica das maçãs,Mário de Carvalho,"Lisboa : Porto Ed., 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Mário de Carvalho,
6,As pessoas felizes,Agustina Bessa Luís ; pref. António Barreto,"Lisboa : Relógio d'Água, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Agustina Bessa Luís , pref. António Barreto
7,Os três mosqueteiros,Alexandre Dumas ; trad. e notas Júlia Ferreira e José Cláudio,ISBN: 978-989-641-940-0,1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Alexandre Dumas , trad. e notas Júlia Ferreira e José Cláudio
8,"Manifestos, textos críticos e afins","Mário-Henrique Leiria ; introd., org. e notas Tania Martuscelli","Silveira : E-Primatur, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Mário-Henrique Leiria ," introd., org. e notas Tania Martuscelli"
9,Vinte horas de liteira,Camilo Castelo Branco ; coord. Carlos Reis ; introd. e nota bibliográfica Maria Fernanda de Abreu,ISBN: 978-972-27-2020-5,1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Camilo Castelo Branco , coord. Carlos Reis ; introd. e nota bibliográfica Maria Fernanda de Abreu
10,Fiesta : o sol nasce sempre,"Ernest Hemingway ; pref., trad. de Jorge de Sena","[S.l.] : Livros do Brasil, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Ernest Hemingway ," pref., trad. de Jorge de Sena"
11,As neves do Kilimanjaro e outras histórias,"Ernest Hemingway ; trad. Alexandre Pinheiro Torres, José Correia Ribeiro, Virgínia Motta","Porto : Livros do Brasil, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Ernest Hemingway ," trad. Alexandre Pinheiro Torres, José Correia Ribeiro, Virgínia Motta"
12,A mulher de trinta anos,Honoré de Balzac ; trad. Dóris graça Dias,ISBN: 978-989-641-912-7,1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Honoré de Balzac , trad. Dóris graça Dias
13,Pequenas misérias da vida conjugal ; Uma rua de Paris e o homem que nela mora,Honoré de Balzac ; trad. Natália Nunes,ISBN: 978-989-641-931-8,1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Honoré de Balzac , trad. Natália Nunes
14,Fundação,Isaac Asimov ; trad. Jorge Colaço,"Porto Salvo : Saída de Emergência, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Isaac Asimov , trad. Jorge Colaço
15,Os meus sentimentos,Dulce Maria Cardoso,"Lisboa : Tinta-da-China, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Dulce Maria Cardoso,
16,A vegetariana,Han Kang ; trad. do inglês por Maria do Carmo Figueira,"Alfragide : BIS, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Han Kang , trad. do inglês por Maria do Carmo Figueira
17,O susto,Agustina Bessa-Luís ; pref. António M. Feijó,"Lisboa : Relógio D'Água, cop. 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Agustina Bessa-Luís , pref. António M. Feijó
18,Histórias,Susan Sontag ; ed. Benjamin Taylor ; trad. Vasco Teles de Menezes,"Lisboa : Quetzal, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Susan Sontag , ed. Benjamin Taylor ; trad. Vasco Teles de Menezes
19,Tríptico da salvação,Mário Cláudio,"Lisboa : Dom Quixote, 2019",1,2019 - 2.o Sem.,15 - 18 anos,Literatura,Mário Cláudio,
20,Amor de perdição : (memórias duma família),Camilo Castelo Branco,Porto : Livros do Brasil 2019,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Camilo Castelo Branco,
21,Léxico familiar,Natalia Ginzburg ; trad. Miguel Serras Pereira,ISBN: 978-989-641-901-1,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Natalia Ginzburg , trad. Miguel Serras Pereira
22,O mel do leão : o mito de Sansão,David Grossman ; trad. Paulo Osório de Castro,"Amadora : Elsinore, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,David Grossman , trad. Paulo Osório de Castro
23,As minas de Salomão,por Rider Haggard ; trad. de Eça de Queiroz ; il. de Will Nikeless e Peter Branfield,ISBN: 978-972-38-2917-4,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,por Rider Haggard , trad. de Eça de Queiroz ; il. de Will Nikeless e Peter Branfield
24,Pessoas normais,Sally Rooney ; trad. Ana Falcão Bastos,ISBN: 978-989-641-936-3,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Sally Rooney , trad. Ana Falcão Bastos
25,O último minuto na vida de S.,Miguel Real,"Alfragide : Dom Quixote, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Miguel Real,
26,Guerra e terebintina : romance,Stefan Hertmans ; trad. Arie Pos,"Alfragide : Dom Quixote, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Stefan Hertmans , trad. Arie Pos
27,A invenção ocasional,Elena Ferrante ; il. de Andrea Ucini  ; trad. de Miguel Serras Pereira,"Lisboa : Relógio D'Água, cop. 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Elena Ferrante , il. de Andrea Ucini  ; trad. de Miguel Serras Pereira
28,Mataram a cotovia : um romance gráfico,Harper Lee ; adapt. e il. por Fred Fordham ; trad. Fernando Ferreira-Alves,ISBN: 978-989-641-925-7,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Harper Lee , adapt. e il. por Fred Fordham ; trad. Fernando Ferreira-Alves
29,Quando Hitler roubou o coelho cor-de-rosa,Judith Kerr ; trad. e pref. de Carla Maia de Almeida,"Amadora : Fábula, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Judith Kerr , trad. e pref. de Carla Maia de Almeida
30,A guerra que me ensinou a viver,Kimberly Brubaker Bradley ; trad. Dina Antunes,"Amadora : Topseller, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Kimberly Brubaker Bradley , trad. Dina Antunes
31,O terrorista elegante e outras histórias,José Eduardo Agualusa e Mia Couto,"[Lisboa] : Quetzal, cop. 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,José Eduardo Agualusa e Mia Couto,
32,Devoção = Devotion,Patti Smith ; trad. Helder Moura Pereira,"Lisboa : Quetzal, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Patti Smith , trad. Helder Moura Pereira
33,O pedaço que falta,Shel Silverstein ; trad. Susana Ferreira,"[S.l.] : Bertrand, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Shel Silverstein , trad. Susana Ferreira
34,"Se és sabichão... recicla, pois então!",texto e il. dos Alunos da ES 2.3 D. Filipa de Lencastre,"Castelo de Vide : Cabeçudos, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,texto e il. dos Alunos da ES 2.3 D. Filipa de Lencastre,
35,Um prego no coração ; Natureza morta ; Vício,Paulo José Miranda ; il. Tiago Albuquerque,ISBN: 978-989-8688-97-2,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Paulo José Miranda , il. Tiago Albuquerque
36,Contos da sétima esfera,Mário de Carvalho,"Porto : Porto Ed., 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Mário de Carvalho,
37,Ghost,Jason Reynolds ; trad. José João Leiria,"Amadora : Fábula, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Jason Reynolds , trad. José João Leiria
38,O estendal e outros contos,Jaime Rocha,ISBN: 978-989-641-946-2,2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Jaime Rocha,
39,Famílias em construção,Margarida Fonseca Santos ,"Amadora : Fábula, 2019",2,2019 - 2.o Sem.,15 - 18 anos,Literatura,Margarida Fonseca Santos ,
40,Mães que tudo,Ana Margarida de Carvalho... [et al.],"Lisboa : Companhia das Letras, 2019",3,2019 - 2.o Sem.,15 - 18 anos,Literatura,Ana Margarida de Carvalho... [et al.],
41,Histórias falsas,Gonçalo M. Tavares,ISBN: 978-989-641-947-9,3,2019 - 2.o Sem.,15 - 18 anos,Literatura,Gonçalo M. Tavares,
42,A luz de Pequim,Francisco José Viegas,"Porto : Porto Ed., 2019",3,2019 - 2.o Sem.,15 - 18 anos,Literatura,Francisco José Viegas,
43,Longa pétala de mar,Isabel Allende ; trad. José Pedro Leite,"Porto : Porto Ed., 2019",3,2019 - 2.o Sem.,15 - 18 anos,Literatura,Isabel Allende , trad. José Pedro Leite
44,Torto arado,Itamar Vieira Junior,"Alfragide : Leya, 2019",3,2019 - 2.o Sem.,15 - 18 anos,Literatura,Itamar Vieira Junior,
