,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
0,Tímidos,Simona Ciraolo ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Simona Ciraolo , trad. Rui Lopes
1,Coração de vidro,José Mauro de Vasconcelos  ,"Amadora : Fábula, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,José Mauro de Vasconcelos  ,
2,Os meninos do caminho de ferro,E. Nesbit ; trad. Miguel Freitas da Costa,ISBN: 978-989-9027-15-2,1,2021 - 1.o Sem.,9 - 11 anos,Literatura,E. Nesbit , trad. Miguel Freitas da Costa
3,Ser pequeno na cidade,texto e il. Sydney Smith ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,texto e il. Sydney Smith , trad. Susana Cardoso Ferreira
4,A estrela que vejo da minha janela,Onjali Q. Raúf ; trad. Maria Leitão,"Amadora : Booksmile, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Onjali Q. Raúf , trad. Maria Leitão
5,Eu falo como um rio,Jordan Scott ; il. Sydney Smith ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Jordan Scott , il. Sydney Smith ; trad. Susana Cardoso Ferreira
6,Viagem ao centro da Terra,Júlio Verne ; apresent. Adriana Veleda ; trad. J. Lima da Costa,"Porto : Porto Ed., 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Júlio Verne , apresent. Adriana Veleda ; trad. J. Lima da Costa
7,Que confusão!,texto Pippa Goodhart ; il. Emily Rand ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,texto Pippa Goodhart , il. Emily Rand ; trad. Susana Cardoso Ferreira
8,O destino de Fausto : uma fábula ilustrada de,Oliver Jeffers ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Oliver Jeffers , trad. Rui Lopes
9,Se algum dia vieres à terra,Sophie Blackall ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Sophie Blackall , trad. Susana Cardoso Ferreira
10,"Abril, o peixe vermelho",Marjolaine Leray ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2021",1,2021 - 1.o Sem.,9 - 11 anos,Literatura,Marjolaine Leray , trad. Maria Afonso
