,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
18,Ciclone : diário de uma montanha-russa,texto Inês Barahona e Miguel Fragata ; il. Mariana Malhão,"Lisboa : Orfeu Negro, 2019",1,2019 - 1.º Sem.,12 - 14 anos,Literatura,texto Inês Barahona e Miguel Fragata , il. Mariana Malhão
19,Os meninos de Varsóvia,Elisabeth Gifford ; trad. Irene Ramalho,"Porto : Porto Ed., 2019",1,2019 - 1.º Sem.,12 - 14 anos,Literatura,Elisabeth Gifford , trad. Irene Ramalho
20,Manuel : o menino com asas de livros,Joana Lopes e Mafalda Milhões,"Sertã : Câmara Municipal, D. L. 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Joana Lopes e Mafalda Milhões,
21,As piores crianças do mundo 2,David Walliams ; il. Tony Ross ; trad. Rita Amaral,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,David Walliams , il. Tony Ross ; trad. Rita Amaral
22,As aventuras de Pinóquio,Carlo Collodi ; trad. rev. e actualiz. de José Colaço Barreiros ; il. Carlos J. Campos,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Carlo Collodi , trad. rev. e actualiz. de José Colaço Barreiros ; il. Carlos J. Campos
23,Clementine,Roberto Innocenti ; escrita por Amy Novesky ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Roberto Innocenti , escrita por Amy Novesky ; trad. Carla Maia de Almeida
24,Robot selvagem,Peter Brown ; trad. Dulce Afonso,"Amadora : Fábula, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Peter Brown , trad. Dulce Afonso
25,O senhor Brecht e o sucesso,Gonçalo M. Tavares ; posf. Alberto Manguel ; des. Rachel Caiano,ISBN: 978-989-641-854-0,2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Gonçalo M. Tavares , posf. Alberto Manguel ; des. Rachel Caiano
26,A trilogia de Nova Iorque : romance,Paul Auster ; pref. de Rogério Ferreira Alves ; trad. do inglês por Alberto Gomes,"Alfragide : Leya, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Paul Auster , pref. de Rogério Ferreira Alves ; trad. do inglês por Alberto Gomes
27,As aventuras de Robin dos Bosques,texto e il. Howard Pyle ; trad. Carlos Sousa de Almeida,"Porto : Sextante, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,texto e il. Howard Pyle , trad. Carlos Sousa de Almeida
28,Os três mosqueteiros,Alexandre Dumas ; trad. Artur Lopes Cardoso ; il. Maurice Leloir,"Porto : Sextante, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Alexandre Dumas , trad. Artur Lopes Cardoso ; il. Maurice Leloir
29,Viva México,Alexandra Lucas Coelho,"Lisboa : Companhia das Letras, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Alexandra Lucas Coelho,
30,Rosa branca,texto de Christophe Gallaz e Roberto Innocenti ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,texto de Christophe Gallaz e Roberto Innocenti , trad. Carla Maia de Almeida
31,Contos completos,Beatrix Potter ; trad. Eugénia Antunes e Paulo Rêgo,"Lisboa : Pim!, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Beatrix Potter , trad. Eugénia Antunes e Paulo Rêgo
32,Os amigos,Gonçalo M. Tavares ; il. Rachel Caiano,ISBN: 978-989-641-691-1,2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Gonçalo M. Tavares , il. Rachel Caiano
33,O senhor Ventura : novela,Miguel Torga,"Alfragide : Dom Quixote, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Miguel Torga,
34,Deste mundo e do outro,José Saramago,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,José Saramago,
35,Miguel Strogoff,Júlio Verne ; trad. Pedro Vidoeira ; il. Jules Férat,"Silveira : E-Primatur, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Júlio Verne , trad. Pedro Vidoeira ; il. Jules Férat
36,Pippi das meias altas nos mares do Sul,Astrid Lindgren ; gravuras de Ingrid Vang Nyman ; trad. Marta Mendonça,ISBN: 978-989-641-860-1,2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Astrid Lindgren , gravuras de Ingrid Vang Nyman ; trad. Marta Mendonça
37,Krabat : o moinho do feiticeiro,Otried Preussler ; trad. Gabriela Fragoso ; il. Herbert Holzing,"Porto : Sextante, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Otried Preussler , trad. Gabriela Fragoso ; il. Herbert Holzing
38,O conto da ilha desconhecida,José Saramago,"Porto : Porto Ed., 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,José Saramago,
39,Calvin Esparguete : diário de um gato citadino,Filomena Lança,"Alfragide : Dom Quixote, 2018",2,2019 - 1.º Sem.,12 - 14 anos,Literatura,Filomena Lança,
40,A guerra que salvou a minha vida,Kimberly Brubaker Bradley ; trad. Dina Antunes,"Amadora : Topseller Bliss, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Kimberly Brubaker Bradley , trad. Dina Antunes
41,Estar vivo aleija,Ricardo Araújo Pereira,"Lisboa : Tinta-da-China, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Ricardo Araújo Pereira,
42,Tenho uns pés perfeitos : [um livro para ler com os pés descalços],"María Solar, Gusti ; trad. Elisabete Ramos","Matosinhos : Kalandraka, cop. 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,"María Solar, Gusti ", trad. Elisabete Ramos
43,Diário de Samuel Z,"Ana Maria Magalhães, Isabel Alçada ; il. Pedro Burgos","Lisboa : EMEL, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Pedro Burgos
44,As viagens de Gulliver,Jonathan Swift ; trad. Paulo Tavares ; pref. de Maria do Rosário Pedreira,"Amadora : Fábula, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Jonathan Swift , trad. Paulo Tavares ; pref. de Maria do Rosário Pedreira
45,Uma longa viagem,"Daniel H. Chambers, Federico Delicado ; trad. Elisabete Ramos","Matosinhos : Kalandraka, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,"Daniel H. Chambers, Federico Delicado ", trad. Elisabete Ramos
46,Todas as fábulas,Luis Sepúlveda ; il. Simona Mulazzani,"Porto : Porto Ed., 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Luis Sepúlveda , il. Simona Mulazzani
47,António Lobo Antunes : o amor das coisas belas (ou pelo menos das que eu considero belas),Jorge Reis-Sá ; il. Nicolau,"[Lisboa] : Imprensa Nacional-Casa da Moeda : Pato Lógico, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Jorge Reis-Sá , il. Nicolau
48,Livres e iguais : os direitos humanos na escola,"Ana Maria Magalhães, Isabel Alçada ; il. Ana Seixas","[S.l.] : Imprensa Nacional-Casa da Moeda, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Ana Seixas
49,Scaramouche : um romance da revolução francesa,Rafael Sabatini,Porto : Sextante 2018,3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Rafael Sabatini,
50,A ilha do tesouro,Robert Louis Stevenson ; il. da capa N. C. Wyeth ; trad. António Mega Ferreira,"Porto : Sextante, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Robert Louis Stevenson , il. da capa N. C. Wyeth ; trad. António Mega Ferreira
51,Contos gregos,António Sérgio ; il. Aurélie de Sousa,"Porto : Porto Ed., 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,António Sérgio , il. Aurélie de Sousa
52,Oliver Twist ou a jornada de um rapaz desvalido,"Charles Dickens ; trad., introd. e notas de Paulo Faria ; posf. de G. K. Chesterton ; il. de George Cruikshank",ISBN: 978-989-641-821-2,3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Charles Dickens ," trad., introd. e notas de Paulo Faria ; posf. de G. K. Chesterton ; il. de George Cruikshank"
53,Histórias de meninas aventureiras,recontadas por Julia Bruce ; introd. de Jacqueline Wilson ; il. Olga Baumert... [et al.] ; trad. José Remelhe,"Lisboa : Nuvem de Letras : Penguin Random House, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,recontadas por Julia Bruce , introd. de Jacqueline Wilson ; il. Olga Baumert... [et al.] ; trad. José Remelhe
54,Grandes esperanças,Charles Dickens ; trad. e notas Frederico Pedreira,ISBN: 978-989-641-837-3,3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Charles Dickens , trad. e notas Frederico Pedreira
55,Páginas de livros infantis rejeitadas,texto Nuno Markl ; il. Marisa Silva,"Lisboa : Objectiva, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,texto Nuno Markl , il. Marisa Silva
56,Carta ao cavaleiro de nada,João Marecos ; il. Rachel Caiano,ISBN: 978-972-24-1898-0,3,2019 - 1.º Sem.,12 - 14 anos,Literatura,João Marecos , il. Rachel Caiano
57,A loja de antiguidades,Charles Dickens ; trad. Ersílio Cardoso ; il. George Cattermole... [et al.],"Silveira : E-Primatur, 2018",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Charles Dickens , trad. Ersílio Cardoso ; il. George Cattermole... [et al.]
58,Papillon,Henri Charrière ; trad. Mário Varela Soares,"Lisboa : 11x17, 2017",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,Henri Charrière , trad. Mário Varela Soares
59,Literatura de cordel : uma antologia,[compil.] José Viale Moutinho,"Lisboa : Temas e Debates, 2017",3,2019 - 1.º Sem.,12 - 14 anos,Literatura,[compil.] José Viale Moutinho,
60,Os Romanov,Simon Sebag Montefiore ; trad. Miguel Mata,"Lisboa : Presença, 2017",4,2019 - 1.º Sem.,12 - 14 anos,Literatura,Simon Sebag Montefiore , trad. Miguel Mata
61,Viagens na minha terra,Almeida Garrett,"Lisboa : Guerra e Paz, 2017",4,2019 - 1.º Sem.,12 - 14 anos,Literatura,Almeida Garrett,
62,Livro português das fábulas : uma antologia : da tradição popular a Fernando Pessoa,[compil.] José Viale Moutinho,ISBN: 978-989-644-473-0,4,2019 - 1.º Sem.,12 - 14 anos,Literatura,[compil.] José Viale Moutinho,
63,Fábulas de La Fontaine,il. Fatinha Ramos,"Porto : Porto Ed., 2016",4,2019 - 1.º Sem.,12 - 14 anos,Literatura,il. Fatinha Ramos,
64,A aia e outros contos,Eça de Queirós ; il. Fátima Ramos,ISBN: 978-972-0-72667-4,4,2019 - 1.º Sem.,12 - 14 anos,Literatura,Eça de Queirós , il. Fátima Ramos
65,História trágico-marítima : narrativas de naufrágios da época das conquistas,adapt. António Sérgio ; il. Jorge Mateus,ISBN: 978-972-0-72720-6,4,2019 - 1.º Sem.,12 - 14 anos,Literatura,adapt. António Sérgio , il. Jorge Mateus
