,title,author,publisher,res_page,PNLedition,age_recom,theme,1st_author,other_authors
38,Animais e animenos : e outros bichos mais pequenos,Rita Taborda Duarte ; il. Pedro Proença,"Alfragide : Caminho, 2017",2,2018 - 1.º Sem.,9 - 11 anos,Literatura,Rita Taborda Duarte , il. Pedro Proença
39,Uma aventura em Conímbriga,"Ana Maria Magalhães, Isabel Alçada ; il. de Arlindo Fagundes",ISBN: 978-972-21-2841-4,2,2018 - 1.º Sem.,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. de Arlindo Fagundes
40,O que vamos contar?,"Ana Maria Magalhães, Isabel Alçada ; il. Raquel Pinheiro","[Cascais] : Cercica, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,"Ana Maria Magalhães, Isabel Alçada ", il. Raquel Pinheiro
41,Capitão Coco e o caso das bananas desaparecidas : um caso misterioso de,Anushka Ravishankar ; il. Priya Sundram ; trad. Rui Lopes,"Lisboa : Orfeu Negro, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Anushka Ravishankar , il. Priya Sundram ; trad. Rui Lopes
42,Um estranho caso na quinta,Maria Francisca Macedo ; il. Sara Paz,"Amadora : Booksmile, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Maria Francisca Macedo , il. Sara Paz
43,A casa no largo Puff,A. A. Milne ; il. de E. H. Shepard ; trad. de Manuel Grangeio Crespo,ISBN: 978-989-641-692-8,3,2018 - 1.º Sem.,9 - 11 anos,Literatura,A. A. Milne , il. de E. H. Shepard ; trad. de Manuel Grangeio Crespo
44,Allumette,Tomi Ungerer ; trad. Carla Maia de Almeida,"Matosinhos : Kalandraka, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Tomi Ungerer , trad. Carla Maia de Almeida
45,Aqui há gato,Lídia Borges ; il. Sílvia Mota Lopes,ISBN: 978-989-99830-5-2,3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Lídia Borges , il. Sílvia Mota Lopes
46,Cuscas no Castelo de Guimarães,escrito por Paulo Santos ; il. Susana Lima,ISBN: 978-989-20-7371-2,3,2018 - 1.º Sem.,9 - 11 anos,Literatura,escrito por Paulo Santos , il. Susana Lima
47,A cidade dos animais,texto e il. Joan Negrescolor ; trad. Carla Oliveira,"Lisboa : Orfeu Negro, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,texto e il. Joan Negrescolor , trad. Carla Oliveira
48,Contos e outros escritos,Anne Frank ; trad. de Arie Pos,"Porto : Livros do Brasil, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Anne Frank , trad. de Arie Pos
49,É assim a ditadura,Equipo Plantel ; il. Mikel Casal ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Equipo Plantel , il. Mikel Casal ; trad. Maria Afonso
50,O museu do pensamento,Joana Bértholo ; il. Pedro Semeano & Susana Diniz,ISBN: 978-972-21-2847-6,3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Joana Bértholo , il. Pedro Semeano & Susana Diniz
51,Mistério no hospital,texto Maria Francisca Macedo ; il. Sara Paz,"Amadora : Booksmile, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,texto Maria Francisca Macedo , il. Sara Paz
52,Cá dentro : guia para descobrir o cérebro,"Isabel Minhós Martins, Maria Manuel Pedrosa ; il. Madalena Matoso","Carcavelos : Planeta Tangerina, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,"Isabel Minhós Martins, Maria Manuel Pedrosa ", il. Madalena Matoso
53,E para o poeta outro modo de olhar,"João Manuel Ribeiro ; sel., posf. Sara Reis da Silva ; il. Anabela Dias... [et al.]","Porto : Trinta por uma Linha, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,João Manuel Ribeiro ," sel., posf. Sara Reis da Silva ; il. Anabela Dias... [et al.]"
54,Um gato tem 7 vidas,Luísa Ducla Soares ; il. Sebastião Peixoto,"Porto : Porto Ed., 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Luísa Ducla Soares , il. Sebastião Peixoto
55,Peter Pan,J. M. Barrie ; trad. José Manuel Lopes,"Amadora : Fábula, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,J. M. Barrie , trad. José Manuel Lopes
56,Esconder-se num canto do mundo,Jimmy Liao ; trad. Ana M. Noronha e Domenica Ignomeriello,"Matosinhos : Kalandraka, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Jimmy Liao , trad. Ana M. Noronha e Domenica Ignomeriello
57,As aventuras de Tom Sawyer,Mark Twain ; trad. e introd. João Reis,"Amadora : Fábula, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Mark Twain , trad. e introd. João Reis
58,Charlie e a fábrica de chocolate,Roald Dahl ; il. Quentin Blake ; trad. Ana Lourenço,"Alfragide : Oficina do Livro, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Roald Dahl , il. Quentin Blake ; trad. Ana Lourenço
59,O fantástico Sr. Raposo,Roald Dahl ; il. Quentin Blake ; trad. Ana Lourenço,"Alfragide : Oficina do Livro, 2017",3,2018 - 1.º Sem.,9 - 11 anos,Literatura,Roald Dahl , il. Quentin Blake ; trad. Ana Lourenço
60,Matilda,Roald Dahl ; il. Quentin Blake ; trad. Ana Lourenço,"Alfragide : Oficina do Livro, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Roald Dahl , il. Quentin Blake ; trad. Ana Lourenço
61,Como pode ser a democracia,Equipo Plantel ; il. Marta Pina ; trad. Maria Afonso,"Lisboa : Orfeu Negro, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Equipo Plantel , il. Marta Pina ; trad. Maria Afonso
62,Querido mundo : a história de uma menina síria vítima da guerra : um apelo à paz,Bana Alabed ; trad. de Ana Saldanha,"Barcarena : Presença, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Bana Alabed , trad. de Ana Saldanha
63,A noite,Manuel António Pina ; il. Abigail Ascenso,"Porto : Assírio & Alvim, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Manuel António Pina , il. Abigail Ascenso
64,Rubra : a árvore dos desejos,Katherine Applegate ; il. por Charles Santoso ; trad. Susana Cardoso Ferreira,"Amadora : Fábula, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Katherine Applegate , il. por Charles Santoso ; trad. Susana Cardoso Ferreira
65,O mundo é redondo = The world is round,Gertrude Stein ; trad. Luísa Costa Gomes ; il. Rachel Caiano,"LIsboa : Ponto de Fuga, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Gertrude Stein , trad. Luísa Costa Gomes ; il. Rachel Caiano
66,O louco Verão dos Mumins,Tove Jansson ; trad. do inglês Maria Eduarda Cardoso,ISBN: 978-989-641-803-8,4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Tove Jansson , trad. do inglês Maria Eduarda Cardoso
67,Um rapto inesperado,Maria Francisca Macedo ; il. Sara Paz,"Amadora : Booksmile, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Maria Francisca Macedo , il. Sara Paz
68,Annie : a história inesquecível da pequena orfã,Thomas Meehan ; trad. Tiago Marques,"Amadora : Fábula, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Thomas Meehan , trad. Tiago Marques
69,O vento nos salgueiros,Kenneth Grahame ; il. E. H. Shepard ; trad. Maria Eduarda Cardoso,ISBN: 978-989-641-728-4,4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Kenneth Grahame , il. E. H. Shepard ; trad. Maria Eduarda Cardoso
70,João : uma história portuguesa,contada e pintada por Jan Balet ; trad. Manuel San-Payo,"Matosinhos : Kalandraka, 2017",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,contada e pintada por Jan Balet , trad. Manuel San-Payo
71,O estranhão,Álvaro Magalhães ; il. de Carlos J. Campos,"Porto : Porto Ed., 2016",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Álvaro Magalhães , il. de Carlos J. Campos
72,Abissus e o livro que meteu água,Maria Teresa Maia Gonzalez ; il. de Pedro Benvindo,"Lisboa : Pass, 2016",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Maria Teresa Maia Gonzalez , il. de Pedro Benvindo
73,"Venci-te, Jeremias!",texto Inês Cardoso ; il. Catarina Alves,ISBN: 978-989-99488-1-5,4,2018 - 1.º Sem.,9 - 11 anos,Literatura,texto Inês Cardoso , il. Catarina Alves
74,A fada dos dentes,Luísa Ducla Soares ; il. Ana Valente,"Porto : Porto Ed., 2016",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Luísa Ducla Soares , il. Ana Valente
75,Letras caídas,texto Inês Cardoso ; il. Alexandra Brito,ISBN: 978-989-97918-4-8,4,2018 - 1.º Sem.,9 - 11 anos,Literatura,texto Inês Cardoso , il. Alexandra Brito
76,A inocência das facas,José Saramago... [et al.] ; il. David Pintor... [et al.],"Porto : Tcharan, 2015",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,José Saramago... [et al.] , il. David Pintor... [et al.]
77,Contos do rio que corre,Alvaro Magalhães ; il. de Luiz Darocha,"Lousada : Câmara Municipal, 2015",4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Alvaro Magalhães , il. de Luiz Darocha
78,O tamanho da minha altura : (entre outras coisas),Suzana Ramos ; il. Marta Neto,ISBN: 978-972-37-1381-7,4,2018 - 1.º Sem.,9 - 11 anos,Literatura,Suzana Ramos , il. Marta Neto
